iso3,task_count,exposed_share,exposed_count,country_name,income_level,region,physical_execution_share_exposed,rule_based_workflow_share_exposed,planning_control_share_exposed,informational_transformation_share_exposed,inference_scoring_share_exposed,ai_material_share_exposed,non_substitution_share_exposed,learned_content_transformation_share_ai_exposed,learned_state_inference_share_ai_exposed,learned_recommendation_decision_share_ai_exposed,learned_adaptive_control_share_ai_exposed,gdp_per_capita,log_gdp_per_capita,population
ARE,23845,0.5560494862654645,13259,United Arab Emirates,High income,Middle East & North Africa,0.22867486235764387,0.26238781205219097,0.15053925635417453,0.26887397239610833,0.08952409683988234,0.7189079116072102,0.6274983030394449,0.45268569030633654,0.2624842635333613,0.2205203524968527,0.06430969366344944,50273.50604698364,10.825233498574942,10986400.0
ISR,23850,0.5688050314465409,13566,Israel,High income,Middle East & North Africa,0.22681704260651628,0.2572607990564647,0.14912280701754385,0.2744360902255639,0.09236326109391124,0.7411912133274362,0.6336429308565531,0.44932869219293886,0.25300845350571854,0.21810044753853805,0.07956240676280457,54176.68443833023,10.90000591846075,9974400.0
QAT,23851,0.5298310343381829,12637,Qatar,High income,Middle East & North Africa,0.22157157553216744,0.27894278705388936,0.14805729207881618,0.2631162459444488,0.08831209939067816,0.6984252591596106,0.6373348104771702,0.46057104010876954,0.2568547473374122,0.2185588035350102,0.06401540901880806,76688.69417431772,11.24750957328727,2857822.0
CAN,23849,0.5671097320642375,13525,Canada,High income,North America,0.22720887245841034,0.2563401109057301,0.15460258780036967,0.2731977818853974,0.08865064695009242,0.734195933456562,0.6394824399260628,0.4516616314199396,0.24672708962739173,0.2203423967774421,0.08126888217522658,54340.34772247321,10.903022281974831,41288599.0
USA,23851,0.5851326988386231,13956,United States,High income,North America,0.2269274863857839,0.24670392662654056,0.15319575809687588,0.2748638578389223,0.09830897105187733,0.7472055030094583,0.6245342505015764,0.4455312619869582,0.2539317222861527,0.21883390870732644,0.08170310701956271,84534.04078415484,11.34490958173981,340110988.0
NPL,23851,0.24191857783740725,5770,Nepal,Lower middle income,South Asia,0.10173310225303293,0.4487001733102253,0.09601386481802426,0.2875216637781629,0.0660311958405546,0.4868284228769497,0.652686308492201,0.6610893556425774,0.2114631541473834,0.1153435386258455,0.012103951584193664,1447.3100445842801,7.277461970842152,29651054.0
BGD,23851,0.33076181292189005,7889,Bangladesh,Lower middle income,South Asia,0.1488148054252757,0.38826213715299784,0.10875903156293573,0.27405247813411077,0.08011154772467993,0.540879705919635,0.6571175053872481,0.5912819310991329,0.24232481837356457,0.1460042184204359,0.020389032106866652,2593.416116807743,7.860731249643073,173562364.0
IND,23851,0.5009852836359062,11949,India,Lower middle income,South Asia,0.19457695204619632,0.27793120763243784,0.14260607582224455,0.2949200769938907,0.08996568750523057,0.7094317516110135,0.6480877060841912,0.49758169163619204,0.24725728441665684,0.21587825881797806,0.03928276512917306,2694.737808599609,7.899056190521105,1450935791.0
LKA,23851,0.4445515911282546,10603,Sri Lanka,Lower middle income,South Asia,0.13128359898142036,0.34726020937470525,0.13062340846930115,0.3026501933415071,0.08818258983306611,0.638970102801094,0.6913137791191172,0.5597047970479705,0.2284870848708487,0.19380073800738007,0.01800738007380074,4515.567873227318,8.415286232743277,21916000.0
BDI,23851,0.08968177434908389,2139,Burundi,Low income,Sub-Saharan Africa,0.043478260869565216,0.5787751285647499,0.056100981767180924,0.27489481065918653,0.04675081813931744,0.3482935951379149,0.5231416549789621,0.7328859060402685,0.19328859060402684,0.06845637583892618,0.005369127516778523,219.42483088269853,5.391009717748471,14047786.0
MWI,23851,0.16334744874428744,3896,Malawi,Low income,Sub-Saharan Africa,0.04004106776180698,0.5243839835728953,0.07212525667351129,0.3028747433264887,0.060574948665297744,0.41401437371663247,0.6421971252566735,0.7185368877867327,0.1859888406695598,0.09113453192808431,0.0043397396156230625,522.5703936425454,6.25875969943914,21655286.0
MDG,23851,0.17060081338308666,4069,Madagascar,Low income,Sub-Saharan Africa,0.12017694765298599,0.4745637748832637,0.08306709265175719,0.26517571884984026,0.05701646596215286,0.39985254362251166,0.5502580486606046,0.6896127842655193,0.21634910878918254,0.0860479409956976,0.007990165949600492,544.9875010033832,6.300762860461511,31964956.0
SOM,23851,0.13194415328497758,3147,"Somalia, Fed. Rep.",Low income,Sub-Saharan Africa,0.04639339053066412,0.5436924054655227,0.061646012074992054,0.296155068319034,0.0521131236097871,0.4070543374642517,0.5780108039402606,0.7205308352849337,0.1865729898516784,0.08118657298985169,0.0117096018735363,629.5388994490074,6.44498764577539,19009151.0
COD,23851,0.10293069472978073,2455,"Congo, Dem. Rep.",Low income,Sub-Saharan Africa,0.09735234215885948,0.5213849287169042,0.06639511201629328,0.2619144602851324,0.05295315682281059,0.35885947046843175,0.5103869653767821,0.7412031782065834,0.18161180476730987,0.06923950056753689,0.007945516458569807,649.383338556725,6.476023202666871,109276265.0
MOZ,23851,0.19441532849775692,4637,Mozambique,Low income,Sub-Saharan Africa,0.12594349795126158,0.4602113435410826,0.0992020703040759,0.245848609014449,0.0687944791891309,0.3903385809790813,0.5712745309467328,0.6447513812154696,0.22375690607734808,0.11657458563535912,0.014917127071823204,656.7768246373055,6.4873442722497,34631766.0
NER,23851,0.09337134711332858,2227,Niger,Low income,Sub-Saharan Africa,0.09788953749438707,0.5401885945217781,0.0794791198922317,0.2299057027391109,0.052537045352492144,0.31162999550965426,0.4791198922317018,0.6829971181556196,0.22910662824207492,0.07348703170028818,0.01440922190201729,735.2702557872269,6.6002381265782235,27032412.0
SLE,23851,0.11483795228711584,2739,Sierra Leone,Low income,Sub-Saharan Africa,0.04892296458561519,0.5418035779481563,0.061701350857977365,0.2993793355239138,0.04819277108433735,0.3833515881708653,0.5998539612997444,0.7371428571428571,0.17523809523809525,0.08476190476190476,0.002857142857142857,806.6546504177263,6.692895634195301,8642022.0
TCD,23851,0.09387447067208922,2239,Chad,Low income,Sub-Saharan Africa,0.0401965163019205,0.584189370254578,0.0611880303707012,0.2603841000446628,0.054041983028137563,0.34167038856632426,0.5359535506922734,0.7333333333333333,0.1895424836601307,0.0718954248366013,0.00522875816993464,961.5597556250583,6.8685567114337,20299123.0
BFA,23851,0.13789778206364514,3289,Burkina Faso,Low income,Sub-Saharan Africa,0.04712678625722104,0.5424141076314989,0.07722712070538157,0.27698388567953786,0.05624809972636059,0.4040741866828823,0.6175129218607479,0.6854778028592927,0.19563581640331076,0.10458991723100075,0.014296463506395787,981.9926497690815,6.889583823366252,23548781.0
SDN,23851,0.17403882436795104,4151,Sudan,Low income,Sub-Saharan Africa,0.12671645386653818,0.4618164297759576,0.09347145266200915,0.2582510238496748,0.059744639845820284,0.3900264996386413,0.5589014695254155,0.660284126003706,0.23038912909203213,0.10006176652254478,0.00926497838171711,984.6076620665642,6.892243249201768,50448963.0
RWA,23851,0.29868768605089935,7124,Rwanda,Low income,Sub-Saharan Africa,0.06049971925884334,0.4466591802358226,0.10078607523862998,0.31148231330713083,0.08057271195957327,0.5266704098820887,0.6882369455362156,0.6305970149253731,0.21295309168443496,0.14872068230277186,0.007729211087420042,999.6545616554672,6.907409780960036,14256567.0
SSD,23851,0.031738711165150306,757,South Sudan,Low income,Sub-Saharan Africa,0.035667107001321,0.6301188903566711,0.03830911492734478,0.2575957727873184,0.03830911492734478,0.26023778071334214,0.4438573315719947,0.7614213197969543,0.20304568527918782,0.025380710659898477,0.01015228426395939,1004.5542076620173,6.912299147619266,11943408.0
UGA,23851,0.20950903526057607,4997,Uganda,Low income,Sub-Saharan Africa,0.09125475285171103,0.4590754452671603,0.09345607364418651,0.2855713428056834,0.07064238543125875,0.45627376425855515,0.6435861516910146,0.6697368421052632,0.2179824561403509,0.10526315789473684,0.007017543859649123,1077.912784528168,6.982781843305583,50015092.0
MLI,23851,0.1347113328581611,3213,Mali,Low income,Sub-Saharan Africa,0.1111111111111111,0.49019607843137253,0.0902583255524432,0.2533457827575475,0.055088702147525676,0.33955804544039836,0.5309679427326486,0.693858845096242,0.21723189734188816,0.08249312557286893,0.006416131989000917,1094.6194926579938,6.998162086570619,24478595.0
TGO,23851,0.21076684415747768,5027,Togo,Low income,Sub-Saharan Africa,0.05808633379749353,0.5012930177043963,0.09608116172667595,0.2840660433658245,0.06047344340560971,0.42908295205888203,0.6292023075392879,0.6592489568845619,0.21186833565136765,0.1214649976819657,0.007417709782104775,1119.381605094293,7.020531673495986,9515236.0
NGA,23851,0.3310133747012704,7895,Nigeria,Lower middle income,Sub-Saharan Africa,0.1441418619379354,0.3770740975300823,0.11450284990500317,0.2848638378720709,0.07941735275490817,0.5604813172894236,0.6616846105129829,0.5853107344632769,0.23954802259887006,0.15615819209039547,0.018983050847457626,1084.1604180543632,6.988561158185597,232679478.0
TZA,23851,0.23143683702989393,5520,Tanzania,Lower middle income,Sub-Saharan Africa,0.11032608695652174,0.4494565217391304,0.10344202898550725,0.26666666666666666,0.07010869565217391,0.44873188405797104,0.6373188405797101,0.6330238191360517,0.23859507468712152,0.11505853855470327,0.013322567622123537,1150.0032793860069,7.047520072993236,68560157.0
ZMB,23850,0.26440251572327045,6306,Zambia,Lower middle income,Sub-Saharan Africa,0.13384078655248968,0.4264192832223279,0.10767522993973994,0.26530288614018394,0.06676181414525849,0.4643196955280685,0.6385981604820805,0.6161202185792349,0.2312158469945355,0.13558743169398907,0.01707650273224044,1187.1094335006414,7.079276583705229,21314956.0
BEN,23851,0.24145738124187666,5759,Benin,Lower middle income,Sub-Saharan Africa,0.06251085257857267,0.48393818371245007,0.09828095155408925,0.297621114776871,0.05764889737801702,0.46587949296752906,0.6589685709324535,0.6761088333954528,0.19194931047335073,0.12225121133060007,0.009690644800596348,1485.3801888513465,7.3034260378979345,14462724.0
GIN,23851,0.13131524883652676,3132,Guinea,Lower middle income,Sub-Saharan Africa,0.06609195402298851,0.5488505747126436,0.07694763729246488,0.2567049808429119,0.05140485312899106,0.361749680715198,0.5734355044699873,0.6857899382171226,0.21535745807590467,0.08384819064430715,0.01500441306266549,1694.953758621925,7.435410738393404,14754785.0
SEN,23851,0.32048970693052703,7644,Senegal,Lower middle income,Sub-Saharan Africa,0.09432234432234432,0.4094714809000523,0.11538461538461539,0.29984301412872844,0.08097854526425954,0.5565149136577708,0.7098377812663527,0.5947343676539727,0.2315467795016455,0.15655853314527504,0.017160319699106724,1773.2182992344822,7.48055142271077,18501984.0
CMR,23851,0.24045113412435537,5735,Cameroon,Lower middle income,Sub-Saharan Africa,0.12728857890148212,0.4346992153443766,0.1040976460331299,0.2674803836094159,0.06643417611159547,0.4458587619877942,0.6312118570183086,0.6570199452483378,0.2174423152131404,0.11302307391474384,0.012514665623777864,1830.0083368472715,7.5120758014793365,29123744.0
KEN,23851,0.3688734224980085,8798,Kenya,Lower middle income,Sub-Saharan Africa,0.14639690838827008,0.35894521482155034,0.11843600818367811,0.290406910661514,0.0858149579449875,0.592634689702205,0.6799272561945897,0.5654008438818565,0.24261603375527427,0.16973532796317606,0.022247794399693134,2132.434520976471,7.665019573607886,56432944.0
GHA,23851,0.284222883736531,6779,Ghana,Lower middle income,Sub-Saharan Africa,0.11742144859123764,0.41481044401829176,0.11019324384127452,0.2886856468505679,0.06888921669862812,0.5102522495943355,0.6809263903230565,0.632263660017346,0.22116218560277537,0.13240821046545245,0.014165943914426134,2390.7723765271508,7.779371762812391,34427414.0
COG,23851,0.19114502536581277,4559,"Congo, Rep.",Lower middle income,Sub-Saharan Africa,0.07589383636762448,0.48541346786576006,0.08817723184908971,0.28931783285808294,0.06119763105944286,0.4167580609782847,0.594428602763764,0.6726315789473685,0.20842105263157895,0.10631578947368421,0.01263157894736842,2482.2489948456023,7.816920280976811,6332961.0
ZWE,23851,0.3114334828728355,7428,Zimbabwe,Lower middle income,Sub-Saharan Africa,0.09302638664512655,0.4324178782983306,0.1074313408723748,0.2949649973074852,0.07215939687668282,0.49690360796984384,0.6778406031233172,0.6396640476835546,0.2072609049038201,0.1406123001896505,0.012462747222974803,2497.2033220876315,7.822926713511721,16634373.0
AGO,23851,0.2892121923609073,6898,Angola,Lower middle income,Sub-Saharan Africa,0.1638155987242679,0.4114236010437808,0.1100318933024065,0.24543345897361554,0.06929544795592925,0.45042041171354014,0.610466801971586,0.5899581589958159,0.2481493401995494,0.13228194399742516,0.029610556807209528,2665.874447767529,7.888287405769062,37885849.0
CIV,23851,0.29034422036811874,6925,Cote d'Ivoire,Lower middle income,Sub-Saharan Africa,0.14685920577617328,0.40693140794223825,0.11350180505415162,0.2571841155234657,0.07552346570397112,0.4830324909747292,0.6428880866425993,0.5937219730941704,0.2460388639760837,0.14349775784753363,0.01674140508221226,2727.893522069704,7.911284986702229,31934230.0
ZAF,23851,0.5116347322963398,12203,South Africa,Upper middle income,Sub-Saharan Africa,0.21552077358026714,0.28419241170204046,0.13676964680816192,0.275751864295665,0.08776530361386545,0.6778660985003687,0.6330410554781611,0.48500967117988397,0.2526595744680851,0.2090183752417795,0.053312379110251454,6267.186814093002,8.743082858954319,64007187.0
ETH,23851,0.21592386063477423,5150,Ethiopia,,Sub-Saharan Africa,0.12368932038834951,0.4551456310679612,0.10388349514563107,0.25223300970873785,0.06504854368932039,0.4153398058252427,0.6203883495145631,0.6339410939691444,0.24029920523609163,0.11266947171575503,0.013090229079008883,1133.8827968171865,7.033403125169596,132059767.0
