iso3,ilostat_year,sector_code,country_name,income_level,matched_weight,employment_weighted_occ_exposed_share,employment_weighted_occ_sub_only_share,employment_weighted_occ_both_share,employment_weighted_occ_aug_only_share,employment_weighted_occ_share_exposed,sub_only_share_exposed,aug_only_share_exposed
HND,2025,PUB,Honduras,Lower middle income,0.9890871037028688,0.38092972551419274,0.14283299062310834,0.19889032002210788,0.03920641486897651,0.38092972551419274,0.3749588993883509,0.10292295991354908
IDN,2023,AGR,Indonesia,Upper middle income,0.9999999999999999,0.39745227125004673,0.13781543961414244,0.22089038882854892,0.03874644280735539,0.39745227125004673,0.3467471431995905,0.09748703331218121
IDN,2023,CON,Indonesia,Upper middle income,0.9999999999999999,0.44331455626062666,0.2548930934019571,0.17679341763862594,0.011628045220043568,0.44331455626062666,0.5749711797239165,0.02622978437280861
IDN,2023,MAN,Indonesia,Upper middle income,1.0000000000000002,0.45912815698375664,0.250281256125245,0.19660593343778104,0.012240967420730543,0.45912815698375664,0.5451228645384509,0.02666133025068121
IDN,2023,MEL,Indonesia,Upper middle income,1.0,0.49385256848664005,0.28477554221749973,0.19671957861611394,0.012357447653026335,0.49385256848664005,0.5766408041374875,0.025022544057823677
IDN,2023,MKT,Indonesia,Upper middle income,1.0,0.4224777595868673,0.19933163018635983,0.20916518337646023,0.013980946024047244,0.4224777595868673,0.4718156770696813,0.03309273850940447
IDN,2023,PUB,Indonesia,Upper middle income,0.9734878647481384,0.48843082938631405,0.20194785085693628,0.25553126577330976,0.030951712756067964,0.48843082938631405,0.41346253902660574,0.06336969514180146
IND,2024,AGR,India,Lower middle income,0.9999999999999998,0.4018246916963746,0.1283061295030994,0.23672408330266817,0.03679447889060702,0.4018246916963746,0.3193087238154335,0.09156848658372028
IND,2024,CON,India,Lower middle income,1.0,0.4508728355803698,0.2574388305607505,0.18383217946917307,0.00960182555044618,0.4508728355803698,0.5709787998857188,0.021296083491227802
IND,2024,MAN,India,Lower middle income,1.0,0.46983993640766347,0.2360577983950989,0.21822955846902262,0.01555257954354196,0.46983993640766347,0.5024217400503815,0.03310186797328258
IND,2024,MEL,India,Lower middle income,1.0,0.49631986337637685,0.25627445281183286,0.22229318177973229,0.017752228784811745,0.49631986337637685,0.5163493781378057,0.035767717745661946
IND,2024,MKT,India,Lower middle income,1.0,0.47263749343265776,0.2159664698354229,0.23485375370470515,0.02181726989252978,0.47263749343265776,0.45693892853676915,0.046160683813033856
IND,2024,PUB,India,Lower middle income,1.0,0.48726004161044845,0.19500826019368306,0.25783537911256355,0.03441640230420179,0.48726004161044845,0.4002139382272331,0.07063251521805844
IRN,2024,AGR,"Iran, Islamic Rep.",Upper middle income,1.0,0.4047882249015823,0.1589420958119446,0.2155226769657959,0.030323452123841767,0.4047882249015823,0.3926549391366036,0.07491189283288668
IRN,2024,CON,"Iran, Islamic Rep.",Upper middle income,1.0,0.44547184977022436,0.25569458511173443,0.17717832515546914,0.012598939503020684,0.44547184977022436,0.5739859549904723,0.02828223491455016
IRN,2024,MAN,"Iran, Islamic Rep.",Upper middle income,1.0,0.463002010232608,0.24728997201064362,0.19932580286775847,0.01638623535420586,0.463002010232608,0.5341012923170838,0.03539128338983575
IRN,2024,MEL,"Iran, Islamic Rep.",Upper middle income,1.0,0.4804490896348701,0.24039090784655232,0.2189060868733752,0.021152094914942535,0.4804490896348701,0.5003462656766479,0.04402567383573903
IRN,2024,MKT,"Iran, Islamic Rep.",Upper middle income,1.0,0.45795355251604697,0.23309636728346303,0.2075130128388023,0.0173441723937816,0.45795355251604697,0.5089956525128063,0.03787321290224918
IRN,2024,PUB,"Iran, Islamic Rep.",Upper middle income,0.9999999999999999,0.44137727373827707,0.15030602183185598,0.2557275328982431,0.03534371900817795,0.44137727373827707,0.3405386520217232,0.08007598286343956
IRQ,2021,AGR,Iraq,Upper middle income,1.0,0.2802337727848092,0.09375274829496308,0.16646290184147983,0.020018122648366287,0.2802337727848092,0.3345519255702116,0.07143365501394491
IRQ,2021,CON,Iraq,Upper middle income,1.0,0.27905825080233776,0.15114244680347133,0.12212511335963133,0.005790690639235041,0.27905825080233776,0.5416161191038511,0.020750831135025988
IRQ,2021,MAN,Iraq,Upper middle income,0.9898728036263854,0.2948832893435265,0.14389042243678096,0.14160235471214766,0.009390512194597854,0.2948832893435265,0.4879571940380614,0.03184484348198621
IRQ,2021,MEL,Iraq,Upper middle income,0.9926800472255018,0.3337726953985679,0.12426767098440572,0.19293316439937644,0.01657186001478574,0.3337726953985679,0.37231227328530875,0.0496501368843152
IRQ,2021,MKT,Iraq,Upper middle income,0.997518107683736,0.3133732211659569,0.1613797862962396,0.14321913552787907,0.008774299341838192,0.3133732211659569,0.5149763138528539,0.027999518622529265
IRQ,2021,PUB,Iraq,Upper middle income,0.8410099588756884,0.294921507999983,0.09985410976452636,0.1770747599481511,0.017992638287305546,0.294921507999983,0.3385785948325346,0.06100822693238969
ISR,2024,AGR,Israel,High income,1.0,0.5777004589551178,0.22639186219724805,0.3033861470818081,0.0479224496760615,0.5777004589551178,0.39188451158013826,0.08295380232644864
ISR,2024,CON,Israel,High income,0.9999999999999999,0.561016553957844,0.27267767403146265,0.26327659725133,0.02506228267505127,0.561016553957844,0.4860421178444446,0.044672982460575494
ISR,2024,MAN,Israel,High income,1.0,0.5889513699984784,0.2577392475989966,0.29100987945912465,0.04020224294035715,0.5889513699984784,0.4376239885470722,0.06826071724811679
ISR,2024,MEL,Israel,High income,1.0,0.5913968321701437,0.2519897108156042,0.2964682849328692,0.042938836421670304,0.5913968321701437,0.4260924257759758,0.07260579375121996
ISR,2024,MKT,Israel,High income,0.9999999999999999,0.5779500710897519,0.23261913499539053,0.29904336824012095,0.046287567854240506,0.5779500710897519,0.40249001882944013,0.08008921560812879
ISR,2024,PUB,Israel,High income,1.0,0.5473601795966392,0.18029012936115216,0.3117764386021189,0.05529361163336807,0.5473601795966392,0.32938115720075145,0.10101869608804034
JOR,2023,AGR,Jordan,Lower middle income,0.9999999999999998,0.43220446391071177,0.13627959821137506,0.24687635562975493,0.04904851006958172,0.43220446391071177,0.3153127965830746,0.11348450598074931
JOR,2023,CON,Jordan,Lower middle income,1.0,0.43093089988970273,0.192767841968608,0.20516650672895853,0.032996551192136236,0.43093089988970273,0.44732889198232745,0.0765703995712114
JOR,2023,MAN,Jordan,Lower middle income,1.0,0.4740481439356189,0.21017511178290316,0.22180616497899805,0.04206686717371768,0.4740481439356189,0.4433623767366703,0.08873965168278528
JOR,2023,MEL,Jordan,Lower middle income,1.0,0.5289523044392477,0.2210405046799358,0.24740894897729784,0.060502850782014055,0.5289523044392477,0.41788362168922777,0.11438243159967754
JOR,2023,MKT,Jordan,Lower middle income,0.9999999999999999,0.47487717312186417,0.18626351458298224,0.2365077239031103,0.05210593463577163,0.47487717312186417,0.39223514021210454,0.10972507752525741
JOR,2023,PUB,Jordan,Lower middle income,1.0,0.4591642336344366,0.16750448069793233,0.23719701334322452,0.054462739593279796,0.4591642336344366,0.36480297990999655,0.11861276555055088
JPN,2022,AGR,Japan,High income,1.0,0.6147764466050597,0.16746991066788114,0.4164329703303848,0.03087356560679381,0.6147764466050597,0.2724078184723722,0.050219174428826785
JPN,2022,CON,Japan,High income,1.0,0.6938114455257698,0.37964557177915026,0.293506485985463,0.020659387761156597,0.6938114455257698,0.5471883956763716,0.029776660351143285
JPN,2022,MAN,Japan,High income,1.0000000000000002,0.6598089693337753,0.35009994203429,0.2878062551563247,0.021902772143160613,0.6598089693337753,0.5306080370319824,0.033195626554268214
JPN,2022,MEL,Japan,High income,0.9999999999999999,0.7097964174925429,0.4011705657813669,0.2858560197302346,0.022769831980941374,0.7097964174925429,0.5651910264615863,0.032079384200583955
JPN,2022,MKT,Japan,High income,1.0,0.6435276593617895,0.32755782081073515,0.28481431729011747,0.031155521260936833,0.6435276593617895,0.509003484225661,0.04841364750636349
JPN,2022,PUB,Japan,High income,1.0000000000000002,0.6082143815069673,0.25261793680555156,0.30557839467340076,0.05001805002801501,0.6082143815069673,0.415343577012504,0.08223753260172136
KEN,2022,AGR,Kenya,Lower middle income,1.0,0.3117020388119901,0.08848125575595327,0.19662092257638453,0.026599860479652328,0.3117020388119901,0.2838648604711972,0.08533746067569553
KEN,2022,CON,Kenya,Lower middle income,1.0,0.3149161829257845,0.17167112610200003,0.13676769982274933,0.006477357001035137,0.3149161829257845,0.5451327540777964,0.02056851109033555
KEN,2022,MAN,Kenya,Lower middle income,1.0,0.32697608340782286,0.16273584873112562,0.15509293156752066,0.009147303109176568,0.32697608340782286,0.49769954742577416,0.027975450111950663
KEN,2022,MEL,Kenya,Lower middle income,1.0,0.3245523019140992,0.18223546782290828,0.13651723852108247,0.005799595570108432,0.3245523019140992,0.5614979981597586,0.017869525299633954
KEN,2022,MKT,Kenya,Lower middle income,1.0,0.35774953670324766,0.1485682940543537,0.19579337289341706,0.013387869755476928,0.35774953670324766,0.4152857762541024,0.03742246566927669
KEN,2022,PUB,Kenya,Lower middle income,1.0,0.34630478376177515,0.1268602017133103,0.20414026269266414,0.015304319355800698,0.34630478376177515,0.36632529396584396,0.04419320804510924
KGZ,2023,AGR,Kyrgyz Republic,Lower middle income,1.0,0.29168299209446374,0.08662247683964783,0.16944310341585178,0.03561741183896415,0.29168299209446374,0.2969747266292252,0.12211000574016732
KGZ,2023,CON,Kyrgyz Republic,Lower middle income,0.9999999999999999,0.31440350588985694,0.1640849986096048,0.12951009973558164,0.020808407544670456,0.31440350588985694,0.52189303088461,0.06618376435013462
KGZ,2023,MAN,Kyrgyz Republic,Lower middle income,1.0,0.33577784111726516,0.1688582876949175,0.1429784347925749,0.023941118629772763,0.33577784111726516,0.5028869300399915,0.07130047221136222
KGZ,2023,MEL,Kyrgyz Republic,Lower middle income,0.9999999999999999,0.3743516932225204,0.17994633950682176,0.16487291244095442,0.02953244127474417,0.3743516932225204,0.48068792732789617,0.07888956243398006
KGZ,2023,MKT,Kyrgyz Republic,Lower middle income,1.0,0.3619593867256434,0.17441782499940162,0.1622974859501673,0.02524407577607445,0.3619593867256434,0.4818712579254263,0.06974284050052516
KGZ,2023,PUB,Kyrgyz Republic,Lower middle income,1.0000000000000002,0.37832107089397393,0.12017248169481336,0.20521086180309264,0.052937727396067925,0.37832107089397393,0.3176468109768388,0.1399280438463972
KHM,2023,AGR,Cambodia,Lower middle income,0.9999999999999999,0.2380414964064806,0.07208183955760468,0.1465374173634025,0.019422239485473367,0.2380414964064806,0.3028120753976334,0.0815918223447389
KHM,2023,CON,Cambodia,Lower middle income,1.0,0.25183956269985347,0.13002464226938404,0.1093936299082665,0.012421290522202932,0.25183956269985347,0.5162995078114456,0.049322236701176414
KHM,2023,MAN,Cambodia,Lower middle income,0.9999999999999998,0.2576727716742807,0.13136338529887323,0.11390812590502467,0.012401260470382845,0.2576727716742807,0.5098070100512102,0.048127943010055574
KHM,2023,MEL,Cambodia,Lower middle income,1.0,0.2705391963881886,0.14375082776969084,0.11422875620479969,0.01255961241369807,0.2705391963881886,0.531349355985471,0.04642437244352814
KHM,2023,MKT,Cambodia,Lower middle income,0.9999999999999998,0.29424811296786463,0.12874694106121248,0.15063003732320282,0.0148711345834493,0.29424811296786463,0.43754551138029957,0.05053943909259124
KHM,2023,PUB,Cambodia,Lower middle income,0.9303516191675046,0.37736021929542946,0.1367789221088405,0.20746266895300125,0.03311862823358769,0.37736021929542946,0.3624624830996253,0.08776396276063118
KOR,2025,AGR,"Korea, Rep.",High income,1.0,0.5515651163912471,0.19065841715908016,0.31860585020712506,0.042300849025041685,0.5515651163912471,0.34566801179616036,0.0766923936412179
KOR,2025,CON,"Korea, Rep.",High income,0.9999999999999999,0.6028273366465682,0.2859783297013243,0.28525991608660783,0.031589090858635996,0.6028273366465682,0.47439509178892897,0.05240155669509124
KOR,2025,MAN,"Korea, Rep.",High income,1.0,0.6348824645309509,0.30480915483701715,0.2937134182850826,0.0363598914088511,0.6348824645309509,0.4801032818920415,0.05727027196398261
KOR,2025,MEL,"Korea, Rep.",High income,1.0,0.6483506733088112,0.32362932454323456,0.2908443582963093,0.03387699046926737,0.6483506733088112,0.4991578444603373,0.052251029981011006
KOR,2025,MKT,"Korea, Rep.",High income,1.0,0.6418235197130484,0.3045082073365146,0.29782936676419614,0.039485945612337627,0.6418235197130484,0.4744422695395404,0.061521499913233656
KOR,2025,PUB,"Korea, Rep.",High income,0.9999999999999999,0.652114208706147,0.2860496967648858,0.3128276421725915,0.053236869768669724,0.652114208706147,0.4386496919495651,0.08163734060372099
LAO,2022,AGR,Lao PDR,Lower middle income,0.9992647293884465,0.15159518427402746,0.04625380454140176,0.07975181945482722,0.02558956027779851,0.15159518427402746,0.3051139438426498,0.16880193391593593
LAO,2022,CON,Lao PDR,Lower middle income,1.0,0.18887069562162803,0.10679312299311383,0.07109924436970189,0.0109783282588123,0.18887069562162803,0.5654298176941998,0.05812615992480702
LAO,2022,MAN,Lao PDR,Lower middle income,0.9999999999999999,0.16933818116483862,0.08885999072524528,0.07126740555067261,0.009210784888920727,0.16933818116483862,0.5247487017635227,0.05439284174166655
LAO,2022,MEL,Lao PDR,Lower middle income,1.0000000000000002,0.22838450147780054,0.09508405430349182,0.11197584968488852,0.021324597489420217,0.22838450147780054,0.4163332173953765,0.09337147377092492
LAO,2022,MKT,Lao PDR,Lower middle income,0.9952475444371799,0.20166141688963868,0.09559282887597123,0.0940070317502074,0.012061556263460057,0.20166141688963868,0.4740263673158927,0.059810926896645134
LAO,2022,PUB,Lao PDR,Lower middle income,0.7922795689363289,0.21781153216015384,0.08432457350193998,0.11355522835585413,0.019931730302359726,0.21781153216015384,0.38714466890548876,0.09150906797581405
LKA,2023,AGR,Sri Lanka,Lower middle income,0.9999999999999999,0.3455917982682324,0.14101550620275263,0.16753311734003132,0.037043174725448394,0.3455917982682324,0.40804066216092,0.10718765581553875
LKA,2023,CON,Sri Lanka,Lower middle income,1.0,0.348916517455117,0.1756670521870635,0.15246998780027438,0.020779477467779153,0.348916517455117,0.5034644202811651,0.059554295736234754
LKA,2023,MAN,Sri Lanka,Lower middle income,1.0,0.3880659685703618,0.1880444368986282,0.17387924548096947,0.02614228619076415,0.3880659685703618,0.4845682232621053,0.06736557262950046
LKA,2023,MEL,Sri Lanka,Lower middle income,1.0,0.3890248007323523,0.20238378359326953,0.16454022339369803,0.022100793745384727,0.3890248007323523,0.5202336283246601,0.05681075783286628
LKA,2023,MKT,Sri Lanka,Lower middle income,1.0000000000000002,0.4197138703187801,0.17886766960933148,0.20453901395420926,0.036307186755239376,0.4197138703187801,0.42616573398796265,0.0865046149836874
LKA,2023,PUB,Sri Lanka,Lower middle income,0.980924737641098,0.44107223824653996,0.15151127787154534,0.2313675255226443,0.0581934348523503,0.44107223824653996,0.343506720064429,0.13193629026323514
MDG,2022,AGR,Madagascar,Low income,1.0,0.08394376775897977,0.036439733928538984,0.04498920722355505,0.0025148266068857135,0.08394376775897977,0.43409695444175356,0.02995846712654488
MDG,2022,CON,Madagascar,Low income,1.0,0.12978475327416483,0.0848335856965493,0.043363046709756714,0.0015881208678588266,0.12978475327416483,0.6536483181298031,0.012236575004338052
MDG,2022,MAN,Madagascar,Low income,0.9999999999999999,0.12712755315112392,0.08031228806354736,0.045229359979739515,0.0015859051078370556,0.12712755315112392,0.6317457236675944,0.012474912546706518
MDG,2022,MEL,Madagascar,Low income,1.0,0.12738389392591254,0.08083831394900061,0.044990463479972,0.001555116496939928,0.12738389392591254,0.6346038848209241,0.012208109275136431
MDG,2022,MKT,Madagascar,Low income,0.9994508895984497,0.13965618059662846,0.08950824184892718,0.04834161897702674,0.00180631977067453,0.13965618059662846,0.6409185863922163,0.012934048195774142
MDG,2022,PUB,Madagascar,Low income,0.976410426372149,0.16194768013841332,0.08417012443847205,0.07251444293473223,0.0052631127652090276,0.16194768013841332,0.5197365245771572,0.03249884629845117
MEX,2024,AGR,Mexico,Upper middle income,1.0,0.47470317189110023,0.19872605835484358,0.25067481247069534,0.02530230106556126,0.47470317189110023,0.4186322529996335,0.05330131030042024
MEX,2024,CON,Mexico,Upper middle income,0.9999999999999999,0.5000858782766993,0.2722330067912274,0.21446093733124397,0.01339193415422783,0.5000858782766993,0.5443725140356792,0.026779268793545148
MEX,2024,MAN,Mexico,Upper middle income,1.0,0.5412694221057025,0.2895749879373026,0.23502722956641492,0.016667204601985005,0.5412694221057025,0.5349923275007258,0.030792806541970384
MEX,2024,MEL,Mexico,Upper middle income,1.0,0.5390539638401922,0.2923488648966424,0.22993475499224977,0.01677034395130005,0.5390539638401922,0.5423369170944675,0.031110695915913495
MEX,2024,MKT,Mexico,Upper middle income,0.9999685606732145,0.5097978958269707,0.24932233904478365,0.23908483686312537,0.021390719919061604,0.5097978958269707,0.48906113792475436,0.04195921578758689
MEX,2024,PUB,Mexico,Upper middle income,0.9935165550199404,0.5177908050723218,0.21414245119621744,0.26804213043533687,0.03560622344076745,0.5177908050723218,0.41356943595455964,0.06876565418305217
MLI,2024,AGR,Mali,Low income,1.0,0.06928315970866034,0.026795106950109133,0.04245912984227474,2.8922916276464233e-05,0.06928315970866034,0.3867477618339593,0.00041745954425414134
MLI,2024,CON,Mali,Low income,1.0,0.14118700524942085,0.0929166896620631,0.04724526364548108,0.0010250519418766686,0.14118700524942085,0.6581107765400686,0.007260242825221859
MLI,2024,MAN,Mali,Low income,0.9932882366961756,0.11157308518637485,0.0694857533662763,0.04080705152453548,0.0012802802955630577,0.11157308518637485,0.6227823964014737,0.011474813064678109
MLI,2024,MEL,Mali,Low income,1.0,0.11582429428331768,0.07295834408776225,0.04160008736883825,0.0012658628267171483,0.11582429428331768,0.629905362594301,0.010929165030099148
MLI,2024,MKT,Mali,Low income,0.9922111116963619,0.0996551560897044,0.05729787488984587,0.040860089526551964,0.0014971916733065597,0.0996551560897044,0.5749614685091586,0.015023725134290747
MLI,2024,PUB,Mali,Low income,0.9748655475644186,0.14596112364546351,0.0778136510865669,0.06495652874821758,0.003190943810679011,0.14596112364546351,0.5331121681111103,0.021861600753566038
MMR,2020,AGR,Myanmar,Lower middle income,1.0,0.16699301475537798,0.062389342559937194,0.10190313206696561,0.00270054012847517,0.16699301475537798,0.3736045046634381,0.0161715753945223
MMR,2020,CON,Myanmar,Lower middle income,0.9999999999999999,0.2178758185487402,0.13267088090385065,0.08278889146100639,0.002416046183883162,0.2178758185487402,0.6089288925570753,0.011089097449989281
MMR,2020,MAN,Myanmar,Lower middle income,1.0,0.23886957831738095,0.14742096712709105,0.08880346605812334,0.0026451451321665657,0.23886957831738095,0.6171609133550524,0.011073595686814573
MMR,2020,MEL,Myanmar,Lower middle income,1.0,0.2697553954196195,0.17238869584583305,0.09453233501462827,0.002834364559158205,0.2697553954196195,0.639055599157425,0.010507165407198597
MMR,2020,MKT,Myanmar,Lower middle income,1.0,0.2319577487371577,0.1381832247054819,0.09046160894125131,0.0033129150904245208,0.2319577487371577,0.5957258399764168,0.014282407500766623
MMR,2020,PUB,Myanmar,Lower middle income,0.9964795831330158,0.24933806651702967,0.1208557899663335,0.1208192745761015,0.007663001974594666,0.24933806651702967,0.4847065338018859,0.030733381715989553
MOZ,2022,AGR,Mozambique,Low income,0.9999999999999998,0.09207648443975099,0.025920881245392245,0.0632068437420663,0.00294875945229245,0.09207648443975099,0.28151467123349205,0.03202510901925161
MOZ,2022,CON,Mozambique,Low income,0.9999999999999999,0.1502279051884416,0.09448763774484391,0.05425740655367563,0.0014828608899220734,0.1502279051884416,0.6289619603383361,0.009870741977411022
MOZ,2022,MAN,Mozambique,Low income,1.0,0.15988137505513508,0.10065964360247764,0.05758761147727437,0.00163411997538305,0.15988137505513508,0.6295895539287498,0.010220827628105673
MOZ,2022,MEL,Mozambique,Low income,1.0,0.20925351904316128,0.13830357082764838,0.06879414260114522,0.002155805614367669,0.20925351904316128,0.6609378492656148,0.010302362532421764
MOZ,2022,MKT,Mozambique,Low income,1.0,0.1594061333950875,0.09073347024035888,0.06652374535884792,0.002148917795880707,0.1594061333950875,0.5691968577863709,0.01348077235243278
MOZ,2022,PUB,Mozambique,Low income,0.9829254132401453,0.17850785588070728,0.08204752801180915,0.0900576799626613,0.00640264790623683,0.17850785588070728,0.45962978831945434,0.03586759739311179
MWI,2024,AGR,Malawi,Low income,0.9981595981736964,0.11444153869518904,0.036109186413244544,0.06454145082174247,0.013790901460202036,0.11444153869518904,0.3155251740316082,0.12050608212227563
MWI,2024,CON,Malawi,Low income,1.0,0.09683193742128911,0.05041208428293186,0.04172388626935389,0.0046959668690033434,0.09683193742128911,0.5206142273452896,0.04849605402990631
MWI,2024,MAN,Malawi,Low income,1.0,0.12199006062114344,0.05294873897921669,0.0608057561356072,0.008235565506319544,0.12199006062114344,0.43404141869931623,0.0675101353699315
MWI,2024,MEL,Malawi,Low income,1.0,0.12232850354854266,0.05461284692823512,0.05899617219332423,0.008719484426983292,0.12232850354854266,0.446444167499879,0.07127925360031244
MWI,2024,MKT,Malawi,Low income,0.9983196415235249,0.1355238421173901,0.05797801867332089,0.06840372245748692,0.009142100986582281,0.1355238421173901,0.427806781209026,0.0674575103815566
MWI,2024,PUB,Malawi,Low income,0.9899922095507198,0.12617942182868538,0.05373885987488748,0.0632136304543096,0.009226931499488295,0.12617942182868538,0.42589242442281183,0.07312548564389335
NER,2022,MKT,Niger,Low income,1.0,0.0662672059591801,0.04570865729318226,0.019630772543539465,0.0009277761224583811,0.0662672059591801,0.6897628567792388,0.014000531771776847
NER,2022,PUB,Niger,Low income,0.9795755403717024,0.09825378003449953,0.06098494509652485,0.03497205101511941,0.002296783922855261,0.09825378003449953,0.6206880292555809,0.023376036240527327
NGA,2024,AGR,Nigeria,Lower middle income,1.0,0.22952251116761574,0.0663959986772998,0.14257661062308602,0.020549901867229915,0.22952251116761574,0.2892788090350411,0.08953327393766065
NGA,2024,CON,Nigeria,Lower middle income,0.9999999999999999,0.25812874576368605,0.12746040052230737,0.12366572632840023,0.00700261891297847,0.25812874576368605,0.49378615366998263,0.027128396305730662
NGA,2024,MAN,Nigeria,Lower middle income,1.0000000000000002,0.2653718834079896,0.13542215769090932,0.12386044594872139,0.006089279768358941,0.2653718834079896,0.5103108737511117,0.022946213028141812
NGA,2024,MEL,Nigeria,Lower middle income,1.0,0.31688560242159663,0.1543129306745198,0.15365332978207974,0.008919341964997088,0.31688560242159663,0.48696731405681226,0.028146882966082053
NGA,2024,MKT,Nigeria,Lower middle income,1.0,0.269505880269169,0.1282147593233215,0.13661178108556848,0.004679339860279035,0.269505880269169,0.4757401181572254,0.017362663314082587
NGA,2024,PUB,Nigeria,Lower middle income,0.9956434546106417,0.3072368821716275,0.09796984294163617,0.19036782086733114,0.018899218362660192,0.3072368821716275,0.3188739654209505,0.06151350784800239
NPL,2017,AGR,Nepal,Lower middle income,1.0,0.1370313889815882,0.057080240455277556,0.07568866285795456,0.004262485668356061,0.1370313889815882,0.41654865268093405,0.03110590719421794
NPL,2017,CON,Nepal,Lower middle income,0.9999999999999999,0.171034346704813,0.09570935317116752,0.07163175935614935,0.0036932341774961156,0.171034346704813,0.5595914213438757,0.021593523456842522
NPL,2017,MAN,Nepal,Lower middle income,1.0,0.17184876670602353,0.09268112487538636,0.07487933716799082,0.004288304662646363,0.17184876670602353,0.5393179517775252,0.024953944941497518
NPL,2017,MEL,Nepal,Lower middle income,1.0,0.21333568025513758,0.11930303673647169,0.08962832274994237,0.0044043207687235065,0.21333568025513758,0.5592268325382417,0.020645026483409545
NPL,2017,MKT,Nepal,Lower middle income,1.0,0.2101205975512926,0.10731505660723385,0.09785465721936734,0.004950883724691418,0.2101205975512926,0.5107307796468509,0.023562105678301512
NPL,2017,PUB,Nepal,Lower middle income,0.9802612537514027,0.2412990979103911,0.07844565026344263,0.1478894938784523,0.014963953768496194,0.2412990979103911,0.32509715511897286,0.06201413058764609
PER,2025,AGR,Peru,Upper middle income,0.9999999999999998,0.41990762136370685,0.17013179871520528,0.21896491756499464,0.03081090508350694,0.41990762136370685,0.40516482687949135,0.07337543668163096
PER,2025,CON,Peru,Upper middle income,1.0,0.4410499025172354,0.23021696305800246,0.19727520041279956,0.013557739046433457,0.4410499025172354,0.5219748643953186,0.03073969400980345
PER,2025,MAN,Peru,Upper middle income,1.0,0.4422203601014212,0.2198859357883286,0.20676921201934442,0.015565212293748222,0.4422203601014212,0.497231596794636,0.03519786445422462
PER,2025,MEL,Peru,Upper middle income,1.0,0.4874533816366242,0.24737551653762013,0.22249248391078597,0.017585381188218147,0.4874533816366242,0.5074854865239771,0.036076026653410934
PER,2025,MKT,Peru,Upper middle income,1.0,0.4540522200864275,0.22197424989995387,0.21640673912981134,0.015671231056662276,0.4540522200864275,0.48887383450674843,0.03451416018553836
PER,2025,PUB,Peru,Upper middle income,0.9627580015132826,0.47526761214116997,0.19161356795679346,0.2546153866782101,0.02903865750616645,0.47526761214116997,0.4031698417098912,0.06109959265968459
PHL,2023,AGR,Philippines,Lower middle income,0.9999999999999998,0.39360030930028445,0.16769881347362886,0.20044923349872995,0.025452262327925648,0.39360030930028445,0.42606372381097024,0.06466524981439402
PHL,2023,CON,Philippines,Lower middle income,1.0,0.41865316055644086,0.22722109116181666,0.18083606699481636,0.010596002399807822,0.41865316055644086,0.5427430450060672,0.02530973941704978
PHL,2023,MAN,Philippines,Lower middle income,1.0,0.4610282424980402,0.23951711002055875,0.20610901255182298,0.015402119925658438,0.4610282424980402,0.5195280634495553,0.03340819174591871
PHL,2023,MEL,Philippines,Lower middle income,1.0,0.4687878094912608,0.24606045411509248,0.2075521632871262,0.01517519208904216,0.4687878094912608,0.5248866312929998,0.032371132059749216
PHL,2023,MKT,Philippines,Lower middle income,0.9999999999999999,0.4592001433451482,0.22151620968869656,0.22072241640769813,0.01696151724875349,0.4592001433451482,0.4823957764364166,0.03693709049216198
PHL,2023,PUB,Philippines,Lower middle income,0.9890489848608206,0.47522221533721043,0.1979058357678114,0.2500680253583033,0.027248354211095772,0.47522221533721043,0.4164490408500378,0.05733813220781515
PNG,2022,AGR,Papua New Guinea,Lower middle income,1.0,0.07863994833899732,0.03382785640402466,0.03890392056608301,0.005908171368889643,0.07863994833899732,0.4301612236340893,0.07512939026130817
PNG,2022,CON,Papua New Guinea,Lower middle income,1.0,0.09283007834923154,0.05223743413438136,0.03565884048764671,0.004933803727203473,0.09283007834923154,0.5627209958593532,0.053148761855422
PNG,2022,MAN,Papua New Guinea,Lower middle income,0.9999999999999999,0.09914055899067208,0.056629178773891155,0.037681407792480796,0.0048299724243001186,0.09914055899067208,0.5712009227143784,0.048718430413072014
PNG,2022,MEL,Papua New Guinea,Lower middle income,1.0000000000000002,0.11984990317417837,0.07265430562887758,0.04293627141034035,0.004259326134960462,0.11984990317417837,0.6062107995472368,0.035538836679495395
PNG,2022,MKT,Papua New Guinea,Lower middle income,0.9987989018531227,0.10760062605918724,0.05790182895159729,0.04505072921706996,0.004648067890520009,0.10760062605918724,0.5381179559285052,0.043197405635570126
PNG,2022,PUB,Papua New Guinea,Lower middle income,0.9895294586031086,0.14382031319311891,0.047711298221018994,0.0804868299178575,0.015622185054242432,0.14382031319311891,0.3317424163647402,0.10862293863360795
PRI,2020,AGR,Puerto Rico (US),High income,1.0,0.6007476860108052,0.15377241099801067,0.33314817014498727,0.11382710486780713,0.6007476860108052,0.25596837837049097,0.1894757275282452
PRI,2020,CON,Puerto Rico (US),High income,1.0,0.5672817584351779,0.2535640529846623,0.25950021418452324,0.05421749126599244,0.5672817584351779,0.44698079783863964,0.09557418418591325
PRI,2020,MAN,Puerto Rico (US),High income,1.0,0.635791117889727,0.30296737377055116,0.2746262228752944,0.058197521243881355,0.635791117889727,0.47652029927083456,0.09153559967469577
