iso3,ilostat_year,sector_code,isco_major,employment_value,sector_employment_share
DJI,2017,MKT,2,0.359,0.019236952095166647
DJI,2017,MKT,3,0.966,0.05176294073518379
DJI,2017,MKT,4,0.812,0.04351087771942985
DJI,2017,MKT,5,14.059,0.7533490515486013
DJI,2017,MKT,6,0.679,0.036384096024005996
DJI,2017,MKT,7,1.026,0.05497803022184117
DJI,2017,MKT,8,0.176,0.009430929160861643
DJI,2017,MKT,9,0.481,0.025774300718036647
DJI,2017,PUB,0,7.552,0.15055221083688847
DJI,2017,PUB,1,3.137,0.06253737889238865
DJI,2017,PUB,2,8.905,0.17752481958454602
DJI,2017,PUB,3,7.939,0.15826721422590803
DJI,2017,PUB,4,6.885,0.13725529285116222
DJI,2017,PUB,5,4.157,0.08287149635182009
DJI,2017,PUB,6,0.206,0.004106694310434192
DJI,2017,PUB,7,4.083,0.08139627606554761
DJI,2017,PUB,8,0.573,0.01142298951397472
DJI,2017,PUB,9,6.725,0.13406562736732983
DOM,2025,AGR,2,1.054,0.0031121281464530893
DOM,2025,AGR,3,3.678,0.010859968996825864
DOM,2025,AGR,4,1.516,0.004476267808370857
DOM,2025,AGR,5,2.381,0.00703033882040304
DOM,2025,AGR,6,201.062,0.5936723997933122
DOM,2025,AGR,7,4.909,0.014494722078689008
DOM,2025,AGR,8,6.436,0.01900346940281981
DOM,2025,AGR,9,117.639,0.34735070495312614
DOM,2025,CON,2,13.423,0.031336889656701956
DOM,2025,CON,3,7.985,0.01864151560074239
DOM,2025,CON,4,3.269,0.007631698747504931
DOM,2025,CON,5,1.389,0.0032427132334916947
DOM,2025,CON,7,303.653,0.7088982012163093
DOM,2025,CON,8,8.569,0.020004902590201823
DOM,2025,CON,9,90.057,0.2102440789550479
DOM,2025,MAN,1,12.372,0.024772091551819767
DOM,2025,MAN,2,28.959,0.05798375357655582
DOM,2025,MAN,3,36.126,0.07233402678637575
DOM,2025,MAN,4,25.78,0.05161853541916534
DOM,2025,MAN,5,15.094,0.030222272056512088
DOM,2025,MAN,6,0.508,0.0010171534520145846
DOM,2025,MAN,7,215.649,0.4317876471919157
DOM,2025,MAN,8,120.798,0.241870280898539
DOM,2025,MAN,9,44.147,0.0883942390671021
DOM,2025,MEL,1,1.056,0.025446396298705994
DOM,2025,MEL,2,3.244,0.07817055832670666
DOM,2025,MEL,3,7.34,0.1768717318489602
DOM,2025,MEL,4,6.78,0.1633774307814646
DOM,2025,MEL,5,2.449,0.0590134702041013
DOM,2025,MEL,6,1.309,0.03154292874527097
DOM,2025,MEL,7,8.043,0.19381189908190555
DOM,2025,MEL,8,3.646,0.08785753873587315
DOM,2025,MEL,9,7.632,0.18390804597701146
DOM,2025,MKT,1,94.938,0.04248230016028524
DOM,2025,MKT,2,104.093,0.04657892593676474
DOM,2025,MKT,3,136.935,0.06127487173153699
DOM,2025,MKT,4,188.263,0.08424282452838462
DOM,2025,MKT,5,913.081,0.4085801376967432
DOM,2025,MKT,6,10.557,0.004723984524554249
DOM,2025,MKT,7,176.021,0.07876484607336964
DOM,2025,MKT,8,335.74,0.15023496867233527
DOM,2025,MKT,9,275.138,0.12311714067602603
DOM,2025,PUB,0,41.625,0.026084586124566825
DOM,2025,PUB,1,33.225,0.020820669645374962
DOM,2025,PUB,2,309.896,0.1941984120518621
DOM,2025,PUB,3,153.621,0.09626763255356349
DOM,2025,PUB,4,219.283,0.1374151663460273
DOM,2025,PUB,5,365.981,0.2293444544013235
DOM,2025,PUB,6,4.123,0.0025837056718700066
DOM,2025,PUB,7,68.775,0.04309831617338339
DOM,2025,PUB,8,29.895,0.018733902755409614
DOM,2025,PUB,9,369.346,0.2314531542766188
ECU,2025,AGR,1,4.714,0.0017502912820345261
ECU,2025,AGR,2,6.717,0.002493997993514194
ECU,2025,AGR,3,11.912,0.004422882849298955
ECU,2025,AGR,4,4.691,0.0017417514645786936
ECU,2025,AGR,5,5.176,0.0019218302239734212
ECU,2025,AGR,6,1732.82,0.6433898471224156
ECU,2025,AGR,7,2.727,0.0010125253131328283
ECU,2025,AGR,8,14.971,0.005558678570924669
ECU,2025,AGR,9,909.538,0.337708195180127
ECU,2025,CON,1,2.65,0.005142775080246697
ECU,2025,CON,2,15.792,0.030647058138587112
ECU,2025,CON,3,11.235,0.021803425670404393
ECU,2025,CON,4,3.984,0.007731628648944468
ECU,2025,CON,5,2.128,0.0041297454229301785
ECU,2025,CON,7,233.027,0.4522284711791121
ECU,2025,CON,8,12.048,0.02338119025162725
ECU,2025,CON,9,234.422,0.45493570560814767
ECU,2025,MAN,1,9.836,0.01197305939908291
ECU,2025,MAN,2,24.066,0.02929479946099322
ECU,2025,MAN,3,54.994,0.06694249985697087
ECU,2025,MAN,4,34.894,0.04247538986087831
ECU,2025,MAN,5,41.154,0.05009549476513401
ECU,2025,MAN,6,19.539,0.02378422200067924
ECU,2025,MAN,7,420.134,0.5114161587611122
ECU,2025,MAN,8,88.683,0.10795108038723768
ECU,2025,MAN,9,128.211,0.15606729550791165
ECU,2025,MEL,1,1.387,0.015026759983532319
ECU,2025,MEL,2,8.531,0.09242486620008235
ECU,2025,MEL,3,12.693,0.1375159801521094
ECU,2025,MEL,4,5.745,0.06224133821585665
ECU,2025,MEL,5,4.533,0.04911052848258977
ECU,2025,MEL,7,8.044,0.08714870750362941
ECU,2025,MEL,8,16.216,0.1756841671903101
ECU,2025,MEL,9,35.153,0.3808476522718901
ECU,2025,MKT,1,32.345,0.010886031046307618
ECU,2025,MKT,2,154.806,0.052101497052239834
ECU,2025,MKT,3,156.032,0.052514119530606605
ECU,2025,MKT,4,151.776,0.05108172045399244
ECU,2025,MKT,5,1270.706,0.4276687267500191
ECU,2025,MKT,6,22.032,0.007415088452998902
ECU,2025,MKT,7,165.127,0.05557513212501587
ECU,2025,MKT,8,381.128,0.12827241430258557
ECU,2025,MKT,9,637.287,0.21448527028623418
ECU,2025,PUB,0,31.337,0.02540960078619998
ECU,2025,PUB,1,30.177,0.024469014995856554
ECU,2025,PUB,2,414.824,0.33635996542536367
ECU,2025,PUB,3,131.181,0.1063680901405527
ECU,2025,PUB,4,38.765,0.031432593243674964
ECU,2025,PUB,5,253.266,0.2053606903251021
ECU,2025,PUB,6,10.574,0.008573925988871895
ECU,2025,PUB,7,70.623,0.05726464678571023
ECU,2025,PUB,8,33.253,0.02696318903990516
ECU,2025,PUB,9,219.274,0.17779828326876265
EGY,2024,AGR,1,221.891,0.03966536731548421
EGY,2024,AGR,2,39.656,0.007088930178614012
EGY,2024,AGR,3,28.468,0.005088956635182159
EGY,2024,AGR,4,23.96,0.004283103870274151
EGY,2024,AGR,5,29.396,0.0052548464678872685
EGY,2024,AGR,6,5111.362,0.9137101153828141
EGY,2024,AGR,7,9.862,0.0017629369936829583
EGY,2024,AGR,8,40.865,0.007305051738679182
EGY,2024,AGR,9,88.614,0.01584069141738204
EGY,2024,CON,1,32.034,0.007926814179876373
EGY,2024,CON,2,181.015,0.0447921667219305
EGY,2024,CON,3,137.409,0.03400186082420655
EGY,2024,CON,4,60.28,0.014916287655707931
EGY,2024,CON,5,27.94,0.006913753767426669
EGY,2024,CON,7,3357.797,0.8308869598784526
EGY,2024,CON,8,124.464,0.030798620218646846
EGY,2024,CON,9,120.281,0.02976353675375258
EGY,2024,MAN,1,193.015,0.0489202021438563
EGY,2024,MAN,2,196.256,0.04974164283576231
EGY,2024,MAN,3,299.103,0.07580850826015517
EGY,2024,MAN,4,148.886,0.0377355812573644
EGY,2024,MAN,5,149.711,0.037944679859901416
EGY,2024,MAN,6,6.161,0.0015615230184612525
EGY,2024,MAN,7,1647.07,0.4174545882189539
EGY,2024,MAN,8,1123.812,0.2848333560173636
EGY,2024,MAN,9,181.493,0.04599991838818181
EGY,2024,MEL,1,28.193,0.047004001333777926
EGY,2024,MEL,2,65.907,0.10988162720906967
EGY,2024,MEL,3,131.629,0.21945481827275753
EGY,2024,MEL,4,124.183,0.20704068022674224
EGY,2024,MEL,5,31.513,0.05253917972657552
EGY,2024,MEL,7,45.927,0.07657052350783594
EGY,2024,MEL,8,45.582,0.07599533177725908
EGY,2024,MEL,9,126.866,0.21151383794598197
EGY,2024,MKT,1,313.501,0.031379521439301485
EGY,2024,MKT,2,834.792,0.08355754355283512
EGY,2024,MKT,3,418.491,0.041888374539968666
EGY,2024,MKT,4,498.874,0.04993421832309973
EGY,2024,MKT,5,4153.773,0.4157671232547636
EGY,2024,MKT,6,9.329,0.0009337755079162222
EGY,2024,MKT,7,556.503,0.055702526689023625
EGY,2024,MKT,8,2367.152,0.23693735246166803
EGY,2024,MKT,9,838.209,0.08389956423142336
EGY,2024,PUB,1,303.782,0.05326218663874473
EGY,2024,PUB,2,2265.261,0.3971688716496353
EGY,2024,PUB,3,978.981,0.17164502418769034
EGY,2024,PUB,4,541.566,0.09495292469336046
EGY,2024,PUB,5,1066.49,0.1869880026741376
EGY,2024,PUB,6,9.156,0.0016053241497664336
EGY,2024,PUB,7,149.075,0.026137363218264643
EGY,2024,PUB,8,78.344,0.013736076364056516
EGY,2024,PUB,9,310.866,0.054504226424343834
ETH,2021,AGR,1,12.188,0.0005184090728223107
ETH,2021,AGR,2,3.497,0.00014874274102884974
ETH,2021,AGR,3,1.48,6.295088839653921e-05
ETH,2021,AGR,4,2.043,8.689774661765514e-05
ETH,2021,AGR,5,286.435,0.012183336295853182
ETH,2021,AGR,6,18619.051,0.7919498659124808
ETH,2021,AGR,7,25.416,0.0010810539050584058
ETH,2021,AGR,8,6.967,0.00029633705368830313
ETH,2021,AGR,9,4553.314,0.19367240638405375
ETH,2021,CON,1,5.22,0.0070815765054454876
ETH,2021,CON,2,44.615,0.060525773139933035
ETH,2021,CON,3,18.297,0.024822146613052893
ETH,2021,CON,4,3.981,0.0054007195532908975
ETH,2021,CON,5,39.999,0.054263597440864765
ETH,2021,CON,6,6.408,0.008693245641167566
ETH,2021,CON,7,137.446,0.18646252190947518
ETH,2021,CON,8,34.366,0.04662173528470108
ETH,2021,CON,9,446.792,0.606128683912069
ETH,2021,MAN,1,11.622,0.00990877312643874
ETH,2021,MAN,2,24.646,0.02101287407281098
ETH,2021,MAN,3,14.799,0.012617443942365077
ETH,2021,MAN,4,10.463,0.00892062409412567
ETH,2021,MAN,5,175.698,0.14979793673799982
ETH,2021,MAN,6,20.157,0.017185608321255007
ETH,2021,MAN,7,426.69,0.36379060448461076
ETH,2021,MAN,8,161.347,0.1375624520419473
ETH,2021,MAN,9,327.478,0.27920368317844657
ETH,2021,MEL,0,0.529,0.0012519643296665848
ETH,2021,MEL,1,9.689,0.022930590529564344
ETH,2021,MEL,2,21.556,0.05101577143722665
ETH,2021,MEL,3,13.773,0.032596039154060244
ETH,2021,MEL,4,2.12,0.005017323967661927
ETH,2021,MEL,5,21.106,0.049950773425222944
ETH,2021,MEL,6,12.923,0.03058437624249768
ETH,2021,MEL,7,7.482,0.017707366946248367
ETH,2021,MEL,8,16.339,0.03866889448473029
ETH,2021,MEL,9,317.019,0.7502768994831209
ETH,2021,MKT,0,5.402,0.0013241280045964544
ETH,2021,MKT,1,78.135,0.0191523031542288
ETH,2021,MKT,2,335.934,0.0823435055712894
ETH,2021,MKT,3,201.912,0.04949228686858188
ETH,2021,MKT,4,98.167,0.02406250903873013
ETH,2021,MKT,5,2416.26,0.5922690730074471
ETH,2021,MKT,6,12.264,0.003006128442867626
ETH,2021,MKT,7,103.977,0.025486645230271297
ETH,2021,MKT,8,305.496,0.0748826006834873
ETH,2021,MKT,9,522.119,0.12798081999849986
ETH,2021,PUB,0,63.093,0.00950491523416774
ETH,2021,PUB,1,78.131,0.01177037915712931
ETH,2021,PUB,2,529.408,0.07975493579779491
ETH,2021,PUB,3,223.143,0.033616333033742125
ETH,2021,PUB,4,82.792,0.012472555466806388
ETH,2021,PUB,5,1461.367,0.22015389125592388
ETH,2021,PUB,6,106.327,0.01601808635036142
ETH,2021,PUB,7,319.982,0.04820505898371391
ETH,2021,PUB,8,96.632,0.0145575415483191
ETH,2021,PUB,9,3677.059,0.5539463031720412
FJI,2024,AGR,1,0.673,0.00737106119185569
FJI,2024,AGR,2,1.421,0.015563563081169294
FJI,2024,AGR,3,1.197,0.013110193531428322
FJI,2024,AGR,4,1.35,0.01478593255424247
FJI,2024,AGR,5,3.576,0.03916629245479338
FJI,2024,AGR,6,69.098,0.7567987908392934
FJI,2024,AGR,7,2.79,0.030557593945434433
FJI,2024,AGR,8,2.037,0.02231032934295697
FJI,2024,AGR,9,9.161,0.1003362430588261
FJI,2024,CON,1,0.767,0.04087178940637323
FJI,2024,CON,2,0.785,0.04183097090482789
FJI,2024,CON,3,1.143,0.06090802515187041
FJI,2024,CON,4,0.545,0.029041884258765856
FJI,2024,CON,5,1.182,0.06298625173185549
FJI,2024,CON,7,10.269,0.5472130448683791
FJI,2024,CON,8,1.611,0.08584674411169137
FJI,2024,CON,9,2.464,0.13130128956623682
FJI,2024,MAN,1,0.792,0.04114499454517118
FJI,2024,MAN,2,0.901,0.046807626370201055
FJI,2024,MAN,3,1.517,0.07880928879422308
FJI,2024,MAN,4,1.081,0.05615876149410359
FJI,2024,MAN,5,1.191,0.06187334406982182
FJI,2024,MAN,6,0.571,0.02966387864304639
FJI,2024,MAN,7,5.313,0.27601433840719
FJI,2024,MAN,8,4.657,0.24193464595563408
FJI,2024,MAN,9,3.226,0.16759312172060886
FJI,2024,MEL,1,0.375,0.07394991126010649
FJI,2024,MEL,2,0.311,0.06132912640504832
FJI,2024,MEL,3,0.702,0.13843423387891934
FJI,2024,MEL,4,0.205,0.04042595148885821
FJI,2024,MEL,5,0.511,0.10076907907710511
FJI,2024,MEL,7,1.354,0.26700847958982454
FJI,2024,MEL,8,1.273,0.25103529875764147
FJI,2024,MEL,9,0.34,0.06704791954249656
FJI,2024,MKT,1,9.376,0.07972450150928957
FJI,2024,MKT,2,7.756,0.06594957697376813
FJI,2024,MKT,3,11.145,0.09476637898048552
FJI,2024,MKT,4,12.649,0.10755495089494495
FJI,2024,MKT,5,33.348,0.28355937247566004
FJI,2024,MKT,6,4.47,0.03800858807023511
FJI,2024,MKT,7,10.827,0.0920624123124017
FJI,2024,MKT,8,14.668,0.1247225883253263
FJI,2024,MKT,9,13.366,0.1136516304578887
FJI,2024,PUB,1,4.946,0.0738087776633687
FJI,2024,PUB,2,21.816,0.325558490397099
FJI,2024,PUB,3,8.012,0.11956245989464417
FJI,2024,PUB,4,4.141,0.061795824566116014
FJI,2024,PUB,5,13.662,0.2038769754219457
FJI,2024,PUB,6,2.732,0.04076942591514827
FJI,2024,PUB,7,2.873,0.04287355807255526
FJI,2024,PUB,8,2.15,0.0320842846696811
FJI,2024,PUB,9,6.679,0.0996702033994419
GBR,2025,AGR,1,46.724,0.16112724238056156
GBR,2025,AGR,2,14.834,0.051154899269609845
GBR,2025,AGR,3,7.758,0.026753384692843007
GBR,2025,AGR,4,13.274,0.04577525501582857
GBR,2025,AGR,5,17.256,0.059507141822595894
GBR,2025,AGR,6,121.406,0.41866736556062106
GBR,2025,AGR,7,9.434,0.0325330537757516
GBR,2025,AGR,8,8.988,0.03099502727755516
GBR,2025,AGR,9,50.308,0.1734866302046334
GBR,2025,CON,1,369.572,0.17753818128713403
GBR,2025,CON,2,219.947,0.10566003474170464
GBR,2025,CON,3,248.525,0.11938858058615097
GBR,2025,CON,4,126.552,0.06079414002751666
GBR,2025,CON,5,20.996,0.010086239364196059
GBR,2025,CON,6,6.476,0.003110996671867674
GBR,2025,CON,7,847.592,0.40717354711267223
GBR,2025,CON,8,62.371,0.02996231831702574
GBR,2025,CON,9,179.617,0.08628596189173192
GBR,2025,MAN,1,572.537,0.2148675750693161
GBR,2025,MAN,2,431.405,0.16190210627920695
GBR,2025,MAN,3,332.037,0.12461026103691203
GBR,2025,MAN,4,188.917,0.0708987151561733
GBR,2025,MAN,5,82.83,0.031085294475276623
GBR,2025,MAN,6,3.926,0.0014733896669073528
GBR,2025,MAN,7,530.159,0.19896352328526112
GBR,2025,MAN,8,313.832,0.11777810136140303
GBR,2025,MAN,9,208.961,0.0784210336695434
GBR,2025,MEL,1,104.906,0.18238495105964986
GBR,2025,MEL,2,118.654,0.20628661833481107
GBR,2025,MEL,3,107.402,0.1867243867243867
GBR,2025,MEL,4,55.197,0.0959630730715068
GBR,2025,MEL,5,11.503,0.019998609155235658
GBR,2025,MEL,6,2.141,0.003722248300561553
GBR,2025,MEL,7,55.243,0.09604304664545628
GBR,2025,MEL,8,52.639,0.09151584693753369
GBR,2025,MEL,9,67.505,0.11736121977085831
GBR,2025,MKT,1,3066.942,0.20415648361198854
GBR,2025,MKT,2,3049.584,0.20300101727368253
GBR,2025,MKT,3,1919.69,0.1277876008170674
GBR,2025,MKT,4,1518.02,0.10104971833594208
GBR,2025,MKT,5,1827.67,0.12166212481459485
GBR,2025,MKT,6,160.339,0.010673252518587776
GBR,2025,MKT,7,487.816,0.03247234515998861
GBR,2025,MKT,8,980.375,0.0652604166042603
GBR,2025,MKT,9,2012.07,0.1339370408638878
GBR,2025,PUB,0,28.958,0.0021605601012190845
GBR,2025,PUB,1,1382.48,0.10314701045422198
GBR,2025,PUB,2,4724.934,0.35252793291296
GBR,2025,PUB,3,2196.237,0.16386152479525862
GBR,2025,PUB,4,1111.295,0.08291386275586238
GBR,2025,PUB,5,3114.874,0.23240114941379564
GBR,2025,PUB,6,58.956,0.004398714736082338
GBR,2025,PUB,7,152.378,0.01136894216118384
GBR,2025,PUB,8,55.559,0.004145264129554221
GBR,2025,PUB,9,577.335,0.04307503853986188
GEO,2024,AGR,1,1.239,0.0019252822659593313
GEO,2024,AGR,2,0.263,0.0004086757352278484
GEO,2024,AGR,3,1.11,0.0017248291486802727
GEO,2024,AGR,5,1.091,0.0016953050461352948
GEO,2024,AGR,6,610.258,0.948279987941735
GEO,2024,AGR,7,0.956,0.001485528528052559
GEO,2024,AGR,8,3.033,0.004712979106258799
GEO,2024,AGR,9,25.592,0.03976741222795093
GEO,2024,CON,1,6.042,0.0486070328149763
GEO,2024,CON,2,7.007,0.05637032090939075
GEO,2024,CON,3,5.429,0.043675534781944116
GEO,2024,CON,4,0.959,0.0077150189456408926
GEO,2024,CON,5,1.774,0.014271578320716313
GEO,2024,CON,7,69.293,0.5574523543277314
GEO,2024,CON,8,8.077,0.06497831910734253
GEO,2024,CON,9,25.722,0.20692984079225762
GEO,2024,MAN,1,9.642,0.08656306391230575
GEO,2024,MAN,2,4.702,0.04221318466248306
GEO,2024,MAN,3,9.522,0.08548573891028577
GEO,2024,MAN,4,2.345,0.021052726081140533
GEO,2024,MAN,5,5.447,0.04890157738335713
GEO,2024,MAN,6,0.272,0.0024419366712452985
GEO,2024,MAN,7,41.785,0.37513354341170874
GEO,2024,MAN,8,23.548,0.2114070762297216
GEO,2024,MAN,9,14.124,0.1268011527377522
GEO,2024,MEL,1,5.067,0.07357339915783359
GEO,2024,MEL,2,5.877,0.08533468854363292
GEO,2024,MEL,3,7.967,0.11568171918106576
GEO,2024,MEL,4,2.349,0.034107739218818066
GEO,2024,MEL,5,2.037,0.02957746478873239
GEO,2024,MEL,7,6.53,0.0948163206040366
GEO,2024,MEL,8,9.247,0.13426746043269927
GEO,2024,MEL,9,29.796,0.4326412080731813
GEO,2024,MKT,1,40.727,0.08496031207952186
GEO,2024,MKT,2,50.167,0.10465303057169381
GEO,2024,MKT,3,58.317,0.12165468901567698
GEO,2024,MKT,4,37.871,0.07900243029841561
GEO,2024,MKT,5,162.468,0.3389233673714184
GEO,2024,MKT,6,1.195,0.0024928812074306635
GEO,2024,MKT,7,27.941,0.05828752620654407
GEO,2024,MKT,8,60.16,0.12549935852638386
GEO,2024,MKT,9,40.519,0.08452640472291469
GEO,2024,PUB,0,10.393,0.026417799287764134
GEO,2024,PUB,1,28.242,0.07178788487299477
GEO,2024,PUB,2,170.231,0.4327074367897023
GEO,2024,PUB,3,51.313,0.1304316881413491
GEO,2024,PUB,4,20.194,0.05133080331156633
GEO,2024,PUB,5,74.528,0.18944152269012657
GEO,2024,PUB,6,0.535,0.0013599078821277602
GEO,2024,PUB,7,6.517,0.0165654573230404
GEO,2024,PUB,8,5.545,0.014094746180183982
GEO,2024,PUB,9,25.911,0.06586275352114467
GHA,2024,AGR,1,16.634,0.0008989028294903896
GHA,2024,AGR,2,16.366,0.0008844200858145795
GHA,2024,AGR,3,29.321,0.0015845094302926364
GHA,2024,AGR,4,8.06,0.0004355631120411531
GHA,2024,AGR,5,504.016,0.02723706916607119
GHA,2024,AGR,6,17202.884,0.9296453711070668
GHA,2024,AGR,7,116.73,0.00630809951222876
GHA,2024,AGR,8,56.273,0.003040997891301713
GHA,2024,AGR,9,554.497,0.029965066865692707
GHA,2024,CON,1,19.696,0.00961428162093586
GHA,2024,CON,2,50.963,0.02487675844068614
GHA,2024,CON,3,78.548,0.038341926927359354
GHA,2024,CON,4,3.769,0.0018397759661508558
GHA,2024,CON,5,230.78,0.11265149839965362
GHA,2024,CON,6,6.465,0.0031557844577249352
GHA,2024,CON,7,1308.172,0.6385628562460858
GHA,2024,CON,8,50.985,0.02488749738238296
GHA,2024,CON,9,299.241,0.14606962055902048
GHA,2024,MAN,1,42.941,0.008676421857446517
GHA,2024,MAN,2,54.396,0.010990956041025145
GHA,2024,MAN,3,68.238,0.013787794292364765
GHA,2024,MAN,4,25.522,0.005156834695180596
GHA,2024,MAN,5,667.599,0.13489137550614652
GHA,2024,MAN,6,64.683,0.013069490580219676
GHA,2024,MAN,7,3371.534,0.6812335830726831
GHA,2024,MAN,8,295.259,0.05965840667911323
GHA,2024,MAN,9,358.988,0.07253513727582055
GHA,2024,MEL,1,24.844,0.021876997803846703
GHA,2024,MEL,2,54.696,0.04816391369663497
GHA,2024,MEL,3,64.759,0.05702513688533684
GHA,2024,MEL,4,19.133,0.016848035702020564
GHA,2024,MEL,5,131.592,0.11587658569488792
GHA,2024,MEL,6,15.3,0.013472792883547519
GHA,2024,MEL,7,91.045,0.08017192340409045
GHA,2024,MEL,8,244.17,0.2150099240768495
GHA,2024,MEL,9,490.083,0.4315546898527855
GHA,2024,MKT,0,6.138,0.00038894523602917957
GHA,2024,MKT,1,566.052,0.035868887055195364
GHA,2024,MKT,2,320.915,0.020335347087048577
GHA,2024,MKT,3,195.534,0.012390358061539522
GHA,2024,MKT,4,447.814,0.028376526869855166
GHA,2024,MKT,5,10416.714,0.6600735231962299
GHA,2024,MKT,6,156.946,0.009945161129657154
GHA,2024,MKT,7,1240.628,0.07861458948915101
GHA,2024,MKT,8,1520.826,0.09636983179037358
GHA,2024,MKT,9,909.575,0.057636830084920335
GHA,2024,PUB,0,55.872,0.009413148992498897
GHA,2024,PUB,1,249.537,0.0420412542980598
GHA,2024,PUB,2,2319.255,0.3907412096684928
GHA,2024,PUB,3,264.52,0.044565545738398625
GHA,2024,PUB,4,243.245,0.04098119678336903
GHA,2024,PUB,5,2013.284,0.33919212228332885
GHA,2024,PUB,6,53.842,0.00907114060807069
GHA,2024,PUB,7,268.852,0.045295388261227684
GHA,2024,PUB,8,129.925,0.021889378988588545
GHA,2024,PUB,9,337.195,0.05680961437796509
GMB,2023,AGR,2,0.842,0.004653064833440174
GMB,2023,AGR,3,0.315,0.0017407546585910389
GMB,2023,AGR,5,4.353,0.024055571520148544
GMB,2023,AGR,6,157.13,0.8683326333473331
GMB,2023,AGR,7,1.286,0.007106699971263733
GMB,2023,AGR,8,0.399,0.0022049559008819825
GMB,2023,AGR,9,16.631,0.09190631976834149
GMB,2023,CON,1,0.572,0.0098393367048543
GMB,2023,CON,2,0.204,0.003509134069563422
GMB,2023,CON,3,1.383,0.023789864795128495
GMB,2023,CON,7,37.072,0.6376991089551726
GMB,2023,CON,8,0.726,0.012488388894622768
GMB,2023,CON,9,18.177,0.3126741665806585
GMB,2023,MAN,1,0.566,0.011197277834929175
GMB,2023,MAN,2,0.335,0.006627364089578223
GMB,2023,MAN,3,0.282,0.0055788557410777866
GMB,2023,MAN,5,4.757,0.09410857007201075
GMB,2023,MAN,6,0.511,0.01010920313365514
GMB,2023,MAN,7,38.231,0.7563306164437762
GMB,2023,MAN,8,2.958,0.058518635752156364
GMB,2023,MAN,9,2.908,0.05752947693281633
GMB,2023,MEL,1,0.177,0.025715531018451254
GMB,2023,MEL,3,0.314,0.04561964259770449
GMB,2023,MEL,5,0.9,0.13075693738195554
GMB,2023,MEL,7,0.348,0.050559349121022806
GMB,2023,MEL,8,2.383,0.3462153130902223
GMB,2023,MEL,9,2.761,0.4011332267906436
GMB,2023,MKT,0,0.89,0.0035396822240340445
GMB,2023,MKT,1,7.801,0.031025911269314137
GMB,2023,MKT,2,7.244,0.028810627001014177
GMB,2023,MKT,3,8.32,0.033090063038160956
GMB,2023,MKT,4,4.199,0.016700141189571856
GMB,2023,MKT,5,155.87,0.6199216497305466
GMB,2023,MKT,6,0.632,0.002513572096167996
GMB,2023,MKT,7,16.996,0.06759599896593553
GMB,2023,MKT,8,22.877,0.09098574184182791
GMB,2023,MKT,9,26.606,0.10581661264342673
GMB,2023,PUB,0,1.297,0.0173572078582517
GMB,2023,PUB,1,2.968,0.03971950109737166
GMB,2023,PUB,2,29.205,0.39083828488838923
GMB,2023,PUB,3,6.683,0.08943579037524757
GMB,2023,PUB,4,0.966,0.012927573470370964
GMB,2023,PUB,5,20.285,0.271465660296558
GMB,2023,PUB,7,1.936,0.025908677265671
GMB,2023,PUB,8,0.703,0.00940795460628446
GMB,2023,PUB,9,10.681,0.14293935014185535
GNB,2022,MAN,5,13.088,0.36693955366154535
GNB,2022,MAN,6,0.56,0.01570034765055512
GNB,2022,MAN,7,18.898,0.5298306605360548
GNB,2022,MAN,8,0.469,0.013149041157339912
GNB,2022,MAN,9,2.653,0.07438039699450488
GNB,2022,MEL,4,0.382,0.05383314543404735
GNB,2022,MEL,5,2.75,0.3875422773393461
GNB,2022,MEL,6,0.354,0.049887260428410365
GNB,2022,MEL,7,1.823,0.2569052987598647
GNB,2022,MEL,8,0.605,0.08525930101465615
GNB,2022,MEL,9,1.182,0.1665727170236753
GNB,2022,MKT,0,0.701,0.005771257327273924
GNB,2022,MKT,1,0.714,0.005878284923928077
GNB,2022,MKT,2,1.742,0.014341697951656457
GNB,2022,MKT,3,2.519,0.020738655074754662
GNB,2022,MKT,4,3.91,0.032190607916749
GNB,2022,MKT,5,81.885,0.6741503655404071
GNB,2022,MKT,6,0.326,0.002683922808404136
GNB,2022,MKT,7,7.374,0.06070934597905552
GNB,2022,MKT,8,14.323,0.1179197128367253
GNB,2022,MKT,9,7.97,0.06561614964104591
GNB,2022,PUB,0,6.57,0.0868002800861397
GNB,2022,PUB,1,0.925,0.012220739585948132
GNB,2022,PUB,2,26.291,0.34734644805855386
GNB,2022,PUB,3,4.64,0.06130187208518846
GNB,2022,PUB,4,5.086,0.06719425030716994
GNB,2022,PUB,5,15.796,0.2086905972969045
GNB,2022,PUB,7,3.16,0.04174868874767145
GNB,2022,PUB,8,2.386,0.031522902326564586
GNB,2022,PUB,9,10.837,0.14317422150585934
GRD,2023,CON,0,0.192,0.042962631461176994
GRD,2023,CON,1,0.141,0.03155068247930185
GRD,2023,CON,3,0.228,0.05101812486014768
GRD,2023,CON,4,0.133,0.02976057283508615
GRD,2023,CON,7,2.661,0.5954352204072499
GRD,2023,CON,9,1.114,0.24927276795703737
GRD,2023,MAN,0,0.245,0.13603553581343697
GRD,2023,MAN,5,0.166,0.09217101610216547
GRD,2023,MAN,7,1.027,0.5702387562465296
GRD,2023,MAN,8,0.148,0.08217656857301499
GRD,2023,MAN,9,0.215,0.11937812326485286
GRD,2023,MKT,0,1.063,0.0725003410175965
GRD,2023,MKT,1,0.699,0.04767425999181557
GRD,2023,MKT,2,0.611,0.04167235029327513
