iso3,ilostat_year,isco_major,employment_value,employment_share
ISL,2024,8,9.94,0.04342355880965278
ISL,2024,9,12.973,0.05667342338406696
ISR,2024,1,295.984,0.07267562916925302
ISR,2024,2,1331.877,0.3270278087702619
ISR,2024,3,619.755,0.15217405182641766
ISR,2024,4,265.235,0.0651255490253082
ISR,2024,5,796.656,0.19561015470924248
ISR,2024,6,30.039,0.007375747420857856
ISR,2024,7,306.864,0.07534709399627566
ISR,2024,8,228.811,0.05618203479190075
ISR,2024,9,197.451,0.04848193029048252
ITA,2024,0,234.514,0.009799072916795503
ITA,2024,1,941.017,0.039320015858090154
ITA,2024,2,3797.584,0.15868051597625699
ITA,2024,3,4225.667,0.17656779149686802
ITA,2024,4,2895.886,0.12100342867686902
ITA,2024,5,4159.168,0.1737891575991306
ITA,2024,6,511.898,0.02138945149527015
ITA,2024,7,3165.597,0.13227319404465873
ITA,2024,8,1504.093,0.06284791944464595
ITA,2024,9,2496.84,0.10432945249141494
JAM,2022,0,4.34,0.0034330174008103185
JAM,2022,1,100.729,0.0796784354300052
JAM,2022,2,110.358,0.08729514615636524
JAM,2022,3,74.958,0.05929311482256679
JAM,2022,4,123.696,0.09784574203009981
JAM,2022,5,284.726,0.22522334388551124
JAM,2022,6,184.347,0.14582176469750688
JAM,2022,7,158.521,0.12539293810918262
JAM,2022,8,66.901,0.05291988413170763
JAM,2022,9,155.618,0.12309661333624428
JOR,2023,1,6.48,0.002352936904617094
JOR,2023,2,466.026,0.16921755770232802
JOR,2023,3,112.316,0.040782787249841586
JOR,2023,4,100.016,0.03631656442163322
JOR,2023,5,1122.967,0.4077577927418432
JOR,2023,6,50.842,0.018461113905021954
JOR,2023,7,377.443,0.13705240186564654
JOR,2023,8,158.064,0.057394231310400654
JOR,2023,9,359.851,0.13066461389866754
JPN,2022,1,1254.298,0.019041975911399032
JPN,2022,2,12743.491,0.19346379301340696
JPN,2022,4,13950.804,0.21179247173530472
JPN,2022,5,17540.642,0.26629117038731953
JPN,2022,6,1955.104,0.02968117885245762
JPN,2022,7,6043.591,0.09175005799287568
JPN,2022,8,4777.222,0.07252482763059934
JPN,2022,9,7605.008,0.11545452447663707
KEN,2022,1,1050.161,0.06256541924587818
KEN,2022,2,778.46,0.04637829462924859
KEN,2022,3,894.65,0.05330054375312444
KEN,2022,4,163.789,0.009758053720203988
KEN,2022,5,1517.689,0.09041932481767806
KEN,2022,6,5948.791,0.35441099309639845
KEN,2022,7,948.162,0.056488627022913955
KEN,2022,8,984.186,0.05863482809390547
KEN,2022,9,4499.119,0.2680439156206488
KGZ,2023,1,62.762,0.02421548159531571
KGZ,2023,2,327.681,0.12642926013566563
KGZ,2023,3,161.239,0.06221089252966939
KGZ,2023,4,54.741,0.021120736719817363
KGZ,2023,5,516.657,0.1993419278319848
KGZ,2023,6,416.037,0.16051968255425833
KGZ,2023,7,451.772,0.17430732849939404
KGZ,2023,8,290.508,0.11208679021210248
KGZ,2023,9,310.416,0.1197678999217922
KHM,2023,0,54.909,0.005628061486487179
KHM,2023,1,139.509,0.01429939044452348
KHM,2023,2,337.664,0.03460987732016985
KHM,2023,3,263.884,0.0270475764865538
KHM,2023,4,250.798,0.025706287943470314
KHM,2023,5,2069.519,0.21212151340314808
KHM,2023,6,2812.907,0.2883172804416433
KHM,2023,7,2255.138,0.23114708562373604
KHM,2023,8,418.602,0.04290585868193749
KHM,2023,9,1153.36,0.11821706816833036
KIR,2023,1,1.809,0.043863052228310946
KIR,2023,2,4.255,0.10317152417438534
KIR,2023,3,1.843,0.04468745453663741
KIR,2023,4,1.374,0.03331555210707532
KIR,2023,5,8.352,0.20251200232772418
KIR,2023,6,2.974,0.07211095485185007
KIR,2023,7,8.962,0.21730274962416954
KIR,2023,8,1.432,0.0347218854565734
KIR,2023,9,10.241,0.24831482469327384
KOR,2025,1,415.132,0.014429889334999531
KOR,2025,2,6647.251,0.23105685977463786
KOR,2025,3,5162.329,0.1794413251227532
KOR,2025,4,3603.728,0.12526472599905378
KOR,2025,5,2496.032,0.08676147716055989
KOR,2025,6,1354.952,0.04709780844222147
KOR,2025,7,2230.556,0.07753359470124975
KOR,2025,8,2941.705,0.10225296437329523
KOR,2025,9,3917.212,0.13616135509122926
KOS,2024,1,30.054,0.0709088335220838
KOS,2024,2,76.524,0.18054926387315967
KOS,2024,3,31.637,0.0746437334843337
KOS,2024,4,31.396,0.07407512268780672
KOS,2024,5,110.831,0.2614925443563609
KOS,2024,6,12.167,0.028706587391468474
KOS,2024,7,66.945,0.1579487542468856
KOS,2024,8,24.705,0.05828850509626273
KOS,2024,9,39.581,0.09338665534163836
KWT,2016,1,117.538,0.04706961247201765
KWT,2016,2,260.998,0.10452002514907231
KWT,2016,3,187.072,0.07491540220494892
KWT,2016,4,106.254,0.04255078871175078
KWT,2016,5,218.027,0.08731173236261117
KWT,2016,6,60.919,0.024395801546587853
KWT,2016,7,591.001,0.23667399513837994
KWT,2016,8,268.856,0.10766686289350488
KWT,2016,9,686.445,0.2748957795211264
LAO,2022,0,65.016,0.018527832928053618
LAO,2022,1,27.433,0.007817676275306
LAO,2022,2,61.952,0.017654674319533308
LAO,2022,3,224.835,0.06407200252828434
LAO,2022,4,6.32,0.0018010321167912337
LAO,2022,5,410.121,0.1168735906282496
LAO,2022,6,2260.487,0.6441787478780168
LAO,2022,7,107.863,0.030738089748964057
LAO,2022,8,62.979,0.017947342038511883
LAO,2022,9,282.093,0.08038901153828948
LBN,2019,0,71.126,0.044879686272530236
LBN,2019,1,108.993,0.06877332685518499
LBN,2019,2,251.321,0.1585806545243451
LBN,2019,3,78.279,0.04939314683417307
LBN,2019,4,68.539,0.04324731908771686
LBN,2019,5,322.204,0.20330701059745143
LBN,2019,6,38.103,0.024042553862753696
LBN,2019,7,263.731,0.1664112214990393
LBN,2019,8,140.756,0.08881541378646719
LBN,2019,9,241.763,0.1525496666803381
LBR,2017,0,4.437,0.006822836897754323
LBR,2017,1,32.915,0.050613855417981406
LBR,2017,2,58.427,0.08984401429458909
LBR,2017,3,37.159,0.05713991351896616
LBR,2017,4,6.799,0.010454917301742538
LBR,2017,5,175.414,0.26973655884216285
LBR,2017,6,220.233,0.3386553613935379
LBR,2017,7,31.952,0.04913303686207936
LBR,2017,8,25.263,0.038847268097355746
LBR,2017,9,57.717,0.08875223737383056
LCA,2024,1,6.094,0.06347652181159119
LCA,2024,2,9.38,0.09770426232240326
LCA,2024,3,7.927,0.08256947627182201
LCA,2024,4,7.607,0.07923628182159077
LCA,2024,5,28.812,0.30011249531269535
LCA,2024,6,6.923,0.0721115786842215
LCA,2024,7,11.334,0.11805758093412776
LCA,2024,8,5.976,0.06224740635806842
LCA,2024,9,11.951,0.12448439648347988
LKA,2023,0,30.068,0.0038222173182495493
LKA,2023,1,320.026,0.04068141943229115
LKA,2023,2,587.902,0.07473357741896856
LKA,2023,3,690.537,0.08778044699654414
LKA,2023,4,262.986,0.033430545551988024
LKA,2023,5,984.747,0.1251801595548187
LKA,2023,6,1068.129,0.13577960495957736
LKA,2023,7,1105.729,0.1405592833939988
LKA,2023,8,759.785,0.09658319093874662
LKA,2023,9,2056.729,0.26144955443481693
LSO,2024,0,3.358,0.004180157571276168
LSO,2024,1,12.896,0.016053398463126107
LSO,2024,2,27.691,0.034470739519418814
LSO,2024,3,28.693,0.03571806467916233
LSO,2024,4,7.561,0.009412201130559591
LSO,2024,5,90.306,0.11241611364850078
LSO,2024,6,270.131,0.3362686554158435
LSO,2024,7,70.666,0.08796754464913689
LSO,2024,8,58.94,0.073370603707867
LSO,2024,9,233.077,0.2901425212151088
LTU,2024,0,5.446,0.003720644246699346
LTU,2024,1,133.55,0.09123981622230953
LTU,2024,2,435.032,0.29720883362653505
LTU,2024,3,131.972,0.09016174486327692
LTU,2024,4,65.151,0.04451041008386138
LTU,2024,5,181.591,0.12406087209004425
LTU,2024,6,37.926,0.02591060479256691
LTU,2024,7,191.593,0.130894122871441
LTU,2024,8,118.364,0.08086491656561172
LTU,2024,9,163.1,0.11142803463765394
LUX,2024,1,11.55,0.03660681742547898
LUX,2024,2,163.286,0.517522146332187
LUX,2024,3,40.714,0.1290398237801689
LUX,2024,4,18.749,0.05942348224331647
LUX,2024,5,28.976,0.0918371551273315
LUX,2024,6,4.931,0.01562841703247072
LUX,2024,7,14.606,0.046292569291475835
LUX,2024,8,10.341,0.032774986926136625
LUX,2024,9,22.362,0.07087460184143383
LVA,2024,0,7.907,0.008981440778944331
LVA,2024,1,91.086,0.10346319903767842
LVA,2024,2,198.36,0.22531410053261636
LVA,2024,3,113.663,0.12910806921173004
LVA,2024,4,46.4,0.05270505275616756
LVA,2024,5,126.262,0.14341908127369027
LVA,2024,6,24.254,0.027549748912674314
LVA,2024,7,95.191,0.1081260059679385
LVA,2024,8,74.201,0.08428378490431873
LVA,2024,9,103.047,0.11704951662424136
MDA,2024,0,1.22,0.0008580738773474825
MDA,2024,1,70.997,0.04993497628691739
MDA,2024,2,152.49,0.10725220127599805
MDA,2024,3,62.985,0.0442998222661731
MDA,2024,4,29.301,0.020608543180457857
MDA,2024,5,129.742,0.09125264015968612
MDA,2024,6,666.719,0.4689296372387182
MDA,2024,7,116.857,0.082190114004258
MDA,2024,8,70.288,0.04943630876311463
MDA,2024,9,121.19,0.08523768294732902
MDG,2022,0,21.369,0.0018024693045019223
MDG,2022,1,57.266,0.004830371434863918
MDG,2022,2,290.553,0.024508066069116336
MDG,2022,3,149.486,0.012609103208047843
MDG,2022,4,104.673,0.008829138916661037
MDG,2022,5,757.97,0.0639345621570182
MDG,2022,6,6244.689,0.5267378089129489
MDG,2022,7,1071.279,0.09036209060122209
MDG,2022,8,157.006,0.013243413150948983
MDG,2022,9,3001.112,0.2531429762446709
MDV,2019,0,2.466,0.01286062957631892
MDV,2019,1,15.415,0.08039197279763022
MDV,2019,2,25.749,0.1342856248826585
MDV,2019,3,30.001,0.15646056282203727
MDV,2019,4,14.73,0.07681957569309719
MDV,2019,5,23.538,0.12275486576131173
MDV,2019,6,41.399,0.21590316457016503
MDV,2019,7,16.987,0.08859023301416442
MDV,2019,8,6.186,0.032261092684147945
MDV,2019,9,15.277,0.07967227819846882
MEX,2024,0,76.907,0.0013041137601899839
MEX,2024,1,1919.402,0.03254734366879706
MEX,2024,2,6340.978,0.10752410915601913
MEX,2024,3,4732.024,0.08024103933256074
MEX,2024,4,3543.584,0.06008863503698056
MEX,2024,5,12138.404,0.20583119460055835
MEX,2024,6,4014.073,0.06806672778429908
MEX,2024,7,8061.431,0.13669787007583317
MEX,2024,8,6056.723,0.10270399061150688
MEX,2024,9,12089.09,0.20499497597325514
MHL,2021,1,1.147,0.09284442285899304
MHL,2021,2,1.62,0.13113161728994657
MHL,2021,3,1.288,0.10425773028978468
MHL,2021,4,0.765,0.061923263720252544
MHL,2021,5,2.376,0.19232637202525496
MHL,2021,6,1.447,0.11712805569046462
MHL,2021,7,1.73,0.14003561599481948
MHL,2021,8,0.639,0.05172413793103448
MHL,2021,9,1.342,0.10862878419944957
MKD,2024,0,7.855,0.011344942582025163
MKD,2024,1,20.935,0.03023633010244389
MKD,2024,2,138.249,0.19967243373932483
MKD,2024,3,78.354,0.11316634386658174
MKD,2024,4,43.304,0.06254378021286029
MKD,2024,5,119.517,0.17261788702430314
MKD,2024,6,32.255,0.046585757222561634
MKD,2024,7,79.841,0.11531401154569967
MKD,2024,8,94.357,0.1362794076654549
MKD,2024,9,77.712,0.11223910603874468
MLI,2024,0,30.399,0.004360961170245044
MLI,2024,1,10.099,0.0014487761721867396
MLI,2024,2,170.638,0.02447928195559965
MLI,2024,3,160.318,0.022998801700429124
MLI,2024,4,186.296,0.02672553775360935
MLI,2024,5,1645.327,0.23603431558129434
MLI,2024,6,3880.995,0.5567574096817383
MLI,2024,7,675.966,0.09697231745800393
MLI,2024,8,26.695,0.0038295950011412033
MLI,2024,9,183.978,0.026393003525752252
MLT,2024,0,2.497,0.007882715796053276
MLT,2024,1,35.269,0.11133980913536362
MLT,2024,2,68.509,0.21627431977245248
MLT,2024,3,40.663,0.12836799055463127
MLT,2024,4,30.08,0.09495878700251602
MLT,2024,5,60.058,0.18959557279910597
MLT,2024,6,2.81,0.00887081753580685
MLT,2024,7,33.802,0.10670867414425023
MLT,2024,8,17.849,0.05634705416249696
MLT,2024,9,25.232,0.07965425909732328
MMR,2020,0,8.731,0.00039196881883781225
MMR,2020,1,140.248,0.006296282545454757
MMR,2020,2,722.694,0.032444566895106386
MMR,2020,3,286.369,0.012856227085301278
MMR,2020,4,675.948,0.030345955693022734
MMR,2020,5,4440.662,0.19935872626250797
MMR,2020,6,8096.415,0.3634798103734676
MMR,2020,7,2890.227,0.12975362081813693
MMR,2020,8,1258.692,0.056507618430947607
MMR,2020,9,3754.745,0.16856522307721697
MNE,2024,0,1.534,0.0054285127856692926
MNE,2024,1,13.346,0.04722876899448656
MNE,2024,2,55.064,0.19486025295312512
MNE,2024,3,38.273,0.1354403323637033
MNE,2024,4,29.154,0.10317005329426503
MNE,2024,5,66.718,0.23610137942261009
MNE,2024,6,9.576,0.033887508758519654
MNE,2024,7,24.381,0.0862793808522836
MNE,2024,8,22.963,0.08126136838156713
MNE,2024,9,21.573,0.0763424421937703
MNG,2024,0,5.378,0.00392697778241856
MNG,2024,1,107.559,0.07853882545540311
MNG,2024,2,259.402,0.18941351630995526
MNG,2024,3,48.018,0.0350624059420183
MNG,2024,4,38.124,0.02783787671567966
MNG,2024,5,213.958,0.15623062706781524
MNG,2024,6,311.898,0.22774572636310603
MNG,2024,7,140.885,0.1028732363101597
MNG,2024,8,138.563,0.10117772823824153
MNG,2024,9,105.716,0.07719307981520278
MOZ,2022,0,15.352,0.001259157537323416
MOZ,2022,1,36.464,0.0029907452085044966
MOZ,2022,2,319.365,0.026194036406155075
MOZ,2022,3,185.321,0.015199865423027146
MOZ,2022,4,58.553,0.004802465560376366
MOZ,2022,5,1284.142,0.10532419738754338
MOZ,2022,6,8893.886,0.7294687072039608
MOZ,2022,7,582.086,0.047742181752894595
MOZ,2022,8,306.126,0.025108185270366595
MOZ,2022,9,510.984,0.04191045824984812
MSR,2020,1,0.234,0.09397590361445785
MSR,2020,2,0.322,0.12931726907630522
MSR,2020,3,0.39,0.15662650602409642
MSR,2020,4,0.228,0.09156626506024097
MSR,2020,5,0.576,0.23132530120481928
MSR,2020,6,0.064,0.025702811244979924
MSR,2020,7,0.243,0.09759036144578313
MSR,2020,8,0.095,0.03815261044176707
MSR,2020,9,0.338,0.13574297188755022
MUS,2024,1,26.093,0.04773298941726349
MUS,2024,2,71.701,0.13116556448883643
MUS,2024,3,67.787,0.1240055246092071
MUS,2024,4,50.76,0.09285733885794253
MUS,2024,5,115.67,0.21159984999405465
MUS,2024,6,23.344,0.04270413156619013
MUS,2024,7,80.732,0.14768634122693888
MUS,2024,8,37.227,0.06810086985154899
MUS,2024,9,73.331,0.13414738998801784
MWI,2024,0,18.942,0.0037894837923646164
MWI,2024,1,610.379,0.12211072366696876
MWI,2024,2,266.438,0.053302844613559476
MWI,2024,3,118.957,0.02379820628699808
MWI,2024,4,32.351,0.006472051006587884
MWI,2024,5,925.676,0.18518816381485106
MWI,2024,6,1269.337,0.25394002684767847
MWI,2024,7,349.875,0.06999501857531254
MWI,2024,8,114.44,0.022894547840682435
MWI,2024,9,1292.175,0.2585089335549967
NER,2022,0,10.139,0.001095248840990371
NER,2022,1,5.735,0.0006195139661781022
NER,2022,2,119.322,0.012889563290724238
NER,2022,3,63.235,0.006830857131869623
NER,2022,4,51.381,0.0055503482295025395
NER,2022,5,1529.458,0.16521719122629952
NER,2022,6,6757.977,0.7300193783104433
NER,2022,7,359.796,0.03886637261988081
NER,2022,8,26.087,0.0028180053767546905
NER,2022,9,334.127,0.03609352100735671
NIU,2022,1,0.13,0.16905071521456436
NIU,2022,2,0.143,0.18595578673602076
NIU,2022,3,0.149,0.19375812743823143
NIU,2022,4,0.037,0.04811443433029908
NIU,2022,5,0.122,0.15864759427828345
NIU,2022,6,0.043,0.05591677503250974
NIU,2022,7,0.043,0.05591677503250974
NIU,2022,8,0.034,0.044213263979193757
NIU,2022,9,0.068,0.08842652795838751
NLD,2024,0,26.653,0.0027178155342231333
NLD,2024,1,619.512,0.06317185071990551
NLD,2024,2,3110.811,0.317210462605793
NLD,2024,3,1669.314,0.1702205200426277
NLD,2024,4,817.738,0.08338502379936806
NLD,2024,5,1663.29,0.1696062507004088
NLD,2024,6,139.076,0.014181627330417458
NLD,2024,7,652.286,0.06651382671955393
NLD,2024,8,384.328,0.0391900577284699
NLD,2024,9,723.765,0.07380256481923259
NOR,2024,0,8.502,0.0029745109392520343
NOR,2024,1,225.526,0.07890255870215881
NOR,2024,2,843.637,0.29515496180401884
NOR,2024,3,439.852,0.15388668379815168
NOR,2024,4,168.309,0.058884610876802
NOR,2024,5,610.71,0.21366308818049987
NOR,2024,6,55.33,0.019357761734746536
NOR,2024,7,235.284,0.08231649398153089
NOR,2024,8,163.495,0.057200384146437466
NOR,2024,9,107.64,0.0376589458364019
NPL,2017,0,21.858,0.002954799595969209
NPL,2017,1,84.543,0.011428658717267125
NPL,2017,2,579.799,0.07837816135709356
NPL,2017,3,314.588,0.04252651181703548
NPL,2017,4,220.355,0.02978794331456652
NPL,2017,5,1685.521,0.22785143973820188
NPL,2017,6,1279.493,0.17296392165090269
NPL,2017,7,1389.546,0.18784106319794264
NPL,2017,8,382.277,0.051676819706666724
NPL,2017,9,1439.476,0.19459068090435416
NRU,2021,1,0.264,0.1487323943661972
NRU,2021,2,0.18,0.10140845070422536
NRU,2021,3,0.131,0.07380281690140846
NRU,2021,4,0.056,0.03154929577464789
NRU,2021,5,0.633,0.35661971830985917
NRU,2021,6,0.022,0.012394366197183098
NRU,2021,7,0.172,0.09690140845070422
NRU,2021,8,0.063,0.03549295774647888
NRU,2021,9,0.254,0.14309859154929577
PAK,2021,1,1551.012,0.02515733961326607
PAK,2021,2,3132.67,0.05081175586410049
PAK,2021,3,2370.398,0.038447740897302324
PAK,2021,4,901.384,0.014620404877566535
PAK,2021,5,9642.375,0.15639885607169154
PAK,2021,6,20820.754,0.3377116227226276
PAK,2021,7,8403.247,0.13630025985173505
PAK,2021,8,4639.609,0.07525423354929929
PAK,2021,9,10191.016,0.16529778655241117
PAN,2024,1,87.297,0.04538337008836804
PAN,2024,2,213.847,0.11117332260315065
PAN,2024,3,128.93,0.06702725071300608
PAN,2024,4,99.524,0.05173985961344309
PAN,2024,5,382.841,0.1990287729017138
PAN,2024,6,230.548,0.11985572479160883
PAN,2024,7,268.58,0.13962754204994315
PAN,2024,8,141.949,0.07379547980656559
PAN,2024,9,370.03,0.1923686774322007
PER,2025,0,118.719,0.006656087032210698
PER,2025,1,119.558,0.006703126318424572
PER,2025,2,1563.318,0.08764882341513629
PER,2025,3,1283.857,0.07198059222965937
PER,2025,4,1015.132,0.056914284496854844
PER,2025,5,3155.942,0.1769407139599314
PER,2025,6,2054.997,0.11521524678384999
PER,2025,7,1659.66,0.09305032390669403
PER,2025,8,1458.518,0.08177311758055479
PER,2025,9,5406.454,0.30311768427668406
PHL,2023,0,92.34,0.0019672542707888647
PHL,2023,1,1880.988,0.04007344245508561
PHL,2023,2,2682.224,0.05714334653684635
PHL,2023,3,1988.398,0.04236175500896726
PHL,2023,4,3523.646,0.0750693918372114
PHL,2023,5,11039.906,0.23519928771504886
PHL,2023,6,5234.78,0.11152418574442421
PHL,2023,7,3354.193,0.07145928637968502
PHL,2023,8,3961.905,0.0844062652340238
PHL,2023,9,13180.138,0.2807957848179186
PLW,2023,1,0.993,0.10392464678178964
PLW,2023,2,1.351,0.1413919413919414
PLW,2023,3,1.437,0.15039246467817896
PLW,2023,4,0.816,0.08540031397174254
PLW,2023,5,2.129,0.2228152799581371
PLW,2023,6,0.095,0.009942438513867086
PLW,2023,7,1.109,0.11606488749345892
PLW,2023,8,0.261,0.027315541601255888
PLW,2023,9,1.364,0.14275248560962847
PNG,2022,0,7.963,0.001990784838734678
PNG,2022,1,87.193,0.02179863147605083
PNG,2022,2,388.22,0.09705669849222362
PNG,2022,3,110.428,0.02760748313095479
PNG,2022,4,71.895,0.017974064546129556
PNG,2022,5,926.39,0.23160155302717797
PNG,2022,6,1492.188,0.37305352843674766
PNG,2022,7,220.869,0.05521821631878558
PNG,2022,8,163.278,0.04082021435375119
PNG,2022,9,531.506,0.13287882537944415
POL,2024,0,152.544,0.008873963987217499
POL,2024,1,1261.168,0.07336610691886351
POL,2024,2,4113.214,0.2392785878678862
POL,2024,3,2325.307,0.13527041756624159
POL,2024,4,1357.512,0.07897074024685075
POL,2024,5,2120.791,0.12337307897010034
POL,2024,6,1130.472,0.06576310976870764
POL,2024,7,2438.65,0.1418639361589309
POL,2024,8,1561.791,0.09085429180800558
POL,2024,9,728.614,0.04238576670719589
PRI,2020,0,0.619,0.000601401196778666
PRI,2020,1,74.692,0.07256843003197433
PRI,2020,2,178.923,0.17383603607629927
PRI,2020,3,118.315,0.11495118351674936
PRI,2020,4,173.815,0.16887326174165398
PRI,2020,5,231.836,0.22524466535763943
PRI,2020,6,8.743,0.008494427566132272
PRI,2020,7,128.147,0.1245036496988622
PRI,2020,8,82.173,0.07983673754910067
PRI,2020,9,32.0,0.03109020726480987
PRT,2025,0,22.746,0.004330969382373225
PRT,2025,1,318.36,0.06061757726951288
PRT,2025,2,1238.527,0.235822672832259
PRT,2025,3,618.014,0.11767342442090944
PRT,2025,4,481.392,0.0916598088859321
PRT,2025,5,977.697,0.186159138848068
PRT,2025,6,101.939,0.019409772613635107
PRT,2025,7,662.313,0.12610820911578993
PRT,2025,8,391.519,0.07454747215410985
PRT,2025,9,439.435,0.08367095447741045
PRY,2025,0,8.82,0.0027690090746266783
PRY,2025,1,129.932,0.04079171055378611
PRY,2025,2,264.525,0.0830467262432678
PRY,2025,3,270.987,0.08507544921835145
PRY,2025,4,166.784,0.05236127091865486
PRY,2025,5,706.963,0.22194863519561225
PRY,2025,6,336.405,0.10561320836165392
PRY,2025,7,459.146,0.14414732886378015
PRY,2025,8,195.501,0.0613768756347608
PRY,2025,9,646.192,0.20286978593550595
PSE,2025,0,33.158,0.04605975071226061
PSE,2025,1,28.748,0.039933823314918515
PSE,2025,2,121.99,0.16945620934280328
PSE,2025,3,32.289,0.04485262352217211
PSE,2025,4,12.79,0.017766578551475152
PSE,2025,5,134.242,0.18647545253378636
PSE,2025,6,29.711,0.04127152582821566
PSE,2025,7,141.272,0.19624081979077387
PSE,2025,8,74.954,0.10411854016788652
PSE,2025,9,110.737,0.15382467623570792
ROU,2024,0,45.516,0.005795752073831535
ROU,2024,1,207.223,0.0263866142015026
ROU,2024,2,1406.755,0.17912828914278237
ROU,2024,3,562.354,0.07160700328955663
ROU,2024,4,378.163,0.04815315474770092
ROU,2024,5,1403.728,0.1787428479456761
ROU,2024,6,618.893,0.07880636233917349
ROU,2024,7,1358.93,0.17303852196352687
ROU,2024,8,1120.373,0.14266201200050221
ROU,2024,9,751.403,0.09567944229574737
RUS,2024,1,3677.589,0.0502057621932852
RUS,2024,2,20705.93,0.282673511795584
RUS,2024,3,10456.376,0.1427485036690002
RUS,2024,4,2533.447,0.03458614804734619
RUS,2024,5,11337.602,0.15477883739975148
RUS,2024,6,1319.329,0.01801123454217009
RUS,2024,7,9076.749,0.12391409202663463
RUS,2024,8,8988.319,0.12270686208583585
RUS,2024,9,5154.996,0.0703750482403924
RWA,2024,1,50.783,0.010465337934402817
RWA,2024,2,282.953,0.05831082772882815
RWA,2024,3,68.634,0.014144064033038674
RWA,2024,4,43.81,0.009028345212102228
RWA,2024,5,830.439,0.17113649782225432
RWA,2024,6,684.844,0.1411323453192636
RWA,2024,7,379.456,0.07819812282135273
RWA,2024,8,140.192,0.02889070467872713
RWA,2024,9,2371.384,0.4886937544500304
SDN,2022,0,267.604,0.03249062144790906
SDN,2022,1,113.215,0.013745779985445003
SDN,2022,2,524.038,0.0636250589763956
SDN,2022,3,143.732,0.017450942444622895
SDN,2022,4,52.171,0.006334240936454102
SDN,2022,5,1709.831,0.20759581979678854
SDN,2022,6,2772.163,0.3365768023829985
SDN,2022,7,721.252,0.08756941488373607
SDN,2022,8,341.79,0.041497770977566996
SDN,2022,9,1590.55,0.19311354816808327
SEN,2024,0,33.882,0.0218436133444479
SEN,2024,1,16.559,0.010675532535585645
SEN,2024,2,154.317,0.09948765953825532
SEN,2024,3,48.949,0.03155725841442005
SEN,2024,4,78.554,0.050643504003888805
SEN,2024,5,183.875,0.11854360438316386
SEN,2024,6,157.795,0.10172991463571089
SEN,2024,7,417.877,0.26940391988483137
SEN,2024,8,132.121,0.08517797174552273
SEN,2024,9,327.188,0.2109370215141733
SGP,2024,1,404.87,0.1791689291241225
SGP,2024,2,619.932,0.274341276384458
SGP,2024,3,436.154,0.19301317734878484
SGP,2024,4,205.663,0.09101296581731026
SGP,2024,5,241.574,0.10690482101472268
SGP,2024,6,2.653,0.0011740439374769605
SGP,2024,7,54.804,0.024252658857703484
SGP,2024,8,128.357,0.0568023964126386
SGP,2024,9,165.704,0.07332973110278261
SLE,2018,0,13.396,0.005244584132979728
SLE,2018,1,25.925,0.01014973452131229
SLE,2018,2,123.726,0.04843919203023662
SLE,2018,3,34.26,0.013412918214085209
SLE,2018,4,14.517,0.005683459828192497
SLE,2018,5,659.836,0.25832826335986947
SLE,2018,6,1159.304,0.4538718545610578
SLE,2018,7,194.094,0.07598852737433318
SLE,2018,8,107.143,0.041946885470278215
SLE,2018,9,222.053,0.08693458050765507
SLV,2024,0,18.071,0.006247357465628473
SLV,2024,1,58.878,0.020354817821995084
SLV,2024,2,221.592,0.07660696339569169
SLV,2024,3,145.703,0.050371242588371716
SLV,2024,4,150.772,0.05212365557012539
SLV,2024,5,798.136,0.27592501235055317
SLV,2024,6,205.763,0.07113469172708269
SLV,2024,7,399.038,0.13795213482206045
SLV,2024,8,213.075,0.07366253621762972
SLV,2024,9,681.555,0.23562158804086175
SOM,2019,0,23.866,0.02303214424958792
SOM,2019,1,112.728,0.10878938896201906
SOM,2019,2,211.601,0.20420785868419733
SOM,2019,3,32.882,0.0317331336300574
SOM,2019,4,15.914,0.015357979702838438
SOM,2019,5,56.138,0.054176590709937425
SOM,2019,6,64.286,0.0620399071997406
SOM,2019,7,68.252,0.06586733886377585
SOM,2019,8,55.697,0.05375099883806664
SOM,2019,9,394.84,0.38104465915977936
SRB,2024,0,16.269,0.005246373829852895
SRB,2024,1,115.495,0.03724444928876146
SRB,2024,2,511.77,0.16503391326472533
SRB,2024,3,358.356,0.11556146906206677
SRB,2024,4,249.772,0.08054565641588403
SRB,2024,5,432.592,0.13950085117731414
SRB,2024,6,529.419,0.1707253049743002
SRB,2024,7,326.682,0.10534734129227387
SRB,2024,8,329.016,0.10610000196710802
SRB,2024,9,231.628,0.07469463872771322
STP,2017,0,0.206,0.007462145910309353
STP,2017,1,0.297,0.010758530754183874
STP,2017,2,1.89,0.06846337752662465
STP,2017,3,1.37,0.04962689270448454
STP,2017,4,0.592,0.021444613489821053
STP,2017,5,7.694,0.278707527349127
STP,2017,6,7.808,0.2828370644062885
STP,2017,7,3.384,0.12258204738100413
STP,2017,8,1.621,0.05871911903209447
STP,2017,9,2.744,0.09939868144606247
SUR,2016,0,1.847,0.009862238359675353
SUR,2016,1,13.828,0.07383596753524134
SUR,2016,2,22.816,0.12182827851345578
SUR,2016,3,19.032,0.10162323793250748
SUR,2016,4,14.666,0.0783105510465613
SUR,2016,5,35.35,0.188754805638616
SUR,2016,6,10.352,0.055275523280649295
SUR,2016,7,26.52,0.14160615121742845
SUR,2016,8,18.358,0.09802434856898762
SUR,2016,9,24.511,0.1308788979068774
SVN,2024,0,13.56,0.013581281868688235
