onet_soc_code,n_tasks,mean_exposure,ai_material_share,rule_based_share,info_transformation_share,inference_scoring_share,physical_execution_share,planning_control_share,software_like_share,llm_like_share
17-3023.00,30,1.7,0.6333333333333333,0.2333333333333333,0.2666666666666666,0.0,0.3,0.1333333333333333,0.5,0.2666666666666666
17-3024.00,28,1.8928571428571428,0.6785714285714286,0.1071428571428571,0.25,0.0714285714285714,0.3214285714285714,0.1071428571428571,0.3571428571428571,0.3214285714285714
17-3024.01,22,1.8636363636363635,0.5,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.3181818181818182,0.2272727272727272,0.2727272727272727,0.1818181818181818
17-3025.00,26,1.8076923076923077,0.6538461538461539,0.1538461538461538,0.2307692307692307,0.0769230769230769,0.1538461538461538,0.2692307692307692,0.3846153846153846,0.3076923076923077
17-3026.00,30,2.0,0.8333333333333334,0.0666666666666666,0.2,0.1333333333333333,0.1333333333333333,0.3666666666666666,0.2666666666666666,0.3333333333333333
17-3026.01,25,1.72,0.6,0.04,0.28,0.0,0.48,0.04,0.32,0.28
17-3027.00,30,2.033333333333333,0.8333333333333334,0.1333333333333333,0.1666666666666666,0.0666666666666666,0.2333333333333333,0.3666666666666666,0.3,0.2333333333333333
17-3027.01,18,1.8888888888888888,0.7222222222222222,0.1111111111111111,0.1666666666666666,0.1666666666666666,0.3888888888888889,0.1111111111111111,0.2777777777777778,0.3333333333333333
17-3028.00,15,2.066666666666667,0.5333333333333333,0.1333333333333333,0.2,0.1333333333333333,0.3333333333333333,0.0666666666666666,0.3333333333333333,0.3333333333333333
17-3029.01,16,1.875,0.75,0.1875,0.0625,0.4375,0.25,0.0,0.25,0.5
17-3029.08,24,1.875,0.4166666666666667,0.125,0.0833333333333333,0.0833333333333333,0.5833333333333334,0.0416666666666666,0.2083333333333333,0.1666666666666666
17-3031.00,30,2.2,0.7,0.3333333333333333,0.3,0.1333333333333333,0.1666666666666666,0.0333333333333333,0.6333333333333333,0.4333333333333333
19-1011.00,9,1.3333333333333333,0.6666666666666666,0.0,0.4444444444444444,0.1111111111111111,0.0,0.2222222222222222,0.4444444444444444,0.5555555555555556
19-1012.00,13,1.2307692307692308,0.3846153846153846,0.0,0.3076923076923077,0.3076923076923077,0.0,0.0769230769230769,0.3076923076923077,0.6153846153846154
19-1013.00,27,1.3333333333333333,0.5925925925925926,0.0,0.2592592592592592,0.2962962962962963,0.037037037037037,0.1481481481481481,0.2592592592592592,0.5555555555555556
19-1021.00,24,1.125,0.4583333333333333,0.0416666666666666,0.125,0.25,0.0833333333333333,0.0,0.1666666666666666,0.375
19-1022.00,14,1.5714285714285714,0.7142857142857143,0.0,0.2142857142857142,0.2142857142857142,0.2857142857142857,0.0714285714285714,0.2142857142857142,0.4285714285714285
19-1023.00,14,1.4285714285714286,0.6428571428571429,0.0,0.2142857142857142,0.2857142857142857,0.1428571428571428,0.0714285714285714,0.2142857142857142,0.5
19-1029.01,20,1.6,0.7,0.2,0.5,0.05,0.0,0.0,0.7,0.55
19-1029.02,22,1.2727272727272727,0.5,0.0909090909090909,0.3181818181818182,0.0,0.0909090909090909,0.0454545454545454,0.4090909090909091,0.3181818181818182
19-1029.03,24,1.2083333333333333,0.4583333333333333,0.0833333333333333,0.375,0.0833333333333333,0.0416666666666666,0.0416666666666666,0.4583333333333333,0.4583333333333333
19-1029.04,22,1.2727272727272727,0.5909090909090909,0.0,0.3181818181818182,0.1818181818181818,0.0454545454545454,0.0454545454545454,0.3181818181818182,0.5
19-1031.00,30,1.4,0.5,0.1333333333333333,0.2,0.1333333333333333,0.0666666666666666,0.1333333333333333,0.3333333333333333,0.3333333333333333
19-1031.02,16,0.9375,0.375,0.0625,0.125,0.125,0.0625,0.1875,0.1875,0.25
19-1031.03,20,1.2,0.45,0.1,0.25,0.0,0.15,0.2,0.35,0.25
19-1032.00,25,1.24,0.52,0.0,0.04,0.28,0.04,0.24,0.04,0.32
19-1041.00,16,1.0,0.375,0.0,0.4375,0.0625,0.0625,0.125,0.4375,0.5
19-1042.00,14,1.2142857142857142,0.5,0.0714285714285714,0.2142857142857142,0.2142857142857142,0.0714285714285714,0.0714285714285714,0.2857142857142857,0.4285714285714285
19-2011.00,17,1.0588235294117647,0.3529411764705882,0.0588235294117647,0.2352941176470588,0.1176470588235294,0.0588235294117647,0.0588235294117647,0.2941176470588235,0.3529411764705882
19-2012.00,10,1.5,0.5,0.0,0.5,0.0,0.0,0.2,0.5,0.5
19-2021.00,27,1.5925925925925926,0.7037037037037037,0.037037037037037,0.4444444444444444,0.1851851851851851,0.037037037037037,0.1481481481481481,0.4814814814814814,0.6296296296296297
19-2031.00,12,1.75,0.6666666666666666,0.3333333333333333,0.25,0.1666666666666666,0.1666666666666666,0.0,0.5833333333333334,0.4166666666666667
19-2032.00,16,1.6875,0.5625,0.0,0.25,0.125,0.125,0.25,0.25,0.375
19-2041.00,22,1.4090909090909092,0.7272727272727273,0.0454545454545454,0.5454545454545454,0.1363636363636363,0.0,0.0909090909090909,0.5909090909090909,0.6818181818181818
19-2041.01,14,1.5714285714285714,0.6428571428571429,0.0,0.7857142857142857,0.0,0.0,0.0,0.7857142857142857,0.7857142857142857
19-2041.02,23,1.5217391304347827,0.6956521739130435,0.0434782608695652,0.4782608695652174,0.217391304347826,0.0,0.1739130434782608,0.5217391304347826,0.6956521739130435
19-2041.03,38,1.394736842105263,0.631578947368421,0.0263157894736842,0.5,0.0526315789473684,0.0,0.131578947368421,0.5263157894736842,0.5526315789473685
19-2042.00,32,1.34375,0.59375,0.0,0.25,0.3125,0.0625,0.125,0.25,0.5625
19-2043.00,25,1.48,0.6,0.16,0.24,0.2,0.08,0.08,0.4,0.44
19-2099.01,24,1.75,0.6666666666666666,0.1666666666666666,0.0833333333333333,0.25,0.1666666666666666,0.125,0.25,0.3333333333333333
19-3011.00,14,1.4285714285714286,0.5714285714285714,0.0,0.5,0.1428571428571428,0.0,0.0,0.5,0.6428571428571429
19-3011.01,20,1.6,0.65,0.0,0.7,0.1,0.0,0.05,0.7,0.8
19-3022.00,16,2.0,0.6875,0.125,0.4375,0.0625,0.0,0.1875,0.5625,0.5
19-3032.00,25,1.44,0.72,0.04,0.6,0.12,0.0,0.0,0.64,0.72
19-3033.00,30,1.1333333333333333,0.4666666666666667,0.0,0.4,0.1,0.0,0.0666666666666666,0.4,0.5
19-3034.00,19,1.263157894736842,0.4736842105263157,0.2105263157894736,0.3157894736842105,0.0,0.0,0.0,0.5263157894736842,0.3157894736842105
19-3039.02,14,1.2142857142857142,0.5,0.0,0.2857142857142857,0.2142857142857142,0.0,0.0,0.2857142857142857,0.5
19-3039.03,18,1.1111111111111112,0.6111111111111112,0.0,0.2222222222222222,0.3888888888888889,0.0,0.0,0.2222222222222222,0.6111111111111112
19-3041.00,15,1.4,0.4,0.0,0.6,0.0666666666666666,0.0,0.0,0.6,0.6666666666666666
19-3051.00,25,1.52,0.6,0.12,0.4,0.08,0.0,0.08,0.52,0.48
19-3091.00,30,0.7666666666666667,0.2333333333333333,0.0,0.2,0.0666666666666666,0.0333333333333333,0.0,0.2,0.2666666666666666
19-3092.00,12,1.9166666666666667,0.6666666666666666,0.1666666666666666,0.5,0.0,0.1666666666666666,0.0,0.6666666666666666,0.5
19-3093.00,21,1.4285714285714286,0.7142857142857143,0.0,0.6190476190476191,0.0476190476190476,0.0,0.0476190476190476,0.6190476190476191,0.6666666666666666
19-3094.00,14,1.2857142857142858,0.5,0.0,0.5,0.0714285714285714,0.0,0.0,0.5,0.5714285714285714
19-3099.01,22,1.5909090909090908,0.7727272727272727,0.0,0.5,0.0,0.0,0.3181818181818182,0.5,0.5
19-4012.00,26,1.8461538461538465,0.5769230769230769,0.1153846153846153,0.1153846153846153,0.1153846153846153,0.4230769230769231,0.0769230769230769,0.2307692307692307,0.2307692307692307
19-4012.01,22,2.1818181818181817,0.6818181818181818,0.0909090909090909,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.3636363636363636,0.2727272727272727,0.3636363636363636
19-4013.00,16,2.0625,0.375,0.25,0.0625,0.125,0.3125,0.0625,0.3125,0.1875
19-4021.00,17,2.176470588235294,0.6470588235294118,0.4117647058823529,0.1176470588235294,0.0588235294117647,0.2941176470588235,0.0588235294117647,0.5294117647058824,0.1764705882352941
19-4031.00,16,1.6875,0.5,0.1875,0.1875,0.0625,0.25,0.125,0.375,0.25
19-4042.00,25,1.6,0.6,0.24,0.16,0.16,0.2,0.12,0.4,0.32
19-4043.00,29,1.9310344827586208,0.6896551724137931,0.1034482758620689,0.2413793103448276,0.2068965517241379,0.2758620689655172,0.1034482758620689,0.3448275862068966,0.4482758620689655
19-4044.00,16,1.75,0.625,0.0625,0.5,0.0625,0.1875,0.0625,0.5625,0.5625
19-4051.00,18,1.3888888888888888,0.3888888888888889,0.2777777777777778,0.0,0.2222222222222222,0.1111111111111111,0.1666666666666666,0.2777777777777778,0.2222222222222222
19-4051.02,16,1.75,0.1875,0.5,0.0625,0.0,0.375,0.0625,0.5625,0.0625
19-4061.00,22,2.1818181818181817,0.8636363636363636,0.4090909090909091,0.4545454545454545,0.0,0.0,0.0909090909090909,0.8636363636363636,0.4545454545454545
19-4071.00,20,1.5,0.5,0.15,0.05,0.1,0.2,0.25,0.2,0.15
19-4092.00,24,1.125,0.5416666666666666,0.0,0.0833333333333333,0.375,0.1666666666666666,0.0,0.0833333333333333,0.4583333333333333
19-4099.01,26,1.8461538461538465,0.8076923076923077,0.3846153846153846,0.3076923076923077,0.1923076923076923,0.0384615384615384,0.0,0.6923076923076923,0.5
19-4099.03,21,2.238095238095238,0.8095238095238095,0.1904761904761904,0.4285714285714285,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.6190476190476191,0.5238095238095238
19-5011.00,22,1.7727272727272727,0.5909090909090909,0.2727272727272727,0.2727272727272727,0.1363636363636363,0.1818181818181818,0.0,0.5454545454545454,0.4090909090909091
19-5012.00,26,1.5384615384615383,0.3846153846153846,0.2692307692307692,0.1538461538461538,0.1923076923076923,0.1538461538461538,0.0384615384615384,0.4230769230769231,0.3461538461538461
21-1011.00,23,1.0434782608695652,0.1739130434782608,0.0869565217391304,0.1739130434782608,0.0869565217391304,0.0,0.1739130434782608,0.2608695652173913,0.2608695652173913
21-1012.00,35,1.1428571428571428,0.3714285714285714,0.1142857142857142,0.2285714285714285,0.1142857142857142,0.0,0.1142857142857142,0.3428571428571428,0.3428571428571428
21-1013.00,15,0.8666666666666667,0.2,0.0666666666666666,0.2666666666666666,0.0666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333
21-1014.00,27,1.1111111111111112,0.3333333333333333,0.1111111111111111,0.1851851851851851,0.074074074074074,0.0,0.1481481481481481,0.2962962962962963,0.2592592592592592
21-1015.00,17,1.0588235294117647,0.2941176470588235,0.2941176470588235,0.1764705882352941,0.0,0.0,0.0588235294117647,0.4705882352941176,0.1764705882352941
21-1021.00,21,0.9523809523809524,0.2857142857142857,0.1428571428571428,0.238095238095238,0.0476190476190476,0.0,0.0952380952380952,0.3809523809523809,0.2857142857142857
21-1022.00,17,1.0588235294117647,0.4117647058823529,0.0588235294117647,0.1764705882352941,0.0588235294117647,0.0,0.3529411764705882,0.2352941176470588,0.2352941176470588
21-1023.00,13,1.0,0.2307692307692307,0.2307692307692307,0.0,0.0769230769230769,0.0,0.2307692307692307,0.2307692307692307,0.0769230769230769
21-1091.00,16,1.625,0.5625,0.125,0.5625,0.0,0.0,0.0625,0.6875,0.5625
21-1092.00,21,1.0,0.238095238095238,0.1428571428571428,0.1428571428571428,0.0476190476190476,0.0476190476190476,0.1904761904761904,0.2857142857142857,0.1904761904761904
21-1093.00,19,1.3157894736842106,0.4210526315789473,0.0526315789473684,0.5263157894736842,0.0526315789473684,0.0,0.0,0.5789473684210527,0.5789473684210527
21-1094.00,28,1.1071428571428572,0.3928571428571428,0.1428571428571428,0.3571428571428571,0.0714285714285714,0.0357142857142857,0.0,0.5,0.4285714285714285
21-2011.00,21,0.5238095238095238,0.0952380952380952,0.0952380952380952,0.1428571428571428,0.0,0.0,0.0476190476190476,0.238095238095238,0.1428571428571428
21-2021.00,19,0.7894736842105263,0.2105263157894736,0.0526315789473684,0.1052631578947368,0.0526315789473684,0.0,0.2631578947368421,0.1578947368421052,0.1578947368421052
23-1011.00,22,1.2272727272727273,0.5,0.0454545454545454,0.5454545454545454,0.0,0.0,0.0454545454545454,0.5909090909090909,0.5454545454545454
23-1012.00,18,1.7777777777777777,0.6666666666666666,0.2222222222222222,0.5,0.0,0.0,0.0555555555555555,0.7222222222222222,0.5
23-1021.00,14,1.7142857142857142,0.6428571428571429,0.2142857142857142,0.3571428571428571,0.1428571428571428,0.0,0.0714285714285714,0.5714285714285714,0.5
23-1022.00,20,1.4,0.45,0.1,0.35,0.05,0.0,0.05,0.45,0.4
23-1023.00,21,0.3809523809523809,0.1428571428571428,0.0476190476190476,0.1428571428571428,0.0,0.0,0.0,0.1904761904761904,0.1428571428571428
23-2011.00,12,2.0,0.6666666666666666,0.1666666666666666,0.5833333333333334,0.0,0.0833333333333333,0.0833333333333333,0.75,0.5833333333333334
23-2093.00,16,2.5,0.75,0.4375,0.5,0.0,0.0,0.0,0.9375,0.5
25-1011.00,25,1.16,0.36,0.16,0.36,0.0,0.0,0.0,0.52,0.36
25-1021.00,26,1.1923076923076923,0.3846153846153846,0.0769230769230769,0.4230769230769231,0.0,0.0384615384615384,0.0384615384615384,0.5,0.4230769230769231
25-1022.00,23,1.391304347826087,0.5217391304347826,0.1739130434782608,0.3478260869565217,0.0,0.0,0.0434782608695652,0.5217391304347826,0.3478260869565217
25-1031.00,22,1.1363636363636365,0.4090909090909091,0.1363636363636363,0.3181818181818182,0.0,0.0,0.0454545454545454,0.4545454545454545,0.3181818181818182
25-1032.00,24,1.2916666666666667,0.4583333333333333,0.125,0.4583333333333333,0.0,0.0,0.0,0.5833333333333334,0.4583333333333333
25-1041.00,23,1.2608695652173914,0.4347826086956521,0.1304347826086956,0.4782608695652174,0.0,0.0,0.0434782608695652,0.6086956521739131,0.4782608695652174
25-1042.00,27,1.2592592592592593,0.3703703703703703,0.1111111111111111,0.4074074074074074,0.0,0.037037037037037,0.037037037037037,0.5185185185185185,0.4074074074074074
25-1043.00,25,1.2,0.36,0.16,0.36,0.0,0.0,0.0,0.52,0.36
25-1051.00,26,1.2307692307692308,0.4230769230769231,0.1538461538461538,0.3846153846153846,0.0,0.0,0.0,0.5384615384615384,0.3846153846153846
25-1052.00,28,1.2857142857142858,0.4642857142857143,0.1071428571428571,0.3571428571428571,0.0,0.0357142857142857,0.0,0.4642857142857143,0.3571428571428571
25-1053.00,25,1.16,0.36,0.12,0.32,0.0,0.0,0.0,0.44,0.32
25-1054.00,24,0.9583333333333334,0.25,0.1666666666666666,0.3333333333333333,0.0,0.0,0.0,0.5,0.3333333333333333
25-1061.00,27,1.0740740740740742,0.4444444444444444,0.1481481481481481,0.4074074074074074,0.0,0.0,0.0,0.5555555555555556,0.4074074074074074
25-1062.00,23,1.1304347826086956,0.4782608695652174,0.1304347826086956,0.4347826086956521,0.0,0.0,0.0,0.5652173913043478,0.4347826086956521
25-1063.00,22,1.2272727272727273,0.4545454545454545,0.1363636363636363,0.4545454545454545,0.0,0.0,0.0,0.5909090909090909,0.4545454545454545
25-1064.00,25,1.32,0.44,0.16,0.36,0.0,0.0,0.04,0.52,0.36
25-1065.00,22,1.2272727272727273,0.4545454545454545,0.1818181818181818,0.3181818181818182,0.0454545454545454,0.0,0.0,0.5,0.3636363636363636
25-1066.00,29,1.2758620689655171,0.4482758620689655,0.2068965517241379,0.3793103448275862,0.0,0.0,0.0,0.5862068965517241,0.3793103448275862
25-1067.00,24,1.0416666666666667,0.2916666666666667,0.2083333333333333,0.3333333333333333,0.0,0.0,0.0,0.5416666666666666,0.3333333333333333
25-1071.00,22,1.181818181818182,0.4090909090909091,0.1818181818181818,0.3636363636363636,0.0,0.0,0.0,0.5454545454545454,0.3636363636363636
25-1072.00,29,1.103448275862069,0.3793103448275862,0.1379310344827586,0.3448275862068966,0.0344827586206896,0.0,0.0,0.4827586206896552,0.3793103448275862
25-1081.00,24,1.125,0.375,0.125,0.3333333333333333,0.0416666666666666,0.0,0.0,0.4583333333333333,0.375
25-1082.00,25,1.2,0.44,0.16,0.36,0.0,0.0,0.04,0.52,0.36
25-1111.00,23,1.1304347826086956,0.4347826086956521,0.1739130434782608,0.3043478260869565,0.0,0.0,0.0,0.4782608695652174,0.3043478260869565
25-1112.00,23,1.173913043478261,0.4347826086956521,0.0869565217391304,0.3478260869565217,0.0434782608695652,0.0,0.0869565217391304,0.4347826086956521,0.391304347826087
25-1113.00,24,1.2083333333333333,0.375,0.125,0.375,0.0,0.0,0.0,0.5,0.375
25-1121.00,28,1.1785714285714286,0.3571428571428571,0.1428571428571428,0.3214285714285714,0.0357142857142857,0.0,0.0,0.4642857142857143,0.3571428571428571
25-1122.00,22,1.0909090909090908,0.3181818181818182,0.1363636363636363,0.4090909090909091,0.0,0.0,0.0,0.5454545454545454,0.4090909090909091
25-1123.00,33,1.303030303030303,0.4545454545454545,0.1515151515151515,0.4545454545454545,0.0,0.0,0.0303030303030303,0.6060606060606061,0.4545454545454545
25-1124.00,24,1.2083333333333333,0.4583333333333333,0.125,0.3333333333333333,0.0416666666666666,0.0,0.0,0.4583333333333333,0.375
25-1125.00,25,1.24,0.56,0.16,0.4,0.04,0.0,0.0,0.56,0.44
25-1126.00,22,1.2727272727272727,0.4545454545454545,0.2272727272727272,0.3181818181818182,0.0454545454545454,0.0,0.0,0.5454545454545454,0.3636363636363636
25-1192.00,23,1.0869565217391304,0.391304347826087,0.1739130434782608,0.3043478260869565,0.0,0.0,0.0434782608695652,0.4782608695652174,0.3043478260869565
25-1193.00,23,1.2173913043478262,0.4347826086956521,0.1304347826086956,0.4347826086956521,0.0,0.0,0.0,0.5652173913043478,0.4347826086956521
25-1194.00,20,1.45,0.5,0.1,0.4,0.1,0.0,0.05,0.5,0.5
25-2011.00,34,0.5882352941176471,0.1470588235294117,0.0588235294117647,0.0588235294117647,0.0294117647058823,0.0,0.0294117647058823,0.1176470588235294,0.088235294117647
25-2012.00,37,0.7027027027027027,0.1351351351351351,0.1081081081081081,0.1081081081081081,0.054054054054054,0.0,0.081081081081081,0.2162162162162162,0.1621621621621621
25-2021.00,38,0.8421052631578947,0.2631578947368421,0.131578947368421,0.131578947368421,0.0263157894736842,0.0,0.1052631578947368,0.2631578947368421,0.1578947368421052
25-2022.00,35,0.9714285714285714,0.3142857142857143,0.0857142857142857,0.2285714285714285,0.0285714285714285,0.0,0.0571428571428571,0.3142857142857143,0.2571428571428571
25-2023.00,31,1.096774193548387,0.2580645161290322,0.1935483870967742,0.1612903225806451,0.032258064516129,0.032258064516129,0.1290322580645161,0.3548387096774194,0.1935483870967742
25-2031.00,32,1.0625,0.28125,0.1875,0.21875,0.0625,0.03125,0.03125,0.40625,0.28125
25-2032.00,33,1.0606060606060606,0.303030303030303,0.1515151515151515,0.1212121212121212,0.0303030303030303,0.0303030303030303,0.1515151515151515,0.2727272727272727,0.1515151515151515
25-2051.00,36,0.8333333333333334,0.1944444444444444,0.1111111111111111,0.25,0.0,0.0,0.0555555555555555,0.3611111111111111,0.25
25-2055.00,30,0.9,0.2333333333333333,0.1333333333333333,0.1666666666666666,0.0,0.0,0.0333333333333333,0.3,0.1666666666666666
25-2056.00,30,0.8333333333333334,0.2666666666666666,0.1,0.1666666666666666,0.0333333333333333,0.0,0.1,0.2666666666666666,0.2
25-2057.00,40,0.925,0.225,0.1,0.2,0.05,0.025,0.05,0.3,0.25
25-2058.00,40,0.85,0.275,0.075,0.225,0.025,0.0,0.05,0.3,0.25
25-2059.01,20,1.05,0.25,0.2,0.25,0.15,0.0,0.0,0.45,0.4
25-3011.00,37,1.3783783783783785,0.4594594594594595,0.1081081081081081,0.2702702702702703,0.054054054054054,0.027027027027027,0.1081081081081081,0.3783783783783784,0.3243243243243243
25-3021.00,30,1.2666666666666666,0.5333333333333333,0.0666666666666666,0.2666666666666666,0.1,0.0333333333333333,0.1666666666666666,0.3333333333333333,0.3666666666666666
25-3031.00,18,1.0555555555555556,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.3333333333333333,0.2222222222222222
25-3041.00,19,1.4210526315789471,0.4210526315789473,0.1578947368421052,0.3157894736842105,0.1052631578947368,0.0,0.0526315789473684,0.4736842105263157,0.4210526315789473
25-4011.00,13,1.6923076923076923,0.5384615384615384,0.3076923076923077,0.4615384615384615,0.0769230769230769,0.0769230769230769,0.0,0.7692307692307693,0.5384615384615384
25-4012.00,15,1.0666666666666669,0.3333333333333333,0.2,0.1333333333333333,0.0666666666666666,0.1333333333333333,0.0666666666666666,0.3333333333333333,0.2
25-4013.00,24,1.0833333333333333,0.3333333333333333,0.0416666666666666,0.125,0.2083333333333333,0.25,0.0416666666666666,0.1666666666666666,0.3333333333333333
25-4022.00,30,1.6333333333333333,0.4,0.2666666666666666,0.2666666666666666,0.0333333333333333,0.0666666666666666,0.1,0.5333333333333333,0.3
25-4031.00,31,2.2580645161290325,0.4516129032258064,0.4838709677419355,0.1935483870967742,0.032258064516129,0.1612903225806451,0.064516129032258,0.6774193548387096,0.2258064516129032
25-9021.00,15,1.3333333333333333,0.5333333333333333,0.1333333333333333,0.3333333333333333,0.0,0.0,0.1333333333333333,0.4666666666666667,0.3333333333333333
25-9031.00,30,1.5,0.6,0.0333333333333333,0.6666666666666666,0.1,0.0,0.0333333333333333,0.7,0.7666666666666667
25-9042.00,28,1.1071428571428572,0.1785714285714285,0.25,0.1785714285714285,0.0,0.1071428571428571,0.0,0.4285714285714285,0.1785714285714285
25-9043.00,30,0.9333333333333332,0.2,0.1666666666666666,0.1333333333333333,0.0333333333333333,0.1,0.0333333333333333,0.3,0.1666666666666666
25-9044.00,20,1.7,0.35,0.45,0.25,0.0,0.0,0.05,0.7,0.25
27-1011.00,16,1.4375,0.5,0.0625,0.4375,0.0625,0.0,0.0625,0.5,0.5
27-1012.00,16,1.5625,0.5625,0.0,0.4375,0.0625,0.1875,0.125,0.4375,0.5
27-1013.00,28,1.4642857142857142,0.4285714285714285,0.0357142857142857,0.3571428571428571,0.0,0.2142857142857142,0.0357142857142857,0.3928571428571428,0.3571428571428571
27-1014.00,13,1.9230769230769231,0.7692307692307693,0.1538461538461538,0.6923076923076923,0.0,0.0,0.0769230769230769,0.8461538461538461,0.6923076923076923
27-1021.00,17,1.6470588235294117,0.5882352941176471,0.0,0.4705882352941176,0.0588235294117647,0.0588235294117647,0.1176470588235294,0.4705882352941176,0.5294117647058824
27-1022.00,20,1.4,0.45,0.1,0.25,0.05,0.15,0.1,0.35,0.3
27-1023.00,15,1.3333333333333333,0.4,0.0666666666666666,0.2,0.0,0.2666666666666666,0.2,0.2666666666666666,0.2
27-1024.00,19,2.0,0.8947368421052632,0.1578947368421052,0.7368421052631579,0.0,0.0,0.0526315789473684,0.8947368421052632,0.7368421052631579
27-1025.00,16,1.6875,0.75,0.0625,0.625,0.0625,0.0,0.25,0.6875,0.6875
27-1026.00,24,1.25,0.2916666666666667,0.0833333333333333,0.2083333333333333,0.0,0.25,0.125,0.2916666666666667,0.2083333333333333
27-1027.00,27,1.3333333333333333,0.4814814814814814,0.1111111111111111,0.2222222222222222,0.0,0.074074074074074,0.3333333333333333,0.3333333333333333,0.2222222222222222
27-2011.00,18,0.2222222222222222,0.1111111111111111,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0555555555555555,0.1111111111111111
27-2012.00,30,0.9666666666666668,0.3666666666666666,0.0666666666666666,0.2333333333333333,0.1333333333333333,0.0,0.0666666666666666,0.3,0.3666666666666666
27-2012.03,23,1.6521739130434785,0.5217391304347826,0.3043478260869565,0.1739130434782608,0.0434782608695652,0.0434782608695652,0.1739130434782608,0.4782608695652174,0.217391304347826
27-2012.04,15,1.1333333333333333,0.3333333333333333,0.2,0.0,0.2666666666666666,0.0,0.0666666666666666,0.2,0.2666666666666666
27-2012.05,15,1.4666666666666666,0.4,0.3333333333333333,0.0666666666666666,0.0666666666666666,0.0,0.1333333333333333,0.4,0.1333333333333333
27-2021.00,9,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111
27-2022.00,27,1.2592592592592593,0.3703703703703703,0.1111111111111111,0.1851851851851851,0.074074074074074,0.0,0.1851851851851851,0.2962962962962963,0.2592592592592592
27-2023.00,16,1.6875,0.375,0.5,0.0625,0.25,0.0,0.0625,0.5625,0.3125
27-2031.00,14,0.1428571428571428,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714
27-2032.00,18,0.3333333333333333,0.1111111111111111,0.0555555555555555,0.0,0.1111111111111111,0.0,0.0,0.0555555555555555,0.1111111111111111
27-2041.00,30,1.0666666666666669,0.3666666666666666,0.1333333333333333,0.3,0.0333333333333333,0.0,0.0666666666666666,0.4333333333333333,0.3333333333333333
27-2042.00,29,0.3448275862068966,0.1034482758620689,0.0344827586206896,0.1034482758620689,0.0,0.0,0.0,0.1379310344827586,0.1034482758620689
27-2091.00,19,1.8421052631578947,0.4736842105263157,0.2105263157894736,0.3157894736842105,0.0526315789473684,0.1052631578947368,0.1578947368421052,0.5263157894736842,0.3684210526315789
27-3011.00,24,1.6666666666666667,0.5,0.25,0.3333333333333333,0.0,0.0,0.0833333333333333,0.5833333333333334,0.3333333333333333
27-3023.00,30,1.9,0.7333333333333333,0.0333333333333333,0.6333333333333333,0.0333333333333333,0.0333333333333333,0.1,0.6666666666666666,0.6666666666666666
27-3031.00,18,1.5555555555555556,0.6666666666666666,0.0,0.6111111111111112,0.0,0.0,0.1666666666666666,0.6111111111111112,0.6111111111111112
27-3041.00,21,1.8095238095238095,0.7619047619047619,0.0476190476190476,0.3333333333333333,0.1428571428571428,0.0,0.238095238095238,0.3809523809523809,0.4761904761904761
27-3042.00,15,2.2,0.8,0.2,0.6666666666666666,0.0,0.0,0.0666666666666666,0.8666666666666667,0.6666666666666666
27-3043.00,20,2.05,0.85,0.1,0.75,0.0,0.0,0.0,0.85,0.75
27-3043.05,16,1.625,0.6875,0.125,0.6875,0.0,0.0,0.0,0.8125,0.6875
27-3091.00,17,1.9411764705882353,0.7647058823529411,0.0588235294117647,0.7058823529411765,0.0,0.0,0.0,0.7647058823529411,0.7058823529411765
27-3092.00,14,2.5,0.6428571428571429,0.2142857142857142,0.7142857142857143,0.0,0.0,0.0,0.9285714285714286,0.7142857142857143
27-4011.00,29,1.793103448275862,0.5172413793103449,0.2758620689655172,0.2413793103448276,0.0344827586206896,0.0689655172413793,0.1724137931034483,0.5172413793103449,0.2758620689655172
27-4012.00,27,2.074074074074074,0.3333333333333333,0.3703703703703703,0.1481481481481481,0.037037037037037,0.1481481481481481,0.1851851851851851,0.5185185185185185,0.1851851851851851
27-4014.00,14,1.7142857142857142,0.5,0.2142857142857142,0.2857142857142857,0.0,0.2142857142857142,0.1428571428571428,0.5,0.2857142857142857
27-4015.00,16,1.1875,0.1875,0.0625,0.0,0.0625,0.4375,0.25,0.0625,0.0625
27-4021.00,28,1.5714285714285714,0.4285714285714285,0.25,0.1428571428571428,0.0357142857142857,0.2142857142857142,0.0357142857142857,0.3928571428571428,0.1785714285714285
27-4031.00,21,1.619047619047619,0.4285714285714285,0.0476190476190476,0.2857142857142857,0.0,0.4761904761904761,0.0,0.3333333333333333,0.2857142857142857
27-4032.00,22,1.681818181818182,0.6818181818181818,0.0454545454545454,0.5454545454545454,0.1363636363636363,0.0,0.0454545454545454,0.5909090909090909,0.6818181818181818
