task_id,Low income,Lower middle income,Upper middle income,High income
2840,non_exposed,non_exposed,non_exposed,non_exposed
2842,non_exposed,non_exposed,non_exposed,non_exposed
2843,non_exposed,non_exposed,non_exposed,non_exposed
2844,non_exposed,non_exposed,non_exposed,non_exposed
2845,both,both,both,both
2846,non_exposed,non_exposed,non_exposed,non_exposed
2847,non_exposed,non_exposed,sub_only,non_exposed
2849,both,aug_only,aug_only,sub_only
2850,non_exposed,non_exposed,non_exposed,non_exposed
2852,non_exposed,non_exposed,non_exposed,non_exposed
2853,non_exposed,non_exposed,non_exposed,non_exposed
2854,both,both,both,both
2855,non_exposed,non_exposed,non_exposed,non_exposed
2856,non_exposed,non_exposed,non_exposed,non_exposed
2857,non_exposed,non_exposed,non_exposed,non_exposed
2858,non_exposed,non_exposed,non_exposed,non_exposed
2859,sub_only,sub_only,both,sub_only
2860,non_exposed,non_exposed,both,both
2861,non_exposed,non_exposed,non_exposed,non_exposed
2863,non_exposed,non_exposed,non_exposed,non_exposed
2864,non_exposed,non_exposed,non_exposed,non_exposed
2865,non_exposed,non_exposed,non_exposed,both
2866,non_exposed,non_exposed,non_exposed,non_exposed
2867,non_exposed,non_exposed,non_exposed,non_exposed
2868,both,both,sub_only,sub_only
2870,non_exposed,non_exposed,non_exposed,non_exposed
2871,non_exposed,non_exposed,non_exposed,non_exposed
2872,non_exposed,non_exposed,sub_only,sub_only
2874,non_exposed,both,aug_only,both
2875,non_exposed,non_exposed,non_exposed,non_exposed
2876,non_exposed,non_exposed,non_exposed,non_exposed
2877,non_exposed,non_exposed,both,aug_only
2878,non_exposed,non_exposed,non_exposed,both
2879,sub_only,sub_only,sub_only,sub_only
2880,non_exposed,both,aug_only,both
2881,non_exposed,non_exposed,non_exposed,non_exposed
2882,non_exposed,both,both,both
2883,non_exposed,non_exposed,both,aug_only
2884,non_exposed,non_exposed,non_exposed,non_exposed
2885,both,both,sub_only,sub_only
2886,non_exposed,non_exposed,non_exposed,non_exposed
2887,non_exposed,non_exposed,non_exposed,non_exposed
2888,non_exposed,non_exposed,non_exposed,non_exposed
2890,non_exposed,non_exposed,non_exposed,non_exposed
2891,non_exposed,sub_only,sub_only,both
2892,non_exposed,both,both,both
2893,non_exposed,non_exposed,non_exposed,non_exposed
2912,both,both,sub_only,sub_only
2914,non_exposed,both,both,both
2915,non_exposed,non_exposed,both,both
2916,non_exposed,both,both,both
2917,non_exposed,non_exposed,non_exposed,non_exposed
2918,sub_only,sub_only,sub_only,sub_only
2919,both,sub_only,sub_only,sub_only
2921,non_exposed,non_exposed,aug_only,non_exposed
2922,non_exposed,non_exposed,both,non_exposed
2923,non_exposed,non_exposed,non_exposed,non_exposed
2924,non_exposed,aug_only,both,both
2925,sub_only,sub_only,sub_only,sub_only
2926,sub_only,sub_only,sub_only,sub_only
2927,non_exposed,non_exposed,non_exposed,aug_only
2929,non_exposed,non_exposed,both,both
2930,non_exposed,non_exposed,non_exposed,non_exposed
2931,sub_only,both,both,both
2932,non_exposed,both,non_exposed,aug_only
2933,non_exposed,non_exposed,non_exposed,non_exposed
2934,non_exposed,sub_only,non_exposed,both
2935,non_exposed,non_exposed,non_exposed,non_exposed
2936,non_exposed,non_exposed,non_exposed,non_exposed
2937,non_exposed,non_exposed,non_exposed,non_exposed
2938,non_exposed,non_exposed,non_exposed,both
2940,non_exposed,non_exposed,sub_only,sub_only
2941,non_exposed,non_exposed,non_exposed,non_exposed
2942,non_exposed,non_exposed,non_exposed,non_exposed
2943,non_exposed,non_exposed,both,both
2944,non_exposed,non_exposed,non_exposed,non_exposed
2945,non_exposed,non_exposed,non_exposed,non_exposed
2946,non_exposed,both,both,both
2947,non_exposed,non_exposed,non_exposed,non_exposed
2948,non_exposed,non_exposed,non_exposed,non_exposed
2949,non_exposed,non_exposed,non_exposed,non_exposed
2950,non_exposed,both,both,both
2951,non_exposed,non_exposed,non_exposed,sub_only
2953,non_exposed,non_exposed,both,non_exposed
2954,non_exposed,sub_only,sub_only,sub_only
2955,non_exposed,non_exposed,non_exposed,aug_only
2956,non_exposed,non_exposed,non_exposed,non_exposed
2957,non_exposed,non_exposed,non_exposed,both
2982,non_exposed,non_exposed,non_exposed,non_exposed
2983,non_exposed,non_exposed,non_exposed,non_exposed
2984,non_exposed,non_exposed,non_exposed,non_exposed
2985,non_exposed,non_exposed,non_exposed,non_exposed
2987,non_exposed,both,both,both
2988,non_exposed,non_exposed,non_exposed,non_exposed
2989,non_exposed,both,sub_only,sub_only
2990,non_exposed,non_exposed,non_exposed,non_exposed
2991,non_exposed,non_exposed,both,both
2992,non_exposed,non_exposed,non_exposed,non_exposed
2993,non_exposed,non_exposed,non_exposed,non_exposed
2997,non_exposed,non_exposed,non_exposed,non_exposed
2999,non_exposed,non_exposed,sub_only,both
3000,sub_only,sub_only,both,both
3001,non_exposed,non_exposed,non_exposed,non_exposed
3002,non_exposed,non_exposed,non_exposed,both
3003,both,both,both,both
3004,non_exposed,non_exposed,non_exposed,non_exposed
3005,non_exposed,non_exposed,sub_only,non_exposed
3006,non_exposed,non_exposed,both,sub_only
3008,non_exposed,both,both,both
3009,non_exposed,non_exposed,non_exposed,non_exposed
3010,non_exposed,non_exposed,non_exposed,sub_only
3011,non_exposed,non_exposed,non_exposed,non_exposed
3013,non_exposed,sub_only,sub_only,sub_only
3014,non_exposed,non_exposed,non_exposed,non_exposed
3015,non_exposed,both,both,both
3016,non_exposed,sub_only,sub_only,sub_only
3017,non_exposed,non_exposed,both,aug_only
3022,non_exposed,non_exposed,non_exposed,both
3024,non_exposed,both,both,both
3025,sub_only,sub_only,sub_only,sub_only
3026,non_exposed,non_exposed,non_exposed,sub_only
3030,non_exposed,non_exposed,non_exposed,both
3031,non_exposed,non_exposed,non_exposed,non_exposed
3032,non_exposed,sub_only,sub_only,both
3034,non_exposed,sub_only,both,both
3035,sub_only,both,sub_only,sub_only
3037,non_exposed,non_exposed,non_exposed,non_exposed
3043,non_exposed,non_exposed,non_exposed,non_exposed
3045,non_exposed,non_exposed,non_exposed,non_exposed
3046,non_exposed,non_exposed,non_exposed,non_exposed
3047,non_exposed,non_exposed,non_exposed,sub_only
3048,non_exposed,non_exposed,sub_only,both
3049,non_exposed,non_exposed,both,sub_only
3051,non_exposed,non_exposed,non_exposed,non_exposed
3052,non_exposed,non_exposed,both,both
3053,non_exposed,sub_only,sub_only,sub_only
3054,non_exposed,non_exposed,non_exposed,both
3056,non_exposed,non_exposed,non_exposed,non_exposed
3057,non_exposed,non_exposed,non_exposed,non_exposed
3058,non_exposed,non_exposed,non_exposed,non_exposed
3059,non_exposed,both,both,both
3060,non_exposed,non_exposed,both,sub_only
3062,non_exposed,non_exposed,aug_only,both
3063,non_exposed,non_exposed,non_exposed,both
3064,both,both,both,both
3065,non_exposed,non_exposed,non_exposed,non_exposed
3066,non_exposed,both,both,both
3067,non_exposed,non_exposed,non_exposed,both
3068,non_exposed,non_exposed,non_exposed,both
3069,non_exposed,both,both,both
3070,non_exposed,non_exposed,sub_only,non_exposed
3071,non_exposed,both,both,both
3072,sub_only,sub_only,sub_only,sub_only
3076,non_exposed,non_exposed,non_exposed,non_exposed
3078,both,both,both,both
3080,non_exposed,both,both,both
3081,non_exposed,sub_only,both,sub_only
3082,non_exposed,non_exposed,non_exposed,non_exposed
3083,non_exposed,non_exposed,non_exposed,non_exposed
3084,non_exposed,non_exposed,sub_only,both
3085,non_exposed,sub_only,sub_only,sub_only
3086,non_exposed,non_exposed,sub_only,sub_only
3087,non_exposed,non_exposed,non_exposed,non_exposed
3088,non_exposed,non_exposed,non_exposed,non_exposed
3090,non_exposed,sub_only,both,both
3091,non_exposed,non_exposed,non_exposed,non_exposed
3092,non_exposed,non_exposed,non_exposed,sub_only
3094,sub_only,sub_only,sub_only,sub_only
3097,non_exposed,non_exposed,both,both
3098,non_exposed,sub_only,both,sub_only
3101,non_exposed,sub_only,both,sub_only
3106,non_exposed,non_exposed,both,both
3107,non_exposed,non_exposed,non_exposed,non_exposed
3110,sub_only,both,sub_only,sub_only
3112,non_exposed,non_exposed,non_exposed,non_exposed
3113,non_exposed,non_exposed,non_exposed,non_exposed
3114,non_exposed,both,both,both
3116,non_exposed,non_exposed,non_exposed,non_exposed
3119,non_exposed,aug_only,aug_only,aug_only
3121,non_exposed,non_exposed,non_exposed,non_exposed
3122,non_exposed,sub_only,both,sub_only
3123,non_exposed,non_exposed,both,both
3124,non_exposed,both,both,sub_only
3125,non_exposed,both,both,sub_only
3126,sub_only,sub_only,sub_only,sub_only
3127,sub_only,sub_only,sub_only,sub_only
3128,both,sub_only,both,sub_only
3129,non_exposed,non_exposed,non_exposed,both
3130,sub_only,sub_only,sub_only,sub_only
3131,non_exposed,non_exposed,sub_only,both
3133,sub_only,sub_only,sub_only,sub_only
3136,both,both,both,sub_only
3137,non_exposed,sub_only,sub_only,sub_only
3138,non_exposed,sub_only,non_exposed,sub_only
3139,sub_only,sub_only,sub_only,sub_only
3141,non_exposed,sub_only,sub_only,sub_only
3142,sub_only,sub_only,sub_only,sub_only
3143,non_exposed,sub_only,sub_only,sub_only
3144,non_exposed,non_exposed,non_exposed,non_exposed
3146,non_exposed,non_exposed,non_exposed,sub_only
3148,non_exposed,non_exposed,both,non_exposed
3149,non_exposed,non_exposed,non_exposed,non_exposed
3150,non_exposed,sub_only,sub_only,sub_only
3151,non_exposed,non_exposed,sub_only,non_exposed
3156,sub_only,sub_only,sub_only,both
3157,sub_only,sub_only,sub_only,both
3158,non_exposed,non_exposed,non_exposed,non_exposed
3161,sub_only,sub_only,sub_only,sub_only
3162,non_exposed,non_exposed,both,both
3163,non_exposed,non_exposed,non_exposed,both
3164,non_exposed,non_exposed,non_exposed,non_exposed
3165,non_exposed,non_exposed,sub_only,both
3187,non_exposed,non_exposed,non_exposed,both
3188,non_exposed,non_exposed,non_exposed,both
3189,non_exposed,non_exposed,sub_only,sub_only
3190,non_exposed,non_exposed,non_exposed,non_exposed
3191,non_exposed,non_exposed,non_exposed,sub_only
3192,non_exposed,non_exposed,non_exposed,non_exposed
3195,sub_only,sub_only,sub_only,sub_only
3196,non_exposed,both,both,both
3198,non_exposed,non_exposed,non_exposed,non_exposed
3200,non_exposed,non_exposed,non_exposed,sub_only
3201,non_exposed,sub_only,sub_only,sub_only
3202,non_exposed,sub_only,both,both
3203,non_exposed,non_exposed,both,both
3205,non_exposed,non_exposed,both,non_exposed
3206,sub_only,sub_only,sub_only,sub_only
3207,sub_only,sub_only,sub_only,sub_only
3210,non_exposed,sub_only,sub_only,sub_only
3211,non_exposed,sub_only,sub_only,sub_only
3212,non_exposed,sub_only,sub_only,sub_only
3214,sub_only,sub_only,sub_only,sub_only
3215,sub_only,sub_only,sub_only,sub_only
3216,non_exposed,sub_only,sub_only,sub_only
3217,non_exposed,sub_only,sub_only,sub_only
3218,non_exposed,non_exposed,sub_only,both
3219,non_exposed,non_exposed,non_exposed,non_exposed
3220,non_exposed,non_exposed,non_exposed,both
3221,sub_only,sub_only,sub_only,sub_only
3222,non_exposed,non_exposed,both,sub_only
3223,sub_only,both,both,both
3226,both,both,both,both
3227,non_exposed,non_exposed,aug_only,both
3228,non_exposed,aug_only,both,both
3229,non_exposed,both,both,both
3231,non_exposed,non_exposed,non_exposed,non_exposed
3233,non_exposed,both,both,both
3234,non_exposed,aug_only,both,both
3235,non_exposed,aug_only,both,aug_only
3236,non_exposed,non_exposed,non_exposed,non_exposed
3237,non_exposed,non_exposed,non_exposed,non_exposed
3238,non_exposed,non_exposed,non_exposed,non_exposed
3239,sub_only,both,sub_only,sub_only
3240,non_exposed,non_exposed,non_exposed,non_exposed
3243,non_exposed,non_exposed,both,both
3244,non_exposed,non_exposed,non_exposed,non_exposed
3245,non_exposed,non_exposed,non_exposed,non_exposed
3266,non_exposed,non_exposed,non_exposed,non_exposed
3267,both,both,both,both
3268,non_exposed,non_exposed,aug_only,aug_only
3269,non_exposed,non_exposed,both,both
3270,non_exposed,non_exposed,non_exposed,non_exposed
3272,non_exposed,both,aug_only,aug_only
3274,non_exposed,non_exposed,aug_only,aug_only
3275,both,both,both,both
3276,sub_only,sub_only,sub_only,sub_only
3278,non_exposed,both,both,both
3279,non_exposed,non_exposed,non_exposed,non_exposed
3282,non_exposed,non_exposed,non_exposed,non_exposed
3283,both,both,both,both
3285,non_exposed,non_exposed,aug_only,both
3287,non_exposed,both,both,both
3289,non_exposed,non_exposed,non_exposed,both
3290,non_exposed,both,both,both
3314,non_exposed,non_exposed,non_exposed,non_exposed
3317,both,both,both,both
3323,non_exposed,non_exposed,aug_only,both
3325,sub_only,both,sub_only,both
3327,non_exposed,non_exposed,aug_only,non_exposed
3331,non_exposed,non_exposed,non_exposed,non_exposed
3332,non_exposed,non_exposed,non_exposed,non_exposed
3334,non_exposed,sub_only,both,both
3335,non_exposed,non_exposed,non_exposed,non_exposed
3336,non_exposed,both,both,sub_only
3337,non_exposed,non_exposed,non_exposed,non_exposed
3339,non_exposed,non_exposed,non_exposed,non_exposed
3340,non_exposed,non_exposed,non_exposed,non_exposed
3341,non_exposed,non_exposed,non_exposed,both
3342,non_exposed,both,both,both
3343,non_exposed,non_exposed,non_exposed,non_exposed
3344,non_exposed,non_exposed,non_exposed,non_exposed
3345,non_exposed,non_exposed,non_exposed,non_exposed
3346,non_exposed,sub_only,both,both
3347,sub_only,sub_only,sub_only,sub_only
3348,non_exposed,non_exposed,non_exposed,non_exposed
3349,non_exposed,non_exposed,non_exposed,non_exposed
3350,non_exposed,non_exposed,non_exposed,non_exposed
3351,sub_only,both,both,both
3353,non_exposed,both,both,sub_only
3354,non_exposed,non_exposed,aug_only,aug_only
3355,non_exposed,non_exposed,non_exposed,non_exposed
3356,non_exposed,both,both,both
3357,sub_only,sub_only,sub_only,sub_only
3358,both,both,both,both
3359,both,sub_only,sub_only,both
3360,non_exposed,non_exposed,non_exposed,non_exposed
3362,both,both,aug_only,both
3363,non_exposed,non_exposed,aug_only,aug_only
3364,aug_only,both,both,both
3365,non_exposed,both,both,both
3366,both,aug_only,both,both
3368,both,both,both,both
3369,non_exposed,non_exposed,aug_only,both
3371,non_exposed,non_exposed,non_exposed,non_exposed
3372,both,both,both,both
3394,both,both,sub_only,sub_only
3395,non_exposed,both,both,both
3396,non_exposed,non_exposed,non_exposed,non_exposed
3398,non_exposed,both,aug_only,both
3399,both,both,both,both
3400,non_exposed,non_exposed,aug_only,non_exposed
3401,both,both,both,both
3402,sub_only,both,both,sub_only
3403,non_exposed,both,both,both
3404,non_exposed,non_exposed,aug_only,both
3405,both,both,both,both
3406,non_exposed,non_exposed,non_exposed,non_exposed
3407,sub_only,sub_only,sub_only,sub_only
3410,non_exposed,non_exposed,both,both
3411,sub_only,sub_only,sub_only,sub_only
3412,sub_only,both,sub_only,sub_only
3413,sub_only,sub_only,both,sub_only
3414,sub_only,sub_only,sub_only,sub_only
3415,non_exposed,non_exposed,aug_only,aug_only
3417,non_exposed,both,both,both
3418,non_exposed,non_exposed,non_exposed,non_exposed
3421,non_exposed,non_exposed,both,both
3422,non_exposed,non_exposed,non_exposed,non_exposed
3425,non_exposed,both,both,both
3426,sub_only,sub_only,sub_only,sub_only
3464,both,both,both,both
3465,both,both,both,both
3466,both,aug_only,both,aug_only
3467,non_exposed,non_exposed,non_exposed,both
3468,non_exposed,both,both,both
3469,non_exposed,non_exposed,non_exposed,non_exposed
3470,both,both,both,both
3471,non_exposed,non_exposed,aug_only,non_exposed
3472,non_exposed,both,both,both
3473,non_exposed,non_exposed,both,aug_only
3474,non_exposed,non_exposed,both,non_exposed
3475,both,both,both,both
3476,both,both,both,both
3477,non_exposed,both,aug_only,aug_only
3478,non_exposed,both,both,both
3479,non_exposed,both,both,both
3480,non_exposed,both,both,both
3481,non_exposed,non_exposed,both,non_exposed
3482,non_exposed,both,both,both
3483,both,both,both,both
3500,non_exposed,both,aug_only,sub_only
3501,both,both,sub_only,both
3502,non_exposed,both,both,both
3503,non_exposed,non_exposed,non_exposed,non_exposed
3506,non_exposed,non_exposed,non_exposed,aug_only
3507,non_exposed,non_exposed,non_exposed,non_exposed
3508,sub_only,sub_only,sub_only,sub_only
3509,non_exposed,non_exposed,aug_only,both
3510,non_exposed,non_exposed,aug_only,non_exposed
3511,non_exposed,non_exposed,aug_only,aug_only
3512,non_exposed,non_exposed,both,aug_only
3513,non_exposed,non_exposed,both,both
3514,sub_only,sub_only,sub_only,sub_only
3515,both,both,both,sub_only
3516,both,both,both,both
3517,sub_only,both,both,sub_only
3518,both,both,both,both
3519,both,non_exposed,both,both
3520,both,both,sub_only,sub_only
3521,aug_only,both,both,both
3522,sub_only,sub_only,sub_only,sub_only
3523,sub_only,sub_only,sub_only,sub_only
3524,sub_only,sub_only,sub_only,sub_only
3525,non_exposed,non_exposed,non_exposed,non_exposed
3526,non_exposed,non_exposed,both,non_exposed
3527,both,sub_only,both,sub_only
3528,both,both,both,both
3529,sub_only,sub_only,sub_only,sub_only
3530,non_exposed,both,aug_only,aug_only
3531,both,both,both,sub_only
3533,both,both,both,both
3534,non_exposed,sub_only,both,sub_only
3535,non_exposed,non_exposed,both,both
3536,non_exposed,both,both,sub_only
3537,non_exposed,non_exposed,non_exposed,non_exposed
3538,non_exposed,non_exposed,both,both
3539,non_exposed,both,non_exposed,both
3540,both,both,sub_only,both
3541,non_exposed,non_exposed,non_exposed,non_exposed
3542,non_exposed,both,both,aug_only
3544,non_exposed,non_exposed,non_exposed,both
3545,non_exposed,non_exposed,aug_only,non_exposed
3546,non_exposed,both,both,both
3547,both,both,both,both
3552,non_exposed,aug_only,non_exposed,aug_only
3553,both,both,both,sub_only
3555,non_exposed,non_exposed,non_exposed,non_exposed
3556,non_exposed,non_exposed,non_exposed,both
3557,non_exposed,non_exposed,non_exposed,aug_only
3558,non_exposed,non_exposed,non_exposed,aug_only
3559,non_exposed,aug_only,non_exposed,both
3561,non_exposed,non_exposed,both,aug_only
3562,both,aug_only,both,aug_only
3563,aug_only,both,both,both
3565,non_exposed,both,aug_only,both
3566,non_exposed,both,both,both
3567,non_exposed,non_exposed,non_exposed,aug_only
3570,non_exposed,non_exposed,non_exposed,both
3571,both,both,both,both
3572,non_exposed,non_exposed,aug_only,aug_only
3573,both,both,both,aug_only
3574,non_exposed,non_exposed,non_exposed,non_exposed
3575,non_exposed,non_exposed,non_exposed,non_exposed
3577,non_exposed,non_exposed,non_exposed,non_exposed
3578,non_exposed,non_exposed,non_exposed,aug_only
3579,non_exposed,non_exposed,aug_only,both
3580,non_exposed,both,both,both
3581,both,aug_only,both,both
3582,non_exposed,non_exposed,non_exposed,both
3583,non_exposed,aug_only,both,aug_only
3584,non_exposed,non_exposed,non_exposed,non_exposed
3585,aug_only,aug_only,aug_only,aug_only
3586,sub_only,sub_only,sub_only,sub_only
3587,non_exposed,non_exposed,non_exposed,non_exposed
3588,both,both,both,both
3589,non_exposed,non_exposed,non_exposed,aug_only
3591,non_exposed,both,both,both
3592,non_exposed,non_exposed,aug_only,non_exposed
3593,both,both,aug_only,both
3594,non_exposed,non_exposed,non_exposed,non_exposed
3595,non_exposed,non_exposed,aug_only,both
3596,non_exposed,both,both,both
3597,non_exposed,non_exposed,sub_only,both
3598,non_exposed,aug_only,non_exposed,non_exposed
3599,non_exposed,non_exposed,aug_only,aug_only
3600,non_exposed,non_exposed,both,both
3601,non_exposed,non_exposed,non_exposed,non_exposed
3640,non_exposed,non_exposed,both,both
3641,sub_only,sub_only,sub_only,sub_only
3643,non_exposed,aug_only,aug_only,both
3644,non_exposed,both,both,both
3646,both,both,both,both
3647,both,sub_only,both,sub_only
3648,non_exposed,non_exposed,non_exposed,both
3650,non_exposed,non_exposed,non_exposed,aug_only
3652,non_exposed,non_exposed,non_exposed,non_exposed
3654,both,both,both,both
3656,non_exposed,non_exposed,both,non_exposed
3657,both,both,both,both
3658,both,both,both,both
3663,both,both,both,sub_only
3668,sub_only,sub_only,sub_only,sub_only
3672,non_exposed,both,sub_only,sub_only
3675,non_exposed,both,both,sub_only
3676,sub_only,both,both,both
3678,non_exposed,non_exposed,non_exposed,aug_only
3679,non_exposed,non_exposed,non_exposed,aug_only
3680,non_exposed,non_exposed,non_exposed,both
3681,non_exposed,both,both,both
3683,non_exposed,both,both,both
3684,non_exposed,both,both,both
3685,non_exposed,non_exposed,non_exposed,aug_only
3686,non_exposed,non_exposed,both,both
3689,non_exposed,non_exposed,non_exposed,non_exposed
3690,non_exposed,both,both,both
3691,non_exposed,non_exposed,non_exposed,non_exposed
3692,non_exposed,non_exposed,non_exposed,aug_only
3693,non_exposed,non_exposed,non_exposed,non_exposed
3694,non_exposed,both,both,both
3695,non_exposed,non_exposed,non_exposed,non_exposed
3696,non_exposed,aug_only,both,both
3697,non_exposed,non_exposed,both,both
3698,both,both,both,both
3699,non_exposed,non_exposed,non_exposed,non_exposed
3700,non_exposed,non_exposed,both,both
3701,non_exposed,both,non_exposed,aug_only
3703,non_exposed,non_exposed,non_exposed,non_exposed
3705,non_exposed,aug_only,aug_only,both
3707,non_exposed,aug_only,aug_only,both
3709,non_exposed,non_exposed,non_exposed,non_exposed
3711,non_exposed,non_exposed,non_exposed,non_exposed
3712,non_exposed,non_exposed,non_exposed,non_exposed
3713,non_exposed,non_exposed,non_exposed,both
3714,non_exposed,both,both,both
3716,non_exposed,aug_only,both,both
3717,non_exposed,non_exposed,non_exposed,non_exposed
3718,non_exposed,both,sub_only,both
3719,non_exposed,both,both,both
3720,non_exposed,non_exposed,non_exposed,non_exposed
3723,non_exposed,non_exposed,non_exposed,non_exposed
3725,aug_only,both,both,both
3726,non_exposed,both,both,both
3727,non_exposed,non_exposed,aug_only,non_exposed
3728,sub_only,sub_only,both,sub_only
3729,non_exposed,aug_only,non_exposed,both
3730,non_exposed,non_exposed,non_exposed,non_exposed
3731,sub_only,both,sub_only,sub_only
3732,non_exposed,both,both,both
3733,non_exposed,non_exposed,non_exposed,non_exposed
3734,non_exposed,non_exposed,both,both
3735,non_exposed,non_exposed,both,both
3736,both,both,aug_only,both
3737,sub_only,sub_only,sub_only,sub_only
3738,non_exposed,both,both,both
3739,non_exposed,non_exposed,both,sub_only
3740,non_exposed,both,both,both
3741,non_exposed,non_exposed,non_exposed,non_exposed
3742,non_exposed,non_exposed,non_exposed,non_exposed
3743,non_exposed,non_exposed,non_exposed,both
3744,non_exposed,sub_only,non_exposed,both
3745,non_exposed,non_exposed,aug_only,aug_only
3746,non_exposed,both,both,both
3747,non_exposed,both,aug_only,both
3748,sub_only,sub_only,sub_only,both
3749,non_exposed,sub_only,both,sub_only
3750,non_exposed,both,both,both
3754,both,both,both,both
3755,non_exposed,non_exposed,non_exposed,non_exposed
3756,non_exposed,non_exposed,non_exposed,non_exposed
3758,non_exposed,non_exposed,non_exposed,non_exposed
3759,non_exposed,non_exposed,non_exposed,non_exposed
3761,non_exposed,non_exposed,non_exposed,non_exposed
3762,non_exposed,non_exposed,both,both
3763,non_exposed,non_exposed,non_exposed,aug_only
3764,non_exposed,non_exposed,non_exposed,non_exposed
3765,non_exposed,non_exposed,non_exposed,non_exposed
3767,non_exposed,both,both,both
3768,both,sub_only,both,sub_only
3770,non_exposed,non_exposed,non_exposed,non_exposed
3771,both,both,both,both
3772,non_exposed,non_exposed,both,both
3773,non_exposed,non_exposed,non_exposed,aug_only
3774,both,both,aug_only,aug_only
3775,non_exposed,non_exposed,aug_only,aug_only
3776,non_exposed,non_exposed,non_exposed,aug_only
3777,non_exposed,non_exposed,non_exposed,aug_only
3780,non_exposed,non_exposed,aug_only,both
3781,non_exposed,non_exposed,non_exposed,non_exposed
3782,non_exposed,non_exposed,non_exposed,non_exposed
3783,non_exposed,both,both,both
3785,non_exposed,aug_only,both,both
3787,non_exposed,non_exposed,non_exposed,non_exposed
3788,non_exposed,both,both,both
3789,non_exposed,non_exposed,aug_only,non_exposed
3791,non_exposed,non_exposed,non_exposed,non_exposed
3792,non_exposed,non_exposed,non_exposed,non_exposed
3793,aug_only,non_exposed,non_exposed,aug_only
3806,non_exposed,non_exposed,non_exposed,non_exposed
3807,non_exposed,non_exposed,non_exposed,non_exposed
3808,non_exposed,non_exposed,both,both
3809,non_exposed,non_exposed,non_exposed,non_exposed
3810,non_exposed,non_exposed,non_exposed,both
3811,non_exposed,non_exposed,non_exposed,non_exposed
3813,non_exposed,non_exposed,non_exposed,non_exposed
3814,non_exposed,non_exposed,both,aug_only
3815,sub_only,both,both,both
3817,non_exposed,non_exposed,non_exposed,non_exposed
3818,non_exposed,non_exposed,non_exposed,non_exposed
3819,non_exposed,non_exposed,non_exposed,non_exposed
3820,non_exposed,non_exposed,non_exposed,non_exposed
3822,non_exposed,non_exposed,both,both
3823,non_exposed,non_exposed,non_exposed,non_exposed
3824,non_exposed,non_exposed,non_exposed,both
3825,both,both,both,both
3826,non_exposed,non_exposed,non_exposed,non_exposed
3827,non_exposed,non_exposed,non_exposed,non_exposed
3894,non_exposed,both,both,both
3895,both,both,both,both
3896,both,both,both,sub_only
3898,non_exposed,non_exposed,non_exposed,non_exposed
3899,non_exposed,non_exposed,aug_only,aug_only
3900,sub_only,sub_only,sub_only,sub_only
3902,non_exposed,non_exposed,aug_only,both
3903,non_exposed,non_exposed,non_exposed,non_exposed
3904,non_exposed,non_exposed,both,both
3905,both,both,both,both
3906,non_exposed,non_exposed,non_exposed,non_exposed
3907,non_exposed,non_exposed,non_exposed,non_exposed
3908,non_exposed,both,both,both
3909,non_exposed,non_exposed,non_exposed,both
3910,non_exposed,both,both,both
3911,non_exposed,non_exposed,non_exposed,both
3912,non_exposed,non_exposed,non_exposed,both
3913,non_exposed,sub_only,sub_only,sub_only
3914,non_exposed,sub_only,sub_only,sub_only
3915,non_exposed,aug_only,both,both
3916,sub_only,sub_only,sub_only,sub_only
3917,non_exposed,non_exposed,non_exposed,non_exposed
3918,sub_only,sub_only,sub_only,sub_only
3919,non_exposed,non_exposed,both,both
3921,non_exposed,both,both,both
3922,sub_only,sub_only,both,sub_only
3923,sub_only,sub_only,sub_only,sub_only
3924,both,both,both,both
3927,both,both,sub_only,sub_only
3928,both,both,both,both
3929,non_exposed,both,both,sub_only
3930,non_exposed,non_exposed,non_exposed,non_exposed
3931,non_exposed,non_exposed,non_exposed,non_exposed
3932,non_exposed,non_exposed,non_exposed,non_exposed
3933,non_exposed,non_exposed,non_exposed,non_exposed
3934,non_exposed,both,both,both
3935,both,both,both,sub_only
3936,sub_only,sub_only,sub_only,sub_only
3937,sub_only,sub_only,sub_only,sub_only
3938,non_exposed,both,both,aug_only
3939,non_exposed,non_exposed,both,non_exposed
3940,non_exposed,non_exposed,non_exposed,non_exposed
3941,non_exposed,non_exposed,non_exposed,non_exposed
3942,non_exposed,non_exposed,non_exposed,non_exposed
3943,sub_only,sub_only,sub_only,sub_only
3944,non_exposed,non_exposed,non_exposed,non_exposed
3966,both,both,both,both
3968,both,sub_only,both,both
3969,non_exposed,non_exposed,non_exposed,non_exposed
3970,non_exposed,both,both,both
3971,both,both,both,both
3972,non_exposed,both,both,both
3973,non_exposed,non_exposed,both,both
3974,non_exposed,non_exposed,both,both
3975,both,sub_only,sub_only,sub_only
3976,both,both,both,both
3977,non_exposed,both,both,both
3978,non_exposed,both,both,aug_only
3979,both,both,both,both
3980,non_exposed,sub_only,both,both
3981,non_exposed,sub_only,both,sub_only
3982,non_exposed,non_exposed,aug_only,both
3984,non_exposed,non_exposed,both,aug_only
3985,non_exposed,non_exposed,non_exposed,non_exposed
3987,both,sub_only,both,sub_only
3988,non_exposed,non_exposed,non_exposed,non_exposed
3989,non_exposed,non_exposed,non_exposed,non_exposed
3990,sub_only,sub_only,sub_only,sub_only
3991,sub_only,sub_only,sub_only,non_exposed
3992,both,both,both,both
