onet_task_code,task_id,dwa_id,iwa_id,depth,path_segments,hierarchy_path
4.A.3.a.3.I07:4.A.3.a.3.I07.D04:15469,15469,4.A.3.a.3.I07.D04,4.A.3.a.3.I07,4,"[""Controlling Machines and Processes"", ""Operate energy production or distribution equipment."", ""Operate green energy production equipment."", ""Shut down and restart biomass power plants or equipment in emergency situations or for equipment maintenance, repairs, or replacements.""]","Controlling Machines and Processes ; Operate energy production or distribution equipment. ; Operate green energy production equipment. ; Shut down and restart biomass power plants or equipment in emergency situations or for equipment maintenance, repairs, or replacements."
4.A.2.a.2.I03:4.A.2.a.2.I03.D01:15466,15466,4.A.2.a.2.I03.D01,4.A.2.a.2.I03,4,"[""Processing Information"", ""Compile records, documentation, or other data."", ""Compile operational data."", ""Compile and record operational data on forms or in log books.""]","Processing Information ; Compile records, documentation, or other data. ; Compile operational data. ; Compile and record operational data on forms or in log books."
4.A.3.b.6.I08:4.A.3.b.6.I08.D05:15466,15466,4.A.3.b.6.I08.D05,4.A.3.b.6.I08,4,"[""Documenting/Recording Information"", ""Maintain operational records."", ""Maintain operational records."", ""Compile and record operational data on forms or in log books.""]",Documenting/Recording Information ; Maintain operational records. ; Maintain operational records. ; Compile and record operational data on forms or in log books.
4.A.1.a.2.I01:4.A.1.a.2.I01.D08:15479,15479,4.A.1.a.2.I01.D08,4.A.1.a.2.I01,4,"[""Monitoring Processes, Materials, or Surroundings"", ""Monitor equipment operation."", ""Monitor green energy equipment, systems, or facilities."", ""Monitor the operating status of biomass plants by observing control system parameters, distributed control systems, switchboard gauges, dials, or other indicators.""]","Monitoring Processes, Materials, or Surroundings ; Monitor equipment operation. ; Monitor green energy equipment, systems, or facilities. ; Monitor the operating status of biomass plants by observing control system parameters, distributed control systems, switchboard gauges, dials, or other indicators."
4.A.3.a.3.I07:4.A.3.a.3.I07.D04:15467,15467,4.A.3.a.3.I07.D04,4.A.3.a.3.I07,4,"[""Controlling Machines and Processes"", ""Operate energy production or distribution equipment."", ""Operate green energy production equipment."", ""Adjust equipment controls to generate specified amounts of electrical power.""]",Controlling Machines and Processes ; Operate energy production or distribution equipment. ; Operate green energy production equipment. ; Adjust equipment controls to generate specified amounts of electrical power.
4.A.1.b.2.I02:4.A.1.b.2.I02.D01:15463,15463,4.A.1.b.2.I02.D01,4.A.1.b.2.I02,4,"[""Inspecting Equipment, Structures, or Materials"", ""Evaluate green technologies or processes."", ""Test green technologies or processes."", ""Test, maintain, or repair electrical power distribution machinery or equipment, using hand tools, power tools, and testing devices.""]","Inspecting Equipment, Structures, or Materials ; Evaluate green technologies or processes. ; Test green technologies or processes. ; Test, maintain, or repair electrical power distribution machinery or equipment, using hand tools, power tools, and testing devices."
4.A.3.b.4.I02:4.A.3.b.4.I02.D11:15463,15463,4.A.3.b.4.I02.D11,4.A.3.b.4.I02,4,"[""Repairing and Maintaining Mechanical Equipment"", ""Maintain tools or equipment."", ""Maintain green energy production plant equipment."", ""Test, maintain, or repair electrical power distribution machinery or equipment, using hand tools, power tools, and testing devices.""]","Repairing and Maintaining Mechanical Equipment ; Maintain tools or equipment. ; Maintain green energy production plant equipment. ; Test, maintain, or repair electrical power distribution machinery or equipment, using hand tools, power tools, and testing devices."
4.A.3.b.4.I02:4.A.3.b.4.I02.D13:15463,15463,4.A.3.b.4.I02.D13,4.A.3.b.4.I02,4,"[""Repairing and Maintaining Mechanical Equipment"", ""Maintain tools or equipment."", ""Perform manual service or maintenance tasks."", ""Test, maintain, or repair electrical power distribution machinery or equipment, using hand tools, power tools, and testing devices.""]","Repairing and Maintaining Mechanical Equipment ; Maintain tools or equipment. ; Perform manual service or maintenance tasks. ; Test, maintain, or repair electrical power distribution machinery or equipment, using hand tools, power tools, and testing devices."
4.A.3.a.3.I07:4.A.3.a.3.I07.D04:15475,15475,4.A.3.a.3.I07.D04,4.A.3.a.3.I07,4,"[""Controlling Machines and Processes"", ""Operate energy production or distribution equipment."", ""Operate green energy production equipment."", ""Operate controls to start, stop, or regulate biomass-fueled generators, generator units, boilers, engines, or auxiliary systems.""]","Controlling Machines and Processes ; Operate energy production or distribution equipment. ; Operate green energy production equipment. ; Operate controls to start, stop, or regulate biomass-fueled generators, generator units, boilers, engines, or auxiliary systems."
4.A.4.b.4.I12:4.A.4.b.4.I12.D25:15520,15520,4.A.4.b.4.I12.D25,4.A.4.b.4.I12,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Direct organizational operations, activities, or procedures."", ""Direct maintenance and repair activities in green energy production facilities."", ""Direct operations, maintenance, or repair of hydroelectric power facilities.""]","Guiding, Directing, and Motivating Subordinates ; Direct organizational operations, activities, or procedures. ; Direct maintenance and repair activities in green energy production facilities. ; Direct operations, maintenance, or repair of hydroelectric power facilities."
4.A.4.a.2.I01:4.A.4.a.2.I01.D02:15515,15515,4.A.4.a.2.I01.D02,4.A.4.a.2.I01,4,"[""Communicating with Supervisors, Peers, or Subordinates"", ""Communicate environmental or sustainability information."", ""Communicate green energy production information."", ""Identify and communicate power system emergencies.""]","Communicating with Supervisors, Peers, or Subordinates ; Communicate environmental or sustainability information. ; Communicate green energy production information. ; Identify and communicate power system emergencies."
4.A.3.b.6.I08:4.A.3.b.6.I08.D04:15512,15512,4.A.3.b.6.I08.D04,4.A.3.b.6.I08,4,"[""Documenting/Recording Information"", ""Maintain operational records."", ""Maintain operational records for green energy processes or other environmentally-sustainable activities."", ""Maintain records of hydroelectric facility operations, maintenance, or repairs.""]","Documenting/Recording Information ; Maintain operational records. ; Maintain operational records for green energy processes or other environmentally-sustainable activities. ; Maintain records of hydroelectric facility operations, maintenance, or repairs."
4.A.4.b.4.I12:4.A.4.b.4.I12.D07:15509,15509,4.A.4.b.4.I12.D07,4.A.4.b.4.I12,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Direct organizational operations, activities, or procedures."", ""Manage environmental sustainability projects."", ""Perform or direct preventive or corrective containment or cleanup to protect the environment.""]","Guiding, Directing, and Motivating Subordinates ; Direct organizational operations, activities, or procedures. ; Manage environmental sustainability projects. ; Perform or direct preventive or corrective containment or cleanup to protect the environment."
4.A.1.a.2.I02:4.A.1.a.2.I02.D17:15513,15513,4.A.1.a.2.I02.D17,4.A.1.a.2.I02,4,"[""Monitoring Processes, Materials, or Surroundings"", ""Monitor operations to ensure adequate performance."", ""Inspect operations of green energy facilities."", ""Monitor or inspect hydroelectric equipment, such as hydro-turbines, generators, or control systems.""]","Monitoring Processes, Materials, or Surroundings ; Monitor operations to ensure adequate performance. ; Inspect operations of green energy facilities. ; Monitor or inspect hydroelectric equipment, such as hydro-turbines, generators, or control systems."
4.A.1.a.2.I02:4.A.1.a.2.I02.D17:15514,15514,4.A.1.a.2.I02.D17,4.A.1.a.2.I02,4,"[""Monitoring Processes, Materials, or Surroundings"", ""Monitor operations to ensure adequate performance."", ""Inspect operations of green energy facilities."", ""Inspect hydroelectric facilities, including switchyards, control houses, or relay houses, for normal operation or adherence to safety standards.""]","Monitoring Processes, Materials, or Surroundings ; Monitor operations to ensure adequate performance. ; Inspect operations of green energy facilities. ; Inspect hydroelectric facilities, including switchyards, control houses, or relay houses, for normal operation or adherence to safety standards."
4.A.2.a.3.I02:4.A.2.a.3.I02.D02:15519,15519,4.A.2.a.3.I02.D02,4.A.2.a.3.I02,4,"[""Evaluating Information to Determine Compliance with Standards"", ""Assess compliance with environmental standards or regulations."", ""Evaluate green operations or programs for compliance with standards or regulations."", ""Supervise or monitor hydroelectric facility operations to ensure that generation or mechanical equipment conform to applicable regulations or standards.""]",Evaluating Information to Determine Compliance with Standards ; Assess compliance with environmental standards or regulations. ; Evaluate green operations or programs for compliance with standards or regulations. ; Supervise or monitor hydroelectric facility operations to ensure that generation or mechanical equipment conform to applicable regulations or standards.
4.A.4.b.4.I12:4.A.4.b.4.I12.D10:15519,15519,4.A.4.b.4.I12.D10,4.A.4.b.4.I12,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Direct organizational operations, activities, or procedures."", ""Direct green energy production operations."", ""Supervise or monitor hydroelectric facility operations to ensure that generation or mechanical equipment conform to applicable regulations or standards.""]","Guiding, Directing, and Motivating Subordinates ; Direct organizational operations, activities, or procedures. ; Direct green energy production operations. ; Supervise or monitor hydroelectric facility operations to ensure that generation or mechanical equipment conform to applicable regulations or standards."
4.A.2.b.2.I20:4.A.2.b.2.I20.D01:15508,15508,4.A.2.b.2.I20.D01,4.A.2.b.2.I20,4,"[""Thinking Creatively"", ""Develop sustainable organizational or business policies or practices."", ""Develop operating strategies, plans, or procedures for green or sustainable operations."", ""Plan or coordinate hydroelectric production operations to meet customer requirements.""]","Thinking Creatively ; Develop sustainable organizational or business policies or practices. ; Develop operating strategies, plans, or procedures for green or sustainable operations. ; Plan or coordinate hydroelectric production operations to meet customer requirements."
4.A.4.b.4.I12:4.A.4.b.4.I12.D10:15508,15508,4.A.4.b.4.I12.D10,4.A.4.b.4.I12,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Direct organizational operations, activities, or procedures."", ""Direct green energy production operations."", ""Plan or coordinate hydroelectric production operations to meet customer requirements.""]","Guiding, Directing, and Motivating Subordinates ; Direct organizational operations, activities, or procedures. ; Direct green energy production operations. ; Plan or coordinate hydroelectric production operations to meet customer requirements."
4.A.1.a.2.I02:4.A.1.a.2.I02.D17:15518,15518,4.A.1.a.2.I02.D17,4.A.1.a.2.I02,4,"[""Monitoring Processes, Materials, or Surroundings"", ""Monitor operations to ensure adequate performance."", ""Inspect operations of green energy facilities."", ""Check hydroelectric operations for compliance with prescribed operating limits, such as loads, voltages, temperatures, lines, or equipment.""]","Monitoring Processes, Materials, or Surroundings ; Monitor operations to ensure adequate performance. ; Inspect operations of green energy facilities. ; Check hydroelectric operations for compliance with prescribed operating limits, such as loads, voltages, temperatures, lines, or equipment."
4.A.2.b.1.I09:4.A.2.b.1.I09.D01:15504,15504,4.A.2.b.1.I09.D01,4.A.2.b.1.I09,4,"[""Making Decisions and Solving Problems"", ""Implement procedures or processes."", ""Implement organizational process or policy changes."", ""Develop or implement projects to improve efficiency, economy, or effectiveness of hydroelectric plant operations.""]","Making Decisions and Solving Problems ; Implement procedures or processes. ; Implement organizational process or policy changes. ; Develop or implement projects to improve efficiency, economy, or effectiveness of hydroelectric plant operations."
4.A.2.b.2.I20:4.A.2.b.2.I20.D03:15504,15504,4.A.2.b.2.I20.D03,4.A.2.b.2.I20,4,"[""Thinking Creatively"", ""Develop sustainable organizational or business policies or practices."", ""Develop sustainable organizational policies or practices."", ""Develop or implement projects to improve efficiency, economy, or effectiveness of hydroelectric plant operations.""]","Thinking Creatively ; Develop sustainable organizational or business policies or practices. ; Develop sustainable organizational policies or practices. ; Develop or implement projects to improve efficiency, economy, or effectiveness of hydroelectric plant operations."
4.A.4.b.6.I03:4.A.4.b.6.I03.D03:15503,15503,4.A.4.b.6.I03.D03,4.A.4.b.6.I03,4,"[""Providing Consultation and Advice to Others"", ""Advise others on environmental sustainability or green practices."", ""Advise others on green energy or related technologies."", ""Provide technical direction in the erection or commissioning of hydroelectric equipment or supporting electrical or mechanical systems.""]",Providing Consultation and Advice to Others ; Advise others on environmental sustainability or green practices. ; Advise others on green energy or related technologies. ; Provide technical direction in the erection or commissioning of hydroelectric equipment or supporting electrical or mechanical systems.
4.A.4.b.4.I12:4.A.4.b.4.I12.D25:15505,15505,4.A.4.b.4.I12.D25,4.A.4.b.4.I12,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Direct organizational operations, activities, or procedures."", ""Direct maintenance and repair activities in green energy production facilities."", ""Supervise hydropower plant equipment installations, upgrades, or maintenance.""]","Guiding, Directing, and Motivating Subordinates ; Direct organizational operations, activities, or procedures. ; Direct maintenance and repair activities in green energy production facilities. ; Supervise hydropower plant equipment installations, upgrades, or maintenance."
4.A.4.b.4.I12:4.A.4.b.4.I12.D10:15507,15507,4.A.4.b.4.I12.D10,4.A.4.b.4.I12,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Direct organizational operations, activities, or procedures."", ""Direct green energy production operations."", ""Plan or manage hydroelectric plant upgrades.""]","Guiding, Directing, and Motivating Subordinates ; Direct organizational operations, activities, or procedures. ; Direct green energy production operations. ; Plan or manage hydroelectric plant upgrades."
4.A.4.a.8.I03:4.A.4.a.8.I03.D05:15506,15506,4.A.4.a.8.I03.D05,4.A.4.a.8.I03,4,"[""Performing for or Working Directly with the Public"", ""Respond to customer problems or inquiries."", ""Resolve customer complaints or problems."", ""Respond to problems related to ratepayers, water users, power users, government agencies, educational institutions, or other private or public power resource interests.""]","Performing for or Working Directly with the Public ; Respond to customer problems or inquiries. ; Resolve customer complaints or problems. ; Respond to problems related to ratepayers, water users, power users, government agencies, educational institutions, or other private or public power resource interests."
4.A.4.b.4.I09:4.A.4.b.4.I09.D09:15516,15516,4.A.4.b.4.I09.D09,4.A.4.b.4.I09,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Manage budgets or finances."", ""Prepare operational budgets for green energy or other green operations."", ""Develop or review budgets, annual plans, power contracts, power rates, standing operating procedures, power reviews, or engineering studies.""]","Guiding, Directing, and Motivating Subordinates ; Manage budgets or finances. ; Prepare operational budgets for green energy or other green operations. ; Develop or review budgets, annual plans, power contracts, power rates, standing operating procedures, power reviews, or engineering studies."
4.A.2.b.1.I09:4.A.2.b.1.I09.D01:15502,15502,4.A.2.b.1.I09.D01,4.A.2.b.1.I09,4,"[""Making Decisions and Solving Problems"", ""Implement procedures or processes."", ""Implement organizational process or policy changes."", ""Develop or implement policy evaluation procedures for hydroelectric generation activities.""]",Making Decisions and Solving Problems ; Implement procedures or processes. ; Implement organizational process or policy changes. ; Develop or implement policy evaluation procedures for hydroelectric generation activities.
4.A.2.b.4.I03:4.A.2.b.4.I03.D13:15502,15502,4.A.2.b.4.I03.D13,4.A.2.b.4.I03,4,"[""Developing Objectives and Strategies"", ""Develop operational or technical procedures or standards."", ""Develop procedures to evaluate organizational activities."", ""Develop or implement policy evaluation procedures for hydroelectric generation activities.""]",Developing Objectives and Strategies ; Develop operational or technical procedures or standards. ; Develop procedures to evaluate organizational activities. ; Develop or implement policy evaluation procedures for hydroelectric generation activities.
4.A.3.a.3.I07:4.A.3.a.3.I07.D04:15510,15510,4.A.3.a.3.I07.D04,4.A.3.a.3.I07,4,"[""Controlling Machines and Processes"", ""Operate energy production or distribution equipment."", ""Operate green energy production equipment."", ""Operate energized high- or low-voltage hydroelectric power transmission system substations, according to procedures and safety requirements.""]","Controlling Machines and Processes ; Operate energy production or distribution equipment. ; Operate green energy production equipment. ; Operate energized high- or low-voltage hydroelectric power transmission system substations, according to procedures and safety requirements."
4.A.2.b.5.I01:4.A.2.b.5.I01.D04:15517,15517,4.A.2.b.5.I01.D04,4.A.2.b.5.I01,4,"[""Scheduling Work and Activities"", ""Prepare schedules for services or facilities."", ""Schedule activities or facility use."", ""Create or enforce hydrostation voltage schedules.""]",Scheduling Work and Activities ; Prepare schedules for services or facilities. ; Schedule activities or facility use. ; Create or enforce hydrostation voltage schedules.
4.A.2.b.1.I09:4.A.2.b.1.I09.D01:1027,1027,4.A.2.b.1.I09.D01,4.A.2.b.1.I09,4,"[""Making Decisions and Solving Problems"", ""Implement procedures or processes."", ""Implement organizational process or policy changes."", ""Develop and implement purchasing and contract management instructions, policies, and procedures.""]","Making Decisions and Solving Problems ; Implement procedures or processes. ; Implement organizational process or policy changes. ; Develop and implement purchasing and contract management instructions, policies, and procedures."
4.A.2.b.4.I01:4.A.2.b.4.I01.D01:1027,1027,4.A.2.b.4.I01.D01,4.A.2.b.4.I01,4,"[""Developing Objectives and Strategies"", ""Develop organizational policies, systems, or processes."", ""Develop organizational policies or programs."", ""Develop and implement purchasing and contract management instructions, policies, and procedures.""]","Developing Objectives and Strategies ; Develop organizational policies, systems, or processes. ; Develop organizational policies or programs. ; Develop and implement purchasing and contract management instructions, policies, and procedures."
4.A.2.b.4.I01:4.A.2.b.4.I01.D02:1027,1027,4.A.2.b.4.I01.D02,4.A.2.b.4.I01,4,"[""Developing Objectives and Strategies"", ""Develop organizational policies, systems, or processes."", ""Develop operating strategies, plans, or procedures."", ""Develop and implement purchasing and contract management instructions, policies, and procedures.""]","Developing Objectives and Strategies ; Develop organizational policies, systems, or processes. ; Develop operating strategies, plans, or procedures. ; Develop and implement purchasing and contract management instructions, policies, and procedures."
4.A.1.a.1.I23:4.A.1.a.1.I23.D01:1021,1021,4.A.1.a.1.I23.D01,4.A.1.a.1.I23,4,"[""Getting Information"", ""Interview people to obtain information."", ""Interview employees, customers, or others to collect information."", ""Locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales.""]","Getting Information ; Interview people to obtain information. ; Interview employees, customers, or others to collect information. ; Locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales."
4.A.4.a.2.I11:4.A.4.a.2.I11.D04:1021,1021,4.A.4.a.2.I11.D04,4.A.4.a.2.I11,4,"[""Communicating with Supervisors, Peers, or Subordinates"", ""Coordinate activities with clients, agencies, or organizations."", ""Coordinate with external parties to exchange information."", ""Locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales.""]","Communicating with Supervisors, Peers, or Subordinates ; Coordinate activities with clients, agencies, or organizations. ; Coordinate with external parties to exchange information. ; Locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales."
4.A.3.b.6.I01:4.A.3.b.6.I01.D02:1033,1033,4.A.3.b.6.I01.D02,4.A.3.b.6.I01,4,"[""Documenting/Recording Information"", ""Prepare financial documents, reports, or budgets."", ""Prepare financial documents, reports, or budgets."", ""Prepare bid awards requiring board approval.""]","Documenting/Recording Information ; Prepare financial documents, reports, or budgets. ; Prepare financial documents, reports, or budgets. ; Prepare bid awards requiring board approval."
4.A.4.b.4.I01:4.A.4.b.4.I01.D13:1032,1032,4.A.4.b.4.I01.D13,4.A.4.b.4.I01,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Supervise personnel activities."", ""Supervise employees."", ""Direct and coordinate activities of personnel engaged in buying, selling, and distributing materials, equipment, machinery, and supplies.""]","Guiding, Directing, and Motivating Subordinates ; Supervise personnel activities. ; Supervise employees. ; Direct and coordinate activities of personnel engaged in buying, selling, and distributing materials, equipment, machinery, and supplies."
4.A.2.a.3.I03:4.A.2.a.3.I03.D05:1025,1025,4.A.2.a.3.I03.D05,4.A.2.a.3.I03,4,"[""Evaluating Information to Determine Compliance with Standards"", ""Examine financial activities, operations, or systems."", ""Examine financial records to ensure compliance with policies or regulations."", ""Review purchase order claims and contracts for conformance to company policy.""]","Evaluating Information to Determine Compliance with Standards ; Examine financial activities, operations, or systems. ; Examine financial records to ensure compliance with policies or regulations. ; Review purchase order claims and contracts for conformance to company policy."
4.A.2.a.2.I01:4.A.2.a.2.I01.D02:1031,1031,4.A.2.a.2.I01.D02,4.A.2.a.2.I01,4,"[""Processing Information"", ""Evaluate the quality or accuracy of data."", ""Verify information or specifications."", ""Review, evaluate, and approve specifications for issuing and awarding bids.""]","Processing Information ; Evaluate the quality or accuracy of data. ; Verify information or specifications. ; Review, evaluate, and approve specifications for issuing and awarding bids."
4.A.2.b.1.I03:4.A.2.b.1.I03.D04:1031,1031,4.A.2.b.1.I03.D04,4.A.2.b.1.I03,4,"[""Making Decisions and Solving Problems"", ""Authorize business activities or transactions."", ""Approve expenditures."", ""Review, evaluate, and approve specifications for issuing and awarding bids.""]","Making Decisions and Solving Problems ; Authorize business activities or transactions. ; Approve expenditures. ; Review, evaluate, and approve specifications for issuing and awarding bids."
4.A.4.b.4.I09:4.A.4.b.4.I09.D02:1035,1035,4.A.4.b.4.I09.D02,4.A.4.b.4.I09,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Manage budgets or finances."", ""Direct financial operations."", ""Administer online purchasing systems.""]","Guiding, Directing, and Motivating Subordinates ; Manage budgets or finances. ; Direct financial operations. ; Administer online purchasing systems."
4.A.3.b.6.I13:4.A.3.b.6.I13.D04:1022,1022,4.A.3.b.6.I13.D04,4.A.3.b.6.I13,4,"[""Documenting/Recording Information"", ""Prepare documentation for contracts, applications, or permits."", ""Prepare forms or applications."", ""Prepare and process requisitions and purchase orders for supplies and equipment.""]","Documenting/Recording Information ; Prepare documentation for contracts, applications, or permits. ; Prepare forms or applications. ; Prepare and process requisitions and purchase orders for supplies and equipment."
4.A.1.a.1.I23:4.A.1.a.1.I23.D01:1024,1024,4.A.1.a.1.I23.D01,4.A.1.a.1.I23,4,"[""Getting Information"", ""Interview people to obtain information."", ""Interview employees, customers, or others to collect information."", ""Interview and hire staff, and oversee staff training.""]","Getting Information ; Interview people to obtain information. ; Interview employees, customers, or others to collect information. ; Interview and hire staff, and oversee staff training."
4.A.4.b.3.I04:4.A.4.b.3.I04.D16:1024,1024,4.A.4.b.3.I04.D16,4.A.4.b.3.I04,4,"[""Training and Teaching Others"", ""Train others on operational or work procedures."", ""Conduct employee training programs."", ""Interview and hire staff, and oversee staff training.""]","Training and Teaching Others ; Train others on operational or work procedures. ; Conduct employee training programs. ; Interview and hire staff, and oversee staff training."
4.A.4.c.2.I01:4.A.4.c.2.I01.D03:1024,1024,4.A.4.c.2.I01.D03,4.A.4.c.2.I01,4,"[""Staffing Organizational Units"", ""Perform recruiting or hiring activities."", ""Hire personnel."", ""Interview and hire staff, and oversee staff training.""]","Staffing Organizational Units ; Perform recruiting or hiring activities. ; Hire personnel. ; Interview and hire staff, and oversee staff training."
4.A.2.a.4.I07:4.A.2.a.4.I07.D09:21039,21039,4.A.2.a.4.I07.D09,4.A.2.a.4.I07,4,"[""Analyzing Data or Information"", ""Analyze data to improve operations."", ""Analyze data to assess operational or project effectiveness."", ""Develop cost reduction strategies and savings plans.""]",Analyzing Data or Information ; Analyze data to improve operations. ; Analyze data to assess operational or project effectiveness. ; Develop cost reduction strategies and savings plans.
4.A.3.b.6.I01:4.A.3.b.6.I01.D02:21039,21039,4.A.3.b.6.I01.D02,4.A.3.b.6.I01,4,"[""Documenting/Recording Information"", ""Prepare financial documents, reports, or budgets."", ""Prepare financial documents, reports, or budgets."", ""Develop cost reduction strategies and savings plans.""]","Documenting/Recording Information ; Prepare financial documents, reports, or budgets. ; Prepare financial documents, reports, or budgets. ; Develop cost reduction strategies and savings plans."
4.A.4.b.4.I09:4.A.4.b.4.I09.D04:1023,1023,4.A.4.b.4.I09.D04,4.A.4.b.4.I09,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Manage budgets or finances."", ""Prepare operational budgets."", ""Control purchasing department budgets.""]","Guiding, Directing, and Motivating Subordinates ; Manage budgets or finances. ; Prepare operational budgets. ; Control purchasing department budgets."
4.A.4.a.7.I03:4.A.4.a.7.I03.D01:1029,1029,4.A.4.a.7.I03.D01,4.A.4.a.7.I03,4,"[""Resolving Conflicts and Negotiating with Others"", ""Resolve personnel or operational problems."", ""Resolve employee or contractor problems."", ""Resolve vendor or contractor grievances and claims against suppliers.""]",Resolving Conflicts and Negotiating with Others ; Resolve personnel or operational problems. ; Resolve employee or contractor problems. ; Resolve vendor or contractor grievances and claims against suppliers.
4.A.2.a.4.I07:4.A.2.a.4.I07.D12:1026,1026,4.A.2.a.4.I07.D12,4.A.2.a.4.I07,4,"[""Analyzing Data or Information"", ""Analyze data to improve operations."", ""Analyze data to inform operational decisions or activities."", ""Analyze market and delivery systems to assess present and future material availability.""]",Analyzing Data or Information ; Analyze data to improve operations. ; Analyze data to inform operational decisions or activities. ; Analyze market and delivery systems to assess present and future material availability.
4.A.2.b.1.I09:4.A.2.b.1.I09.D02:1026,1026,4.A.2.b.1.I09.D02,4.A.2.b.1.I09,4,"[""Making Decisions and Solving Problems"", ""Implement procedures or processes."", ""Implement transportation changes to reduce environmental impact."", ""Analyze market and delivery systems to assess present and future material availability.""]",Making Decisions and Solving Problems ; Implement procedures or processes. ; Implement transportation changes to reduce environmental impact. ; Analyze market and delivery systems to assess present and future material availability.
4.A.2.b.2.I07:4.A.2.b.2.I07.D02:1028,1028,4.A.2.b.2.I07.D02,4.A.2.b.2.I07,4,"[""Thinking Creatively"", ""Develop technical specifications for products or operations."", ""Develop specifications for new products or processes."", ""Participate in the development of specifications for equipment, products, or substitute materials.""]","Thinking Creatively ; Develop technical specifications for products or operations. ; Develop specifications for new products or processes. ; Participate in the development of specifications for equipment, products, or substitute materials."
4.A.3.b.6.I08:4.A.3.b.6.I08.D05:1020,1020,4.A.3.b.6.I08.D05,4.A.3.b.6.I08,4,"[""Documenting/Recording Information"", ""Maintain operational records."", ""Maintain operational records."", ""Maintain records of goods ordered and received.""]",Documenting/Recording Information ; Maintain operational records. ; Maintain operational records. ; Maintain records of goods ordered and received.
4.A.4.a.7.I02:4.A.4.a.7.I02.D01:1030,1030,4.A.4.a.7.I02.D01,4.A.4.a.7.I02,4,"[""Resolving Conflicts and Negotiating with Others"", ""Negotiate contracts or agreements."", ""Negotiate sales or lease agreements for products or services."", ""Represent companies in negotiating contracts and formulating policies with suppliers.""]",Resolving Conflicts and Negotiating with Others ; Negotiate contracts or agreements. ; Negotiate sales or lease agreements for products or services. ; Represent companies in negotiating contracts and formulating policies with suppliers.
4.A.3.b.6.I01:4.A.3.b.6.I01.D02:1034,1034,4.A.3.b.6.I01.D02,4.A.3.b.6.I01,4,"[""Documenting/Recording Information"", ""Prepare financial documents, reports, or budgets."", ""Prepare financial documents, reports, or budgets."", ""Prepare reports regarding market conditions and merchandise costs.""]","Documenting/Recording Information ; Prepare financial documents, reports, or budgets. ; Prepare financial documents, reports, or budgets. ; Prepare reports regarding market conditions and merchandise costs."
4.A.2.b.5.I02:4.A.2.b.5.I02.D01:1036,1036,4.A.2.b.5.I02.D01,4.A.2.b.5.I02,4,"[""Scheduling Work and Activities"", ""Schedule operational activities."", ""Schedule product or material transportation."", ""Arrange for disposal of surplus materials.""]",Scheduling Work and Activities ; Schedule operational activities. ; Schedule product or material transportation. ; Arrange for disposal of surplus materials.
4.A.4.b.4.I01:4.A.4.b.4.I01.D13:21340,21340,4.A.4.b.4.I01.D13,4.A.4.b.4.I01,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Supervise personnel activities."", ""Supervise employees."", ""Supervise the activities of workers engaged in receiving, storing, testing, and shipping products or materials.""]","Guiding, Directing, and Motivating Subordinates ; Supervise personnel activities. ; Supervise employees. ; Supervise the activities of workers engaged in receiving, storing, testing, and shipping products or materials."
4.A.2.b.1.I09:4.A.2.b.1.I09.D01:21341,21341,4.A.2.b.1.I09.D01,4.A.2.b.1.I09,4,"[""Making Decisions and Solving Problems"", ""Implement procedures or processes."", ""Implement organizational process or policy changes."", ""Plan, develop, or implement warehouse safety and security programs and activities.""]","Making Decisions and Solving Problems ; Implement procedures or processes. ; Implement organizational process or policy changes. ; Plan, develop, or implement warehouse safety and security programs and activities."
4.A.2.b.2.I05:4.A.2.b.2.I05.D02:21341,21341,4.A.2.b.2.I05.D02,4.A.2.b.2.I05,4,"[""Thinking Creatively"", ""Develop safety standards, policies, or procedures."", ""Develop safety standards, policies, or procedures."", ""Plan, develop, or implement warehouse safety and security programs and activities.""]","Thinking Creatively ; Develop safety standards, policies, or procedures. ; Develop safety standards, policies, or procedures. ; Plan, develop, or implement warehouse safety and security programs and activities."
4.A.1.b.2.I05:4.A.1.b.2.I05.D15:21342,21342,4.A.1.b.2.I05.D15,4.A.1.b.2.I05,4,"[""Inspecting Equipment, Structures, or Materials"", ""Inspect facilities or equipment."", ""Inspect condition or functioning of facilities or equipment."", ""Inspect physical conditions of warehouses, vehicle fleets, or equipment and order testing, maintenance, repairs, or replacements.""]","Inspecting Equipment, Structures, or Materials ; Inspect facilities or equipment. ; Inspect condition or functioning of facilities or equipment. ; Inspect physical conditions of warehouses, vehicle fleets, or equipment and order testing, maintenance, repairs, or replacements."
