iso3,nace_r2,n_isic2_matched,ai_any_pct,year_used,atlas_exposure,atlas_substitution_share,atlas_augmentation_share,atlas_ai_material_share,atlas_llm_like_share,atlas_physical_share
GRC,C22_C23,2,4.06,2024.0,1.830338711843234,0.6196530920921061,0.0,0.12343384512202556,0.033090103144428236,0.749263441550565
ESP,C22_C23,2,9.27,2024.0,2.0418684465133534,0.6601516191474425,0.004988058150590724,0.17217178859842547,0.02307358623015555,0.7197197532690003
FRA,C22_C23,2,8.72,2024.0,2.0368049709753158,0.6268655960390038,0.0021468475397551654,0.21965781176634314,0.028009766950702987,0.7563103013690546
HRV,C22_C23,2,8.91,2024.0,1.872747105716551,0.6114346865090601,0.010098587647891543,0.12873007395699226,0.022023990055239667,0.7335788291407421
HUN,C22_C23,2,3.94,2024.0,1.9258615419466847,0.6189234470572959,0.0,0.13103829347584195,0.03033368527301361,0.7321290948912925
IRL,C22_C23,2,32.19,2024.0,1.9208261632244614,0.591680744410638,0.014177607933934683,0.13502395242460596,0.04033736494177739,0.7231024856220674
NLD,C22_C23,2,20.8,2024.0,2.133800566341991,0.6670937830798849,0.0022780910991839114,0.179348757675208,0.024326511848350912,0.7646099754192028
NOR,C22_C23,2,12.01,2024.0,2.066987463273066,0.6210201603283033,0.0022780910991839114,0.12815444238052595,0.04031346999685074,0.7170675942417364
POL,C22_C23,2,6.99,2024.0,1.9681020321258136,0.5978461082412243,0.004988058150590724,0.19160754956008666,0.03864883391563863,0.7360531487406856
PRT,C22_C23,2,12.1,2024.0,1.946119721565656,0.6148477025535902,0.0022780910991839114,0.14123398468596784,0.02633181372832008,0.7765364724870055
ROU,C22_C23,2,2.07,2024.0,1.8409503577538082,0.6132803379943744,0.004988058150590724,0.13003025833040613,0.017341575707067357,0.7445859414209224
SRB,C22_C23,2,13.75,2024.0,1.6943141641200148,0.5385119404671462,0.004988058150590724,0.10730700109221461,0.01760885541877021,0.7298084958594457
SWE,C22_C23,2,15.8,2024.0,2.0915277381194004,0.6132531780150452,0.006428393303858412,0.21223779654031916,0.022556883299310344,0.7743695425161317
SVK,C22_C23,2,9.35,2024.0,1.8994742165896579,0.5926493410688756,0.004988058150590724,0.1723987423335983,0.023061739070162852,0.7299981980642567
TUR,C22_C23,2,3.88,2024.0,1.8513815572792705,0.6390577753896143,0.007134905690345889,0.11947678730181469,0.04323146954695252,0.7208482848638167
AUT,C24_C25,2,19.9,2024.0,1.9495135417769471,0.4544481158268045,0.006770421575615484,0.3793996648218696,0.01588740352228992,0.8206874832104738
BEL,C24_C25,2,7.05,2023.0,1.9863629810925822,0.49967460308450146,0.02228724064295785,0.34695523847740967,0.034108071380206786,0.7530173510011393
BGR,C24_C25,2,4.45,2024.0,1.8450017852040976,0.4797613467240632,0.027704900245749904,0.24463768742637493,0.030678199086071653,0.7620902699919225
CZE,C24_C25,2,4.95,2024.0,1.9365498648581494,0.5200402174681047,0.016252512365476385,0.31420458614483604,0.01588740352228992,0.773869028359041
DEU,C24_C25,2,12.69,2024.0,2.052108301461548,0.5312499606010146,0.009769060460637755,0.32210630010199626,0.020369011442576527,0.813979191872728
DNK,C24_C25,2,12.64,2024.0,1.9796288946117886,0.4868575082637432,0.04109755222570655,0.3476781412890568,0.014741344541677906,0.7888912269085386
GRC,C24_C25,2,6.9,2024.0,1.7647550412238788,0.4763878540810041,0.013064311485089972,0.20320233521102365,0.021156848850985847,0.7378845316693123
ESP,C24_C25,2,8.95,2024.0,1.9461265483392365,0.5528151049467466,0.022293624732153045,0.26520289346923903,0.018022837414715404,0.773544343511738
FIN,C24_C25,2,16.62,2024.0,2.079449593425595,0.5213193225619867,0.01874668759401986,0.35526339523909556,0.008250500517627048,0.7886669302198552
FRA,C24_C25,2,6.92,2024.0,1.9999552685353361,0.49229751415826495,0.013869506820906576,0.3422972267198061,0.019244236110070336,0.7974886008823536
HRV,C24_C25,2,3.72,2024.0,1.7812048979385535,0.49167303375395377,0.029517918611925854,0.23573517118921922,0.04909838682640244,0.7152063751135642
HUN,C24_C25,2,4.02,2024.0,1.9251793727020736,0.4805762802062976,0.0,0.15834187730773783,0.022302907831597864,0.7733873745082379
IRL,C24_C25,2,19.13,2024.0,1.8489452752377336,0.5038986969804866,0.01802328016130018,0.24139585220009646,0.0063166041286057085,0.7533892678026566
ITA,C24_C25,2,7.19,2024.0,1.8864821527948077,0.45369956579741216,0.005006538098720437,0.289427651278843,0.013953507133268582,0.7870353735481376
NLD,C24_C25,2,9.35,2024.0,2.043685051085409,0.514837866461636,0.01834505951204704,0.3273948443577861,0.026859855466627384,0.7837432602938323
NOR,C24_C25,2,16.56,2024.0,2.0164854424293646,0.5197236420193427,0.007099085245291093,0.30832197227099045,0.008250500517627048,0.7723670269833407
POL,C24_C25,2,3.33,2024.0,1.8368258797415558,0.4622571751306026,0.015516819067342365,0.2646412521368951,0.011607333105407463,0.7916164765282019
PRT,C24_C25,2,2.15,2024.0,1.7889497323640964,0.4749662220088528,0.01438824372772694,0.1904923601414687,0.020369011442576527,0.785202295732659
ROU,C24_C25,2,0.62,2024.0,1.8116687237390332,0.4667022827999655,0.018416389480703906,0.22183574217303315,0.030216688054407796,0.7363416152367908
SRB,C24_C25,2,8.12,2024.0,1.7530232115410211,0.4540092646469721,0.03386218114932086,0.21066904827091182,0.020369011442576527,0.759824864108814
SWE,C24_C25,2,15.84,2024.0,2.0987610875319684,0.5381247898478183,0.013449266415060668,0.3792154714100003,0.019244236110070336,0.8054260467836649
SVK,C24_C25,2,6.21,2024.0,1.8116685964659245,0.4964697599634554,0.03556211778562414,0.3029033043559868,0.03900430976907611,0.757877178796158
TUR,C24_C25,2,3.03,2024.0,1.7947979873129296,0.47372674108161617,0.029392709977444136,0.20316971627008282,0.014616555668336579,0.7952179220003763
AUT,C26,1,43.82,2024.0,1.8830139394072978,0.37985475798841456,0.05466492344897171,0.42473755035363275,0.1231983995809644,0.46247500197438235
CZE,C26,1,17.82,2024.0,1.8751138239537353,0.3759624284885332,0.036194477819954406,0.4636351827960974,0.08745636679159258,0.4363132632582103
DEU,C26,1,28.73,2024.0,1.8881903110044709,0.2973287831917294,0.028388741219533904,0.4407682315166013,0.09894954368089116,0.4474297168912585
DNK,C26,1,36.6,2024.0,1.8250644040252044,0.3254356327333189,0.022562240629256068,0.40466040788594654,0.055049984509061824,0.4357586611768707
GRC,C26,1,21.28,2024.0,1.76511022402791,0.3175475677917434,0.09008160951513229,0.37632839537907764,0.08850716904768874,0.4130787522631322
FRA,C26,1,15.71,2024.0,1.9060442870018715,0.3428289089830738,0.05822372651068056,0.3922780661671462,0.08257192690462405,0.4347811862299137
HRV,C26,1,87.87,2024.0,1.8023661556727428,0.36711006110616495,0.04850954508822895,0.433211108732453,0.1325801788766885,0.42605216494472925
HUN,C26,1,15.21,2024.0,1.8103586877443187,0.35737662414374793,0.05925694618638444,0.3994861143008796,0.11348788866422757,0.4484227798764933
IRL,C26,1,41.45,2024.0,1.882880598876696,0.361298698260242,0.01649310366050637,0.37114015347164503,0.0745476504641058,0.4257728855702929
ITA,C26,1,15.68,2024.0,1.8338558303702728,0.2937103295759901,0.027896644238449127,0.44100455242697356,0.13701138774702823,0.44888876658657584
NLD,C26,1,31.0,2024.0,1.9446556682685525,0.3783336132864258,0.03836413024580929,0.42815487203161184,0.11024155752135945,0.44095813124256344
NOR,C26,1,40.09,2024.0,1.9079272826885085,0.36171181001666647,0.02491016844758472,0.47685846713920044,0.10952497983332432,0.42987447250589084
POL,C26,1,11.9,2024.0,1.8700812708370396,0.38284329017541413,0.040801906428024816,0.36357963379860136,0.10378834722216172,0.4394981453834788
PRT,C26,1,25.32,2024.0,1.8352959482181115,0.3464029079018578,0.008196295540185266,0.4045038623957453,0.11624746192974598,0.4272885444946874
ROU,C26,1,9.74,2024.0,1.7766306101134108,0.38271085955489903,0.042970944851226774,0.3233337972221888,0.09565001762241006,0.44190410537758096
SRB,C26,1,11.11,2024.0,1.75788204787154,0.309920794404913,0.10381381773268455,0.44048580230393775,0.13652882837336852,0.40863093153868585
SWE,C26,1,31.77,2024.0,1.8830226420934437,0.35166989207766886,0.053443095844748684,0.41533241533595344,0.13574288227060352,0.43551393112561
SVK,C26,1,19.88,2024.0,1.8469068921007568,0.3293260219394243,0.07023060946343385,0.43013241189006335,0.10079161746341825,0.4269368957886193
TUR,C26,1,19.67,2024.0,1.7631798188367027,0.3183942309753626,0.02328848427839296,0.3653241287793347,0.09430594473251189,0.4461214017025043
AUT,C26-C33,8,32.48,2024.0,1.626902214333652,0.24265900324261913,0.03249883377830614,0.3372788452551342,0.09037614569709107,0.6884062437937424
BEL,C26-C33,8,29.61,2024.0,1.67353070725841,0.27240801409497445,0.03427683917338523,0.3231129818076791,0.0807362015628757,0.654410018996987
BGR,C26-C33,8,4.4,2024.0,1.527914186769035,0.2643968430452568,0.0740827286663525,0.29502627851585417,0.10135312386260328,0.6290970498634065
CZE,C26-C33,8,13.77,2024.0,1.5913834798059696,0.28989169210488036,0.03551561391461615,0.267218827568456,0.07871340194753278,0.6505479406006823
DEU,C26-C33,8,19.49,2024.0,1.7009107550833125,0.26401533106819686,0.053345769726559425,0.3453392915483742,0.08192154987734783,0.6719734692311443
DNK,C26-C33,8,27.75,2024.0,1.6625004085091826,0.26952499009222475,0.04463877575832774,0.3173262595555389,0.08062481418358683,0.6614986071221216
GRC,C26-C33,8,6.66,2024.0,1.4687022660988265,0.24692981247110557,0.04107252999239489,0.21231721231459588,0.0810159292875868,0.6222887421528791
ESP,C26-C33,8,12.38,2024.0,1.6050979112344574,0.2653783080230947,0.03893469906578515,0.25492008023138146,0.09741690105144168,0.6542307454480297
FIN,C26-C33,8,24.65,2024.0,1.6918305932644402,0.2918314665207052,0.05908373578685281,0.3173697586668015,0.08586541975934117,0.6640108064047177
FRA,C26-C33,8,12.48,2024.0,1.6083115219365323,0.2562247829894555,0.04309182588351823,0.2974559593477466,0.08368626065994109,0.6511927377960828
HRV,C26-C33,8,20.83,2024.0,1.5215261867488428,0.2560492996354149,0.07425624037152079,0.2646531586677431,0.10014336022936132,0.63548893100225
HUN,C26-C33,8,7.46,2024.0,1.5688004788622105,0.26422146937872437,0.021092506455738208,0.2325555415886167,0.08369525692635517,0.6405864667625238
IRL,C26-C33,8,13.52,2024.0,1.5897984424432168,0.24647970982916131,0.027112132455712853,0.2474691925698833,0.07845636006242375,0.6396105932209404
ITA,C26-C33,8,9.57,2024.0,1.5850526287492914,0.21724627888551454,0.03648251350506641,0.29162552563462374,0.09320295068423978,0.6597346671481321
NLD,C26-C33,8,21.8,2024.0,1.674589469986783,0.2798709882815565,0.04531898950011059,0.3160106110137987,0.08052326289939699,0.6373330144930422
NOR,C26-C33,8,16.9,2024.0,1.6457558232480625,0.28093207522389835,0.041100062052913236,0.2985037420354497,0.07842985944210847,0.6804362431838265
POL,C26-C33,8,6.98,2024.0,1.5653380497739457,0.3092761055193155,0.019866994343703974,0.20234609415789087,0.09354997264989642,0.6385162826077928
PRT,C26-C33,8,10.63,2024.0,1.5413513432837858,0.2756111798677572,0.023174777016243202,0.2285991209067439,0.09782402737948866,0.6249357956945976
ROU,C26-C33,8,2.41,2024.0,1.484901645024478,0.24548666771980432,0.02425384910822136,0.2044805201924635,0.09585803339965987,0.6507057522931559
SRB,C26-C33,8,5.96,2024.0,1.399314421285712,0.22389523756839658,0.053090653125408956,0.23476704133617093,0.08876932434071377,0.6040483209289886
SWE,C26-C33,8,24.35,2024.0,1.6725822244300492,0.2930807654278903,0.03422627237762034,0.2987938783997036,0.08078472811719159,0.6678631814074091
SVK,C26-C33,8,12.79,2024.0,1.5913442605177046,0.28377787993569803,0.07692550394806401,0.3124075227838763,0.10598679860083578,0.6368646467322934
TUR,C26-C33,8,6.9,2024.0,1.517183095353536,0.2234837835167354,0.050089363049451,0.2320567785151735,0.08745066568974456,0.654235040576132
AUT,C27,1,30.39,2024.0,1.6199848744937493,0.2191058024200377,0.09126556151725163,0.3373681186401356,0.05938421697123633,0.7756950397694616
BGR,C27,1,4.35,2024.0,1.4787768091599547,0.25114548379642837,0.12290919722018379,0.3247271738344981,0.07432255315071086,0.7044136085859456
CZE,C27,1,13.84,2024.0,1.6314526676834162,0.3739613216947407,0.04839534997652122,0.2280718440134972,0.07399124879344658,0.7253752603489846
DEU,C27,1,19.84,2024.0,1.6680398741057199,0.24136589626055538,0.06150004537250464,0.31165102648433896,0.08724420760420198,0.734950385902997
DNK,C27,1,31.92,2024.0,1.698306794635158,0.2612431929532592,0.09027059936388832,0.3290513195412772,0.07357103294808025,0.7702711667233249
GRC,C27,1,0.0,2024.0,1.4716184228817855,0.25346067527123867,0.05591234712863824,0.22438368350667104,0.09822226500626748,0.7059925066169297
ESP,C27,1,13.32,2024.0,1.6196553362085053,0.2068896477372395,0.051440949358563706,0.2709147982003971,0.09881936216594125,0.7616537604593641
FRA,C27,1,16.83,2024.0,1.6625165020262012,0.2766475118424629,0.07016147838263026,0.24436891946477746,0.09098352693867959,0.7365877922854918
HRV,C27,1,8.64,2024.0,1.6278606737948413,0.31078959860265043,0.11800615582630647,0.2804094011906613,0.10516020437069852,0.7233764074707008
HUN,C27,1,8.71,2024.0,1.5203567559076805,0.23756074648318676,0.022245262850758157,0.2665182303849796,0.058544222297878215,0.6927716299628576
IRL,C27,1,10.26,2024.0,1.6159792033205065,0.2760350017620946,0.0766929465959772,0.24530023945275456,0.07268028916909174,0.7680693794964112
NLD,C27,1,19.3,2024.0,1.6687682705097204,0.2765849155893724,0.03272073894902674,0.28357480936515955,0.08783460887774504,0.6954539235835309
NOR,C27,1,22.53,2024.0,1.6773101440755736,0.25808039384482945,0.10828713907462345,0.27770434846941927,0.05348011654862937,0.7735036069924934
POL,C27,1,7.87,2024.0,1.6265894797600593,0.35074447391329944,0.04314080079907529,0.2193082881635321,0.09232425688289383,0.7147960306536969
PRT,C27,1,12.79,2024.0,1.553768815202115,0.2711182491923702,0.026187558195737762,0.22604024304906756,0.1051111092703184,0.681995358367943
ROU,C27,1,1.58,2024.0,1.4649201032082377,0.23050771518158625,0.02822769792619635,0.21785423906223506,0.08800787934211379,0.7606068854151325
SRB,C27,1,1.57,2024.0,1.4677067175808294,0.22212532996932702,0.09758382510484272,0.23295791413720723,0.09822587585620614,0.6654604165525742
SVK,C27,1,14.61,2024.0,1.5881591336501428,0.30032381298593264,0.0884069037970513,0.34973938902100793,0.11508612252831003,0.6500992579160144
TUR,C27,1,6.74,2024.0,1.5335790809423528,0.23698161733117426,0.07653907896973558,0.19146709504581913,0.0738169254220192,0.7494593659677212
AUT,C27_C28,2,35.02,2024.0,1.6635519408688373,0.22253647667462328,0.06654950133908917,0.3613302126704588,0.07791487933071883,0.7321775101703468
BGR,C27_C28,2,5.09,2024.0,1.5248558636368759,0.2241358412343175,0.10341278772928314,0.29760025441261073,0.07811199100635957,0.6879443793332294
CZE,C27_C28,2,15.04,2024.0,1.6187565250346108,0.31318941733824546,0.04854752911696409,0.2646592708633692,0.06812965943245708,0.6885142910601831
DEU,C27_C28,2,20.05,2024.0,1.7455308700257854,0.24735448517445927,0.06328672295044943,0.362722759756382,0.0717775784090316,0.7289508874793826
DNK,C27_C28,2,32.03,2024.0,1.73352924622353,0.2644707627206807,0.08071400153878788,0.32849653847167415,0.07340997230329328,0.7227425965390968
GRC,C27_C28,2,5.52,2024.0,1.526256416523335,0.24984845564091493,0.05011474371399333,0.212930645607381,0.08750775047726367,0.68670008862186
ESP,C27_C28,2,12.69,2024.0,1.6792118027589624,0.23049682968763913,0.04331558195408209,0.26610755060298197,0.08220052841416964,0.722509385800136
FRA,C27_C28,2,12.9,2024.0,1.7106137193172044,0.25945252987503664,0.06545769514050212,0.31056042623486857,0.0736655069142393,0.7291421886022288
HRV,C27_C28,2,9.72,2024.0,1.5843093570682867,0.26192253237378366,0.09398352041797017,0.25048971682027577,0.08213547641681113,0.6930320248968062
HUN,C27_C28,2,8.88,2024.0,1.5955436716499047,0.2443082440681279,0.0248223748455651,0.23401064600255445,0.07636008522782817,0.6565401641134718
IRL,C27_C28,2,13.77,2024.0,1.6585190202572493,0.2782872634703204,0.06415401915619809,0.2525353240999377,0.06451401857377001,0.706967910635695
ITA,C27_C28,2,9.28,2024.0,1.6216856631188206,0.2035084520459359,0.07848880651482633,0.2703751322055665,0.07968985166609371,0.6959448268789609
NLD,C27_C28,2,25.18,2024.0,1.7407099143479607,0.286455481925733,0.05736334506898351,0.34891596269667946,0.07177636588935903,0.6940296878182577
NOR,C27_C28,2,18.52,2024.0,1.7409280467423787,0.28817654876826493,0.08342051764304878,0.319216508016156,0.07496282911941536,0.7451712520285394
POL,C27_C28,2,5.89,2024.0,1.6232143557236787,0.3385506525075337,0.026977219306745334,0.20348263459179317,0.0787062722966198,0.6873897931228495
PRT,C27_C28,2,12.73,2024.0,1.6026025386089886,0.29343453095755845,0.030178082865344173,0.2267268892176989,0.08902403093345758,0.6731151400734066
ROU,C27_C28,2,1.75,2024.0,1.5416477355026192,0.26556830593093944,0.020024822295273317,0.2136263245689703,0.0809193713291832,0.7092304860764049
SRB,C27_C28,2,5.07,2024.0,1.4578570404811204,0.2182176166107918,0.0800676858279594,0.23888467417878725,0.06099086865945765,0.6484864339062386
SVK,C27_C28,2,16.67,2024.0,1.6241551763787527,0.31021344309943977,0.10828243230719016,0.35772055282068616,0.114187935916408,0.6651075591245421
TUR,C27_C28,2,7.95,2024.0,1.5664008091952426,0.2165114050813693,0.07923155644682253,0.21129140541680705,0.06350354535163719,0.713549931096803
AUT,C28,1,22.77,2023.0,1.7071190072439253,0.22596715092920885,0.04183344116092672,0.38529230670078196,0.09644554169020135,0.688659980571232
BGR,C28,1,5.51,2024.0,1.5709349181137973,0.19712619867220665,0.0839163782383825,0.2704733349907234,0.08190142886200828,0.6714751500805131
CZE,C28,1,15.72,2024.0,1.606060382385805,0.25241751298175025,0.04869970825740696,0.3012466977132412,0.06226807007146758,0.6516533217713818
DEU,C28,1,20.13,2024.0,1.823021865945851,0.25334307408836315,0.0650734005283942,0.4137944930284251,0.056310949213861206,0.7229513890557682
DNK,C28,1,32.06,2024.0,1.7687516978119022,0.26769833248810226,0.07115740371368745,0.32794175740207104,0.07324891165850632,0.6752140263548688
GRC,C28,1,8.9,2024.0,1.5808944101648845,0.2462362360105912,0.044317140299348426,0.201477607708091,0.07679323594825987,0.6674076706267904
ESP,C28,1,12.52,2024.0,1.7387682693094197,0.25410401163803875,0.035190214549600474,0.2613003030055669,0.06558169466239801,0.683365011140908
FRA,C28,1,11.26,2024.0,1.7587109366082077,0.24225754790761045,0.06075391189837397,0.3767519330049597,0.056347486889799014,0.7216965849189658
HRV,C28,1,10.25,2024.0,1.5407580403417318,0.2130554661449169,0.06996088500963388,0.22057003244989018,0.059110748462923746,0.6626876423229116
HUN,C28,1,8.96,2024.0,1.6707305873921288,0.25105574165306904,0.02739948684037204,0.2015030616201293,0.0941759481577781,0.620308698264086
IRL,C28,1,15.03,2024.0,1.701058837193992,0.2805395251785462,0.051615091716418975,0.25977040874712076,0.05634774797844827,0.6458664417749788
NLD,C28,1,26.52,2024.0,1.8126515581862013,0.29632604826209363,0.08200595118894027,0.4142571160281993,0.05571812290097301,0.6926054520529844
NOR,C28,1,16.67,2024.0,1.804545949409184,0.31827270369170035,0.058553896211474096,0.3607286675628926,0.09644554169020135,0.7168388970645854
POL,C28,1,4.74,2024.0,1.619839231687298,0.326356831101768,0.010813637814415376,0.1876569810200542,0.06508828771034579,0.6599835555920022
PRT,C28,1,12.71,2024.0,1.6514362620158625,0.31575081272274663,0.03416860753495059,0.22741353538633022,0.07293695259659676,0.6642349217788701
ROU,C28,1,1.87,2024.0,1.6183753677970008,0.30062889668029263,0.011821946664350283,0.20939841007570556,0.07383086331625259,0.6578540867376774
SRB,C28,1,7.21,2024.0,1.4480073633814112,0.21430990325225657,0.06255154655107607,0.24481143422036727,0.023755861462709162,0.631512451259903
SVK,C28,1,17.92,2024.0,1.6601512191073626,0.32010307321294684,0.12815796081732903,0.3657017166203643,0.11328974930450594,0.6801158603330697
TUR,C28,1,8.44,2024.0,1.5992225374481324,0.19604119283156435,0.08192403392390947,0.23111571578779497,0.05319016528125518,0.6776404962258848
AUT,C29_C30,2,16.85,2023.0,1.6099214476854473,0.22366327877822376,0.017967194052871758,0.37818149605458995,0.05477678947055095,0.7478837798717594
BGR,C29_C30,2,16.45,2024.0,1.6130528529089483,0.2691571694789651,0.09399752998791966,0.33933967250842745,0.08873278215864895,0.7243062796461242
CZE,C29_C30,2,17.72,2024.0,1.6729048970669456,0.31154096822183974,0.022978919778777737,0.2596900899094998,0.06581673094662058,0.7351035247580933
DEU,C29_C30,2,20.85,2024.0,1.7784354634571793,0.31044639741248947,0.06823786551855802,0.39226116952752266,0.043585094888282785,0.7294881241720268
DNK,C29_C30,2,30.87,2024.0,1.735001721234212,0.2573482986811192,0.040325080309298295,0.32790878410933466,0.06577263812214995,0.7441385646301546
GRC,C29_C30,2,1.96,2024.0,1.5402360413568936,0.27196075723688845,0.01966197018120802,0.23853508529126052,0.06601834970290835,0.7068754010510413
ESP,C29_C30,2,17.1,2024.0,1.6770670851434155,0.295206056109899,0.027088101509451616,0.2753455936921342,0.07514885763296537,0.7341512675042442
FRA,C29_C30,2,11.21,2024.0,1.7286023029530089,0.27947782416654576,0.02515191226728724,0.3366943664481898,0.05339751192896814,0.735803909942411
HRV,C29_C30,2,25.51,2024.0,1.5615441321179588,0.2143515422558972,0.08287991937244563,0.3001931394749584,0.06598538974846285,0.7265292739978084
HUN,C29_C30,2,7.77,2024.0,1.7245054813501979,0.2854258251429115,0.021950893641089292,0.26968602972511246,0.04057272666276869,0.7456364317226113
IRL,C29_C30,2,12.82,2024.0,1.7366773972711993,0.26334797073938354,0.029445091696006887,0.26867096216783143,0.04166203396948738,0.7538269189847022
ITA,C29_C30,2,7.13,2024.0,1.7085769384058795,0.23172604651630124,0.031512395635791564,0.3557563048327853,0.06506879404278479,0.7546026000853829
NLD,C29_C30,2,14.3,2024.0,1.734093977020418,0.30582412968272826,0.041994104910786485,0.37315330206738784,0.05745509463673029,0.6938846742860125
NOR,C29_C30,2,20.51,2024.0,1.7008314191035359,0.2688561566968696,0.03389456114034781,0.32551268641963904,0.04166203396948738,0.7658696909916901
POL,C29_C30,2,13.29,2024.0,1.6471816795422218,0.36175795754146023,0.017873915193371143,0.16517635161168098,0.06997572872231458,0.7442605256868673
PRT,C29_C30,2,17.44,2024.0,1.650373957153957,0.2639969609409572,0.015752360305132947,0.26246934813913836,0.09295876167266144,0.6557219917188783
ROU,C29_C30,2,6.56,2024.0,1.522882809706942,0.19388393853384728,0.020042120839535753,0.21043467124105894,0.08438951184797469,0.7549760285792422
SRB,C29_C30,2,7.76,2024.0,1.4168044960512143,0.23273378217719154,0.02326456926646381,0.2152440636582105,0.07172532885155453,0.7037676350168816
SWE,C29_C30,2,9.42,2024.0,1.7771297903340646,0.3724386872389145,0.025629464496815482,0.3123552467762859,0.036755099289957585,0.7360875667942155
SVK,C29_C30,2,15.85,2024.0,1.6731185139882954,0.2784939685781551,0.06677393580288157,0.31672030513985816,0.10236919675378577,0.7138537733015338
TUR,C29_C30,2,8.38,2024.0,1.5770873585880283,0.1924199408876213,0.0491313111932694,0.21435678131916014,0.07448662024916533,0.7320238700024001
AUT,C31-C33,3,28.32,2024.0,1.5284189993844501,0.2230059190156148,0.012097451997851843,0.264823264745781,0.1114758094644082,0.6948841227637818
CZE,C31-C33,3,9.72,2024.0,1.4242103900969696,0.23123677907677967,0.034959178568497035,0.20847223873527088,0.09145268934350474,0.6402782099702319
DEU,C31-C33,3,15.68,2024.0,1.5570543542320336,0.23306403339331597,0.04510941321830886,0.27065941410086103,0.10856583624775425,0.6704933378850256
DNK,C31-C33,3,16.35,2024.0,1.5126256430442575,0.2623753884002931,0.03082326724706451,0.2737130077987823,0.10386110270291543,0.6408226244871996
GRC,C31-C33,3,6.64,2024.0,1.2838409963340813,0.20475750207383148,0.03298173421120806,0.13975928044680214,0.08418935496422054,0.5926934018713661
ESP,C31-C33,3,9.0,2024.0,1.4267407302844122,0.2409057795366304,0.05064799247072094,0.17456923553028655,0.12228573529614724,0.6284879281142891
FRA,C31-C33,3,11.98,2024.0,1.3606719479833196,0.20970288228313497,0.035097221913962175,0.23095334108290336,0.11093070689616329,0.6149561730164897
HRV,C31-C33,3,20.45,2024.0,1.359378786648503,0.24291206223926423,0.06393783276770187,0.19421614933967443,0.12410832354255137,0.606245561761347
HUN,C31-C33,3,4.29,2024.0,1.36664894571772,0.23230899748798936,0.005312189495404149,0.15118828898424005,0.10740284765514004,0.6239719208505105
IRL,C31-C33,3,8.22,2024.0,1.3483713685373806,0.17575617065121352,0.004401911426928842,0.18873360485062782,0.11358370831625646,0.5898407336521453
ITA,C31-C33,3,9.41,2024.0,1.3953466655248858,0.19126363479455066,0.01465368650028212,0.2132455928577708,0.10636497543637768,0.642631238889931
NLD,C31-C33,3,18.77,2024.0,1.5008174362963171,0.22535835658303452,0.041824295265178495,0.21859716218354772,0.09182720820721257,0.6272924201644113
NOR,C31-C33,3,10.52,2024.0,1.458200123868054,0.25722646028141716,0.02308672346964266,0.20723769342426923,0.09488805650857927,0.663844528974754
POL,C31-C33,3,5.61,2024.0,1.3706103522742417,0.23024944462704064,0.009477259773791347,0.17262371568585913,0.11574914397971364,0.6017771592864766
PRT,C31-C33,3,7.49,2024.0,1.329853935508761,0.2478745157477228,0.028447011416268698,0.1486322100481771,0.10079305729797507,0.6381745191591744
ROU,C31-C33,3,0.44,2024.0,1.324507153221098,0.2207593310913207,0.023641987248308658,0.1547961242324869,0.11353216107351771,0.6117762945521238
SRB,C31-C33,3,4.76,2024.0,1.2291034164498293,0.19311276952209763,0.038082299027246885,0.17646435090381138,0.10273112377677246,0.5730824993489944
SVK,C31-C33,3,3.01,2024.0,1.4297666037689283,0.2544940647303234,0.06502022863364491,0.2400820181532862,0.10466283533429349,0.6366858710725255
TUR,C31-C33,3,4.76,2024.0,1.362436202808347,0.21720444840684647,0.04023356161234372,0.213277908623373,0.10977301652794653,0.632203773569382
AUT,D,1,29.51,2023.0,1.4404567874754421,0.14577044763785557,0.08604123618538374,0.4108943934926547,0.022526814743766298,0.29122452570318397
BGR,D,1,14.35,2024.0,1.4039766679415413,0.11023741922921071,0.11600171827316781,0.4284616254994306,0.046736876794876,0.33403090050349854
CZE,D,1,10.79,2024.0,1.528898462336585,0.18184441202089394,0.04277444290528856,0.3717129673659961,0.032128301242652466,0.29926682683676736
DEU,D,1,32.15,2024.0,1.5503894432793892,0.12295117336031187,0.09735010486625795,0.4622409520914937,0.022904191453932046,0.3534335799753057
DNK,D,1,48.36,2024.0,1.6307979509806716,0.16398186947070476,0.0821808959521516,0.4587303357171754,0.03250123334897278,0.3283579091927928
GRC,D,1,12.95,2024.0,1.4288125508935305,0.1015942754835983,0.07559878359574773,0.3886575353831621,0.028752995471573548,0.34343250601286396
FRA,D,1,18.77,2024.0,1.559635597097955,0.1606242438115081,0.08670404402030579,0.40861368863240893,0.04177814177834225,0.3332058860084665
HRV,D,1,10.42,2023.0,1.407709467592088,0.11501555869955611,0.09186584563235418,0.4021601269208742,0.05624207491971752,0.256868066166087
HUN,D,1,6.41,2024.0,1.5400744069334211,0.16305169240770273,0.06307774905903023,0.3439495717418022,0.030140544009235243,0.405581315596987
IRL,D,1,36.67,2024.0,1.4955143566927749,0.12715306874211385,0.06268955250017463,0.4320723131504761,0.042750183392289545,0.3079257924165859
NLD,D,1,46.84,2024.0,1.5516985728911268,0.11018500632584767,0.02732432937701749,0.4091003543353407,0.02215388263744598,0.3568531711060681
