iso3,country_name,region,income_level,mean_task_exposure,share_exposed,share_high_exposure,substitution_share,augmentation_share,sub_only_share,both_share,aug_only_share,neither_share,substitution_minus_augmentation,task_exposure_sd,gdp,population,gdp_per_capita,log_gdp_per_capita,log_population,goods_trade_openness,services_trade_openness,goods_trade_automation_intensity,goods_trade_value_per_capita_exposed,goods_autonomous_execution_trade_share,goods_supervised_machine_trade_share,goods_human_uses_tool_trade_share,llm_dominant_share,robotics_physical_dominant_share,software_rules_dominant_share,domain_tools_dominant_share,turnkey_share,configure_and_train_share,integration_and_data_share,capex_and_governance_share,manufacturing_value_added_pct_gdp,trade_pct_gdp,internet_users_pct,fixed_broadband_per_100,sub_only_share_exposed,aug_only_share_exposed,both_share_exposed,country_name_owid,year,informal_share,owid_gdp_pc,owid_population,owid_region,informal_share_pp,share_exposed_pp,sub_only_share_pp,aug_only_share_pp,both_share_pp,substitution_share_pp,augmentation_share_pp,sub_minus_aug_pp,sub_only_share_exposed_pp,aug_only_share_exposed_pp
MOZ,Mozambique,Sub-Saharan Africa,Low income,0.656221737511305,0.20130871947651224,0.00899079640368143,0.08772676490929404,0.00787359685056126,0.08772676490929404,0.10570835771665692,0.00787359685056126,0.7986912805234878,0.07985316805873278,0.8149695658714496,22745341305.0622,34631766,656.7768246373055,6.4873442722497,17.36028191132437,0.5655263936680165,NA,0.9095016185159076,4.940694996610915,4.439800679154827e-5,0.00299624619723595,0.9483549355342428,0,0,0,0,0,0,0,0,6.44434299229208,95.659420351194,19.8434,0.197785,0.4357822410147991,0.039112050739957716,0.525105708245243,Mozambique,2015,95.67,1512.5997,26547576,Africa,95.67,20.130871947651226,8.772676490929404,0.7873596850561261,10.570835771665692,8.772676490929404,0.7873596850561261,7.985316805873278,43.57822410147991,3.9112050739957716
GHA,Ghana,Sub-Saharan Africa,Lower middle income,0.87498005000798,0.2868010852795659,0.01755599297760281,0.09591956163217534,0.01532159387136245,0.09591956163217534,0.1756131297547481,0.01532159387136245,0.7131457147417141,0.08059796776081289,0.8678802363031181,82308110386.4641,34427414,2390.7723765271508,7.779371762812391,17.354363723577247,0.21769796120780263,NA,0.9754893545037284,3.711269048555317,2.7947338473451e-4,0.00579683621910438,0.888292425697705,0,0,0,0,0,0,0,0,9.83621907142742,69.7884227390592,69.9445,0.555477,0.33444629938786863,0.05342237061769616,0.6123168243368577,Ghana,2015,78.05,5607.366,28696071,Africa,78.05,28.680108527956587,9.591956163217533,1.532159387136245,17.56131297547481,9.591956163217533,1.532159387136245,8.059796776081289,33.44462993878686,5.342237061769616
PER,Peru,Latin America & Caribbean,Upper middle income,1.2905250837899664,0.4635314145874342,0.07878916848433261,0.1612491355003458,0.03468638612544555,0.1612491355003458,0.2677022929190828,0.03468638612544555,0.5363621854551258,0.12656274937490025,0.9312838423440328,289221969062.941,34217848,8452.37167056622,9.042202352043388,17.34825793725037,0.22696685125504587,NA,1.4013703482337232,79.06469500945822,3.3209079681208e-4,0.00325245411750132,0.9362343884164936,0,0,0,0,0,0,0,0,12.1140270326731,51.4758878672647,81.9571,10.4364,0.3478709973602663,0.07483071272810742,0.5775278319752094,Peru,2023,71.65,15327.582,33845616,South America,71.65,46.353141458743416,16.12491355003458,3.468638612544555,26.770229291908283,16.12491355003458,3.468638612544555,12.656274937490025,34.787099736026626,7.483071272810742
MDG,Madagascar,Sub-Saharan Africa,Low income,0.5774325690269724,0.175134329946268,0.00899079640368143,0.08097036761185296,0.00617119753152098,0.08097036761185296,0.08799276480289409,0.00617119753152098,0.824865670053732,0.07479917008033198,0.7938740723572882,17420501490.1231,31964956,544.9875010033832,6.300762860461511,17.280150735676465,0.24041662264284244,NA,0.656424304915578,1.177059965294493,6.38640912888189e-5,0.00163186908542173,0.9067201775468724,0,0,0,0,0,0,0,0,12.6451562899679,54.9795881437152,20.3671,0.124487,0.46233292831105716,0.0352369380315917,0.5024301336573512,Madagascar,2022,96.08,1602.7136,30437261,Africa,96.08,17.5134329946268,8.097036761185295,0.617119753152098,8.799276480289409,8.097036761185295,0.617119753152098,7.479917008033198,46.233292831105715,3.5236938031591696
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,0.8720008511996595,0.2945150821939671,0.01883279246688301,0.1086875565249774,0.01457679416928233,0.1086875565249774,0.1712507314997074,0.01457679416928233,0.7054849178060328,0.09411076235569506,0.880895397287439,87113179149.284,31934230,2727.893522069704,7.911284986702229,17.279189033210702,0.2528884499238376,NA,1.3218105519191692,218.98217627292092,8.79435530151407e-6,5.2056666928357e-4,0.960146539831812,0,0,0,0,0,0,0,0,12.918437529424,51.2640379409119,40.6528,1.36337,0.3690390173410405,0.04949421965317918,0.5814667630057804,Cote d'Ivoire,2022,92.12,6272.264,30395004,Africa,92.12,29.45150821939671,10.86875565249774,1.457679416928233,17.125073149970742,10.86875565249774,1.457679416928233,9.411076235569507,36.90390173410405,4.949421965317918
NPL,Nepal,South Asia,Lower middle income,0.7677288929084428,0.24535830185667928,0.01223599510560195,0.08905676437729425,0.01383199446720221,0.08905676437729425,0.1424695430121828,0.01383199446720221,0.7546416981433207,0.07522476991009204,0.8473380813098076,42914268286.7109,29651054,1447.31004458428,7.277461970842152,17.2050082308369,0.02852496423384367,NA,0.6255663707225184,3.1359586070700893,4.87019266917998e-6,0.0019588093196754,0.9806839867244376,0,0,0,0,0,0,0,0,4.36587696111805,40.5298226771909,55.7716,4.83217,0.36296617519514307,0.05637467476149174,0.580659150043365,Nepal,2017,81.56,4071.7043,28011258,Asia,81.56,24.53583018566793,8.905676437729424,1.3831994467202209,14.24695430121828,8.905676437729424,1.3831994467202209,7.522476991009204,36.29661751951431,5.637467476149173
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,0.7526732989306805,0.2453051018779593,0.011703995318401871,0.09325956269617491,0.01117199553120178,0.09325956269617491,0.14087354365058255,0.01117199553120178,0.7546948981220407,0.08208756716497315,0.8506364611495402,53296694320.2057,29123744,1830.0083368472715,7.512075801479336,17.187064344456733,0.12637687083430363,NA,0.8726880975380626,5.197906010985401,5.698655447129032e-5,0.00266519862286878,0.9693503180602334,0,0,0,0,0,0,0,0,12.880227254442,34.4031785915423,41.9088,2.12862,0.38017783561049656,0.04554326610279762,0.5742788982867056,Cameroon,2014,87.1,4588.4863,22059894,Africa,87.1,24.53051018779593,9.32595626961749,1.117199553120178,14.087354365058255,9.32595626961749,1.117199553120178,8.208756716497314,38.017783561049654,4.5543266102797615
VEN,"Venezuela, RB",Latin America & Caribbean,Not classified,1.112730754907698,0.4042134383146247,0.05777517688992924,0.16518593392562644,0.02234399106240357,0.16518593392562644,0.21668351332659463,0.02234399106240357,0.5957865616853754,0.14284194286322288,0.9560798116157504,119802963257.783,28405543,4217.591026433925,8.347019397218375,17.162094860143405,0.06287174150937096,NA,0.9510258513291788,5.660490067026707,2.99538920192697e-6,4.628420599621e-4,0.9088158015119544,0,0,0,0,0,0,0,0,NA,26.0811657596499,NA,10.6381,0.40866017372992897,0.055277704659120803,0.5360621216109501,Venezuela,2017,58.34,NA,30565331,South America,58.34,40.42134383146247,16.518593392562643,2.2343991062403568,21.668351332659462,16.518593392562643,2.2343991062403568,14.284194286322288,40.8660173729929,5.527770465912081
NER,Niger,Sub-Saharan Africa,Low income,0.39048784380486246,0.09852636058945576,0.00393679842528063,0.05256157897536841,0.00319199872320051,0.05256157897536841,0.04277278289088684,0.00319199872320051,0.9014736394105444,0.0493695802521679,0.6714216279846262,19876128485.7857,27032412,735.2702557872269,6.6002381265782235,17.112547148455736,0.08684160772226807,NA,0.5018605700324612,1.2891366482576545,0,0.00236881896587272,0.9395334572611131,0,0,0,0,0,0,0,0,6.9938602495652,49.9759837351389,23.1879,0.107619,0.5334773218142549,0.03239740820734341,0.43412526997840173,Niger,2022,98.49,1717.5189,25311978,Africa,98.49,9.852636058945576,5.256157897536841,0.319199872320051,4.277278289088684,5.256157897536841,0.319199872320051,4.93695802521679,53.34773218142549,3.2397408207343408
MLI,Mali,Sub-Saharan Africa,Low income,0.5009841996063201,0.14034154386338246,0.00489439804224078,0.0675107729956908,0.00404319838272064,0.0675107729956908,0.068787572484971,0.00404319838272064,0.8596584561366175,0.06346757461297016,0.7417949253310263,26794747239.8805,24478595,1094.6194926579938,6.998162086570619,17.013309620170464,0.3450110004113339,NA,0.6908763066324796,5.390964963471147,6.229948461399003e-5,0.00242882086388777,0.9266742831105548,0,0,0,0,0,0,0,0,7.6247356103148904,49.8960414309506,35.0921,0.77422,0.48104624715693706,0.0288097043214556,0.4901440485216072,Mali,2022,95.42,2813.811,23072641,Africa,95.42,14.034154386338246,6.75107729956908,0.404319838272064,6.8787572484971,6.75107729956908,0.404319838272064,6.346757461297016,48.1046247156937,2.88097043214556
BFA,Burkina Faso,Sub-Saharan Africa,Low income,0.48098100760759693,0.14278874288450286,0.00404319838272064,0.05718997712400915,0.01255519497792201,0.05718997712400915,0.07554396978241208,0.01255519497792201,0.8547108581156567,0.04463478214608714,0.7425554236743989,23124729853.0218,23548781,981.9926497690816,6.889583823366252,16.974584614878925,0.35598145735416215,NA,0.5171379649307237,1.8981632212724728,1.5217850260345e-4,7.3097702455226e-4,0.9759245772747884,0,0,0,0,0,0,0,0,9.49858147123838,60.5024222912348,17.0226,0.0669065,0.400521609538003,0.08792846497764531,0.5290611028315946,Burkina Faso,2023,95.15,2486.2068,23025777,Africa,95.15,14.278874288450286,5.718997712400915,1.2555194977922008,7.554396978241209,5.718997712400915,1.2555194977922008,4.463478214608714,40.052160953800296,8.79284649776453
LKA,Sri Lanka,South Asia,Lower middle income,1.1544395382241848,0.44278342288663086,0.04277278289088684,0.14076714369314253,0.0668191732723307,0.14076714369314253,0.24392190243123904,0.0668191732723307,0.5484917806032877,0.07394797042081183,0.9372122855285908,98963185509.6499,21916000,4515.567873227318,8.415286232743277,16.902727521640443,0.13764425927530138,NA,1.0706771415645873,185.2796962493156,2.435056464307266e-5,0.00245447119871356,0.9086308494237396,0,0,0,0,0,0,0,0,17.5917877693489,42.3975008711047,51.2,8.76545,0.31791421362489486,0.15090712483479515,0.5508830950378469,Sri Lanka,2022,67.04,13249.065,22834965,Asia,67.04,44.27834228866308,14.076714369314253,6.681917327233069,24.392190243123903,14.076714369314253,6.681917327233069,7.3947970420811835,31.791421362489487,15.090712483479516
MWI,Malawi,Sub-Saharan Africa,Low income,0.5667925732829707,0.16731393307442677,0.00425599829760068,0.06261637495345002,0.0169175932329627,0.06261637495345002,0.09038676384529448,0.0169175932329627,0.8300792679682928,0.04569878172048731,0.7727810889854222,11316411329.4619,21655286,522.5703936425454,6.25875969943914,16.89076013965517,0.0996258819317421,NA,0.5632460299945748,0.9350461129906112,8.388345625884007e-6,0.01187820745649514,0.956867283940458,0,0,0,0,0,0,0,0,10.9664606994782,42.4376683990967,17.9881,0.0795566,0.3742448330683625,0.10111287758346578,0.5402225755166933,Malawi,2013,87.08,1555.5061,16161816,Africa,87.08,16.731393307442676,6.261637495345002,1.69175932329627,9.038676384529449,6.261637495345002,1.69175932329627,4.569878172048731,37.42448330683625,10.111287758346577
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,0.811502447329219,0.2677165354330709,0.01489678655032985,0.10081932326026814,0.0155352202596297,0.10081932326026814,0.151361991913173,0.0155352202596297,0.7322834645669292,0.08528410300063843,0.8648620944262548,25303185342.2511,21314956,1187.1094335006414,7.079276583705229,16.87491954390533,0.616331847435797,NA,0.8895209394727115,18.199707332260033,1.3499172028382e-4,0.00117126497959502,0.9496323330311592,0,0,0,0,0,0,0,0,9.04858570665344,62.5348874064443,33,0.68139,0.37658982511923683,0.05802861685214623,0.5653815580286168,Zambia,2023,83.83,3673.4841,20723967,Africa,83.83,26.77165354330709,10.081932326026815,1.55352202596297,15.136199191317301,10.081932326026815,1.55352202596297,8.528410300063843,37.65898251192368,5.802861685214623
TCD,Chad,Sub-Saharan Africa,Low income,0.3683034526786189,0.09852636058945576,0.00281959887216045,0.04724158110336755,0.00558599776560089,0.04724158110336755,0.04633718146512741,0.00558599776560089,0.9008352396659042,0.04165558333776666,0.66406862302866,19518819751.283,20299123,961.5597556250584,6.8685567114337,16.82608824110834,0.2288344251811847,NA,0.5911367436299091,0.08812390564853467,1.4417347456122e-5,0.02253154392855593,0.922007501679558,0,0,0,0,0,0,0,0,7.14535399141811,47.8679892951699,13.1832,0,0.47948164146868244,0.05669546436285094,0.47030237580993517,Chad,2018,96.92,2552.3704,16156535,Africa,96.92,9.852636058945576,4.724158110336755,0.558599776560089,4.633718146512741,4.724158110336755,0.558599776560089,4.165558333776666,47.948164146868244,5.669546436285094
CHL,Chile,Latin America & Caribbean,High income,1.4683726126509549,0.5349789860084055,0.1274671490131404,0.20162791934883223,0.04420918231632707,0.20162791934883223,0.2895142841942863,0.04420918231632707,0.4646486141405544,0.1574187370325052,0.9445004241062764,330267137371.592,19764771,16709.889397230658,9.723756002610662,16.799411668508693,0.2974193048474011,NA,1.6456189143777726,354.17567924262823,7.4760026022273e-4,0.00498164241127815,0.9342793387285376,0,0,0,0,0,0,0,0,9.01046913453608,63.859857248066,94.4574,22.9954,0.3768894192521877,0.08263723150357995,0.5411694510739857,Chile,2024,27.47,30182.787,19764774,South America,27.47,53.49789860084056,20.162791934883224,4.420918231632707,28.95142841942863,20.162791934883224,4.420918231632707,15.74187370325052,37.68894192521877,8.263723150357995
ROU,Romania,Europe & Central Asia,High income,1.4392722242911102,0.5237005905197638,0.12299835080065968,0.19976592009363195,0.04426238229504708,0.19976592009363195,0.2798850880459648,0.04426238229504708,0.4760866095653562,0.15550353779858486,0.952450666920548,382564217988.866,19051804,20080.209621559512,9.907490013071868,16.762672353216125,0.28600232862129393,NA,1.543442038709256,8280.226991155274,0.00141487261248367,0.00245688449758996,0.907556129982834,0,0,0,0,0,0,0,0,13.1961348200611,77.2149837939003,91.2905,34.6706,0.3814506298252742,0.08451848841934173,0.5344372206420155,Romania,2023,2.55,40116.855,19118482,Europe,2.55,52.370059051976384,19.976592009363195,4.426238229504708,27.988508804596478,19.976592009363195,4.426238229504708,15.550353779858487,38.14506298252742,8.451848841934172
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa,Low income,0.46156301537479383,0.13736234505506198,0.00393679842528063,0.0600095759961696,0.00962919614832154,0.0600095759961696,0.06921317231473108,0.00962919614832154,0.8611480555407778,0.05038037984784806,0.7341624357212565,11967000000,19009151,629.5388994490074,6.44498764577539,16.7604310527624,0.08032372833625805,NA,0.4025890419442749,0.09765412458452248,1.294421922534e-4,4.1089946006497e-4,0.9429195902807942,0,0,0,0,0,0,0,0,NA,130.325060583271,27.6,0.722963,0.43687064291247096,0.07010069713400464,0.5038729666924865,Somalia,2019,82.49,1491.2949,16030969,Africa,82.49,13.736234505506198,6.00095759961696,0.962919614832154,6.9213172314731075,6.00095759961696,0.962919614832154,5.038037984784806,43.6870642912471,7.010069713400465
SEN,Senegal,Sub-Saharan Africa,Lower middle income,0.8927488429004629,0.32542426983029205,0.01425759429696228,0.09863276054689578,0.04229398308240677,0.09863276054689578,0.19024312390275044,0.04229398308240677,0.668830132467947,0.05633877746448901,0.896452599554924,32808056600.9436,18501984,1773.2182992344822,7.48055142271077,16.733388527541653,0.18033508656010536,NA,0.8793054706675254,20.454242474752977,7.876122730356153e-5,0.00250483749039824,0.9450121262014268,0,0,0,0,0,0,0,0,13.8542329986186,68.1405147656211,60.6122,1.97393,0.3030897498773909,0.1299656694458068,0.5846002942618932,Senegal,2022,95.1,4228.734,17651099,Africa,95.1,32.5424269830292,9.863276054689578,4.229398308240677,19.024312390275043,9.863276054689578,4.229398308240677,5.633877746448901,30.30897498773909,12.996566944580678
GTM,Guatemala,Latin America & Caribbean,Upper middle income,1.0893227642708945,0.418790232483907,0.02968558812576474,0.13411714635314145,0.05979677608128957,0.13411714635314145,0.23333510666595733,0.05979677608128957,0.5727509708996117,0.07432037027185188,0.9268341259270642,113199581158.203,18406359,6150.025714385067,8.724211541992647,16.72820676070013,0.1327151523202552,NA,0.9252995191643276,64.34095607936366,1.096245219117e-4,0.0023902170790536,0.9391949685504029,0,0,0,0,0,0,0,0,13.587559280005,47.344196760267,56.0535,5.08083,0.3202489837398374,0.14278455284552846,0.5571646341463414,Guatemala,2023,83.19,12384.948,18124841,North America,83.19,41.8790232483907,13.411714635314146,5.979677608128957,23.333510666595732,13.411714635314146,5.979677608128957,7.4320370271851885,32.02489837398374,14.278455284552846
ECU,Ecuador,Latin America & Caribbean,Upper middle income,1.2714794914082037,0.5024205990317604,0.06336117465553014,0.1612491355003458,0.08400276639889344,0.1612491355003458,0.26908549236580304,0.08400276639889344,0.4856626057349578,0.07724636910145237,0.955565430005806,124676074700,18135478,6874.705739765999,8.83560412013018,16.713380688223296,0.29423878643333645,NA,1.1103790533473563,45.19916183074965,8.619442268534869e-5,0.0037537925906272,0.9124885306076512,0,0,0,0,0,0,0,0,12.8762268451495,57.2031395531255,77.1727,16.0679,0.3209445150360017,0.16719610334603982,0.5355781448538754,Ecuador,2024,68.63,13935.539,18135478,South America,68.63,50.24205990317604,16.12491355003458,8.400276639889343,26.908549236580303,16.12491355003458,8.400276639889343,7.724636910145237,32.09445150360017,16.71961033460398
NLD,Netherlands,Europe & Central Asia,High income,1.5949138114492445,0.5845924664822303,0.165779953181528,0.22164290274526496,0.05831027878271973,0.22164290274526496,0.3050117046180038,0.05831027878271973,0.4150351138540115,0.16333262396254522,0.939930045901428,1214927698572.66,17993485,67520.42189562833,11.120185377704528,16.705520305898293,0.49196426281514555,1.9409887541212956,1.8820269811738644,40800.2772794153,3.0774859263056e-4,0.02304038787640753,0.9283287186851144,0,0,0,0,0,0,0,0,10.0682519361509,153.83065216636,97.0068,43.2644,0.3791408809610484,0.09974517655624317,0.5217510010921004,Netherlands,2023,2.43,70198.93,18092526,Europe,2.43,58.45924664822303,22.164290274526497,5.831027878271973,30.50117046180038,22.164290274526497,5.831027878271973,16.333262396254522,37.91408809610484,9.974517655624316
KHM,Cambodia,East Asia & Pacific,Lower middle income,0.9266904293238284,0.34292706282917484,0.01553439378624248,0.1163483534606586,0.03708038516784593,0.1163483534606586,0.193807522476991,0.03708038516784593,0.6527637388945045,0.07926796829281268,0.903286764171139,46352647037.2406,17638801,2627.8796975622436,7.873932601373377,16.685611635711275,0.7155598801801356,NA,0.6135067626702848,89.07487283290968,1.026193255587818e-5,2.3151390347677e-4,0.9156993213012607,0,0,0,0,0,0,0,0,27.8057723910919,143.447009703011,60.7171,3.64182,0.3392801737511635,0.10812907229289483,0.5651566863170959,Cambodia,2019,89.4,6448.885,16481305,Asia,89.4,34.292706282917486,11.63483534606586,3.708038516784593,19.3807522476991,11.63483534606586,3.708038516784593,7.926796829281269,33.92801737511635,10.812907229289483
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,0.8637016545193382,0.31265627493749004,0.01537479385008246,0.10448475820609672,0.03798478480608608,0.10448475820609672,0.17524072990370804,0.03798478480608608,0.6822897270841092,0.06649997340001064,0.8969575417906949,41539411516.4448,16634373,2497.2033220876315,7.822926713511721,16.626981775110302,0.21840073979884003,NA,0.7838062237495124,3.419378476122905,4.821358256652027e-5,0.01146260459002541,0.9298086430824376,0,0,0,0,0,0,0,0,15.5645508202725,41.4865312656314,38.4266,1.57458,0.33418410753785943,0.12149055640632976,0.560490045941807,Zimbabwe,2023,88.07,5218.0225,16340829,Africa,88.07,31.265627493749005,10.448475820609673,3.7984784806086083,17.524072990370804,10.448475820609673,3.7984784806086083,6.649997340001064,33.41841075378594,12.149055640632977
BEN,Benin,Sub-Saharan Africa,Lower middle income,0.7209129116348354,0.2461563015374794,0.00728839708464116,0.08676916529233389,0.02617438953024418,0.08676916529233389,0.13661754535298185,0.02617438953024418,0.7504388998244401,0.0605947757620897,0.8500962750692082,21482643706.4249,14462724,1485.3801888513465,7.3034260378979345,16.48708513869602,0.08541028008816473,NA,0.7218931001655493,4.212049749410968,4.99321501134756e-5,0.00350448785148147,0.936834627954674,0,0,0,0,0,0,0,0,10.1743449588896,40.6398022401523,32.2083,0.17088,0.3524962178517398,0.10633239680138316,0.5550032418413658,Benin,2022,96.35,3588.3252,13759507,Africa,96.35,24.61563015374794,8.676916529233388,2.617438953024418,13.661754535298185,8.676916529233388,2.617438953024418,6.05947757620897,35.24962178517398,10.633239680138317
RWA,Rwanda,Sub-Saharan Africa,Low income,0.8567324573070171,0.3005798797680481,0.01149119540352183,0.09687716124913552,0.04383678246528701,0.09687716124913552,0.1657179337128265,0.04383678246528701,0.693568122572751,0.05304037878384849,0.8774203639384491,14251642235.0968,14256567,999.6545616554672,6.907409780960036,16.472728200629085,0.09604393419511788,NA,0.8152742124544894,0.5211852895581384,0.00116050798512008,0.01486324676001372,0.922642264079648,0,0,0,0,0,0,0,0,8.94087746646115,69.9544135680561,34.2005,0.445556,0.32230088495575226,0.14584070796460175,0.5513274336283185,Rwanda,2023,86.78,3062.999,13954473,Africa,86.78,30.05798797680481,9.687716124913551,4.383678246528701,16.571793371282652,9.687716124913551,4.383678246528701,5.304037878384849,32.230088495575224,14.584070796460175
BDI,Burundi,Sub-Saharan Africa,Low income,0.3825078469968612,0.09427036229185508,0.00223439910624035,0.04601798159280736,0.00664999734000106,0.04601798159280736,0.04271958291216683,0.00664999734000106,0.9046124381550248,0.0393679842528063,0.6585392281340259,3082433067.32634,14047786,219.42483088269853,5.391009717748471,16.457975361255812,0.11766003351196296,NA,0.14662718625483703,0.07369189707189445,9.2334381869977e-4,3.7877465166575e-4,0.9462567552994212,0,0,0,0,0,0,0,0,11.5378154113804,NA,11.0784,0.0203441,0.48814898419864555,0.0705417607223476,0.4531602708803611,Burundi,2014,98.31,1022.29156,10799789,Africa,98.31,9.427036229185507,4.601798159280736,0.6649997340001059,4.2719582912166825,4.601798159280736,0.6649997340001059,3.93679842528063,48.814898419864555,7.0541760722347595
BOL,Bolivia,Latin America & Caribbean,Lower middle income,0.9843592062563176,0.3643666542533383,0.01963079214768314,0.11767835292865884,0.04787998084800766,0.11767835292865884,0.20396871841251263,0.04787998084800766,0.6304729478108209,0.06979837208065118,0.9070020046351384,54881327452.9667,12413315,4421.166098899987,8.394158763557042,16.334280244797387,0.20886473715169515,NA,1.096720701862154,27.1360872579162,4.7283538697772867e-5,0.00420512923101619,0.9417633111873986,0,0,0,0,0,0,0,0,13.0661500585552,46.9778716148403,70.2368,10.9975,0.3229668564753979,0.1314060446780552,0.5597897503285151,Bolivia,2023,84.47,11616.157,12244161,South America,84.47,36.43666542533383,11.767835292865884,4.787998084800766,20.39687184125126,11.767835292865884,4.787998084800766,6.979837208065118,32.29668564753979,13.14060446780552
TUN,Tunisia,Middle East & North Africa,Lower middle income,1.2486567005373197,0.49289780284087886,0.05304037878384848,0.1588019364792254,0.07181997127201149,0.1588019364792254,0.2720646911741235,0.07181997127201149,0.4973134010746395,0.08698196520721392,0.9420564025352864,51332285656.5422,12277109,4181.137893012288,8.33833871168147,16.32324702951405,0.48040569517981496,NA,1.1311046778274323,2223.8182080162355,1.6266631633935988e-5,0.00192809978047254,0.8538320196952727,0,0,0,0,0,0,0,0,14.7948868494485,106.298549204247,72.3542,14.1436,0.3221802482460874,0.1457096600107933,0.5519697787371829,Tunisia,2019,36.91,13243.902,11875084,Africa,36.91,49.28978028408789,15.880193647922539,7.181997127201149,27.20646911741235,15.880193647922539,7.181997127201149,8.698196520721392,32.21802482460874,14.57096600107933
BEL,Belgium,Europe & Central Asia,High income,1.5572758712423518,0.5699920191540303,0.15514764565043895,0.21292897047086992,0.05437616387337057,0.21292897047086992,0.3031125299281724,0.05437616387337057,0.42958233572758714,0.15855280659749935,0.944850439486876,671370081636.406,11858610,56614.567949903576,10.94402161534754,16.288564743990783,0.6016467394234513,2.58536394080787,1.7100683077724623,21976.742049110308,3.7112043226259e-4,0.00385507625814099,0.919758666493762,0,0,0,0,0,0,0,0,11.4375020757029,158.931826338067,95.7758,43.7026,0.37356482777933353,0.0953981144403995,0.5317838140576869,Belgium,2023,1.06,63095.402,11712891,Europe,1.06,56.99920191540303,21.292897047086992,5.437616387337057,30.311252992817238,21.292897047086992,5.437616387337057,15.855280659749935,37.35648277793335,9.53981144403995
HTI,Haiti,Latin America & Caribbean,Lower middle income,0.4902378039048784,0.15582273767090493,0.00388359844656062,0.05703037718784912,0.01212959514816194,0.05703037718784912,0.08767356493057403,0.01212959514816194,0.8431664627334149,0.04490078203968718,0.7596608247471056,25224154990.7946,11772557,2142.623305267887,7.669786200866235,16.281281702880438,0.04112611139515208,NA,0.49383032548955547,0.2377909913708636,0.00321450580561491,0.01955493400232571,0.9198824455321626,0,0,0,0,0,0,0,0,26.2315707464341,22.2478853726107,39.262,0.306791,0.3659952202116763,0.07784226698531921,0.5626493683851144,Haiti,2012,91.61,3296.2478,10069770,North America,91.61,15.582273767090493,5.703037718784912,1.212959514816194,8.767356493057402,5.703037718784912,1.212959514816194,4.490078203968718,36.59952202116763,7.784226698531921
JOR,Jordan,Middle East & North Africa,Lower middle income,1.3024950790019685,0.5156141937543225,0.06431877427249029,0.16635633345746662,0.0844283662286535,0.16635633345746662,0.2755758897696441,0.0844283662286535,0.4736394105442358,0.08192796722881311,0.9457828148027594,53352289577.4648,11552876,4618.095924985674,8.437737761674816,16.26244496826465,0.27725060073612845,NA,1.2977001854712062,211.3523652465412,5.700918754817098e-5,0.00299342675736043,0.9239274454224434,0,0,0,0,0,0,0,0,17.705386647398,99.6794477365724,92.5344,7.03749,0.32263722657862154,0.1637432934378869,0.5344614114733801,Jordan,2023,55.12,9381.3545,11439220,Asia,55.12,51.56141937543225,16.635633345746662,8.44283662286535,27.55758897696441,16.635633345746662,8.44283662286535,8.192796722881312,32.263722657862154,16.37432934378869
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,1.243655902537639,0.4857690056923977,0.05389157844336862,0.16013193594722563,0.0755971697611321,0.16013193594722563,0.25972229611108155,0.0755971697611321,0.5045485981805607,0.08453476618609354,0.9402554034831172,124282245638.568,11427557,10875.661844309156,9.294282713351857,16.25153827714322,0.11117320509464848,NA,1.155896687982533,990.5269277589252,2.7878619647237187e-5,0.00161021065526317,0.9291846923336264,0,0,0,0,0,0,0,0,12.4639218694399,51.7835143952326,91.0022,11.1346,0.329646259993429,0.15562369948526997,0.5346621399627642,Dominican Republic,2023,55.68,23282.49,11331269,North America,55.68,48.576900569239776,16.013193594722562,7.55971697611321,25.972229611108155,16.013193594722562,7.55971697611321,8.453476618609354,32.9646259993429,15.562369948526996
CZE,Czechia,Europe & Central Asia,High income,1.512688194924722,0.5526945789221684,0.14039474384210246,0.21035271585891369,0.04862478055008778,0.21035271585891369,0.29403628238548707,0.04862478055008778,0.4469862212055115,0.16172793530882587,0.9441561063049132,347034062928.479,10905028,31823.307829056375,10.367954250890412,16.2047345252441,0.7087659796113203,1.470037251372464,1.7505375551958182,37376.00041898104,0.00232323828550123,0.0035303745239103,0.9233808195012936,0,0,0,0,0,0,0,0,19.8858959477882,131.484981069952,87.6878,37.91,0.380594859948022,0.08797766868803542,0.532005005294061,Czechia,2023,2.02,47558.41,10809722,Europe,2.02,55.26945789221684,21.03527158589137,4.862478055008778,29.403628238548706,21.03527158589137,4.862478055008778,16.172793530882586,38.0594859948022,8.797766868803542
